Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Conway Diesel Service — Evergreen,Roadside Service,100 Conway Ln,Evergreen,AL,36401,,,251-578-2205,https://www.conwaydiesel.com/,"Family-owned heavy-duty truck & trailer repair, towing and 24/7 mobile road service near I-65 in Evergreen (Conecuh County). 75-ton rotator, recovery/winch-outs, tires, engine/transmission work.",,,,,,,,,,,,,,,,,,I-65,,yes,no
I-65 Butler County Rest Area (Southbound),Truck Parking,,Greenville,AL,,,,,https://www.dot.state.al.us/welcomeCenters.html,"ALDOT rest area on I-65 southbound in Butler County near Greenville, approx. mile marker 133. Restrooms, water, picnic tables, RV dump, and separate truck/car parking. Rebuilt facility reopened November 2025.",,yes,,,,,,,,yes,,,,,,,,I-65,,no,no
I-65 Butler County Rest Area (Northbound),Truck Parking,,Greenville,AL,,,,334-382-7301,https://www.dot.state.al.us/welcomeCenters.html,"ALDOT rest area on I-65 northbound in Butler County near Greenville, approx. mile marker 132. Restrooms, water, picnic tables, RV dump, and separate truck/car parking.",,yes,,,,,,,,yes,,,,,,,,I-65,,no,no
I-65 Conecuh County Rest Area (Southbound),Truck Parking,,Evergreen,AL,,,,251-578-4705,https://www.dot.state.al.us/welcomeCenters.html,"ALDOT rest area on I-65 southbound in Conecuh County near Evergreen, approx. mile marker 89. Restrooms, water, picnic tables, RV dump, and separate truck/car parking.",,yes,,,,,,,,yes,,,,,,,,I-65,,no,no
I-65 Conecuh County Rest Area (Northbound),Truck Parking,,Evergreen,AL,,,,251-966-2505,https://www.dot.state.al.us/welcomeCenters.html,"ALDOT rest area on I-65 northbound in Conecuh County near Evergreen, approx. mile marker 84. Restrooms, water, picnic tables, RV dump, and separate truck/car parking.",,yes,,,,,,,,yes,,,,,,,,I-65,,no,no
Love's Travel Stop #624,Truck Stops,2600 W I-65 Service Rd N,Prichard,AL,36612,,,251-330-2991,https://www.loves.com/locations/al/prichard/loves-travel-stop-prichard-624,"24/7 Love's travel stop on I-65 at Exit 8 in the Mobile/Prichard area. Confirmed truck parking (73 spaces), 7 showers, RFID fueling, DEF, Subway and Chester's. Has on-site CAT scale and Love's Truck Tire Care (listed as separate rows).",73,,,,,,,,,,,yes,,,,,,I-65,8,yes,no
"CAT Scale — Love's Travel Stop #624, Prichard",CAT Scales,2600 W I-65 Service Rd N,Prichard,AL,36612,,,251-330-2991,,"Certified CAT Scale co-located at Love's Travel Stop #624, I-65 Exit 8, Prichard (Mobile area).",,,,,,,,,,,,yes,,,,,,I-65,8,yes,no
"Love's Truck Tire Care #624, Prichard",Tire Repair,2600 W I-65 Service Rd N,Prichard,AL,36612,,,251-330-2991,,"Love's Truck Tire Care center co-located at Love's #624, I-65 Exit 8. Offers tire selection/repair, light mechanical, oil change and roadside assistance. Truck care hours reported approx. 6 a.m.-11 p.m.",,,,,,,,,,,,,,,,,,I-65,8,yes,no
Pilot Travel Center #75,Truck Stops,6109 US-43 S,Satsuma,AL,36572,,,251-679-6260,https://locations.pilotflyingj.com/us/al/satsuma/6109-us-43-s,"Pilot Travel Center on I-65 at Exit 19 (US-43, Satsuma/Creola area). Confirmed truck parking, on-site CAT scale (separate row), 10 diesel lanes, 8 showers, Arby's, laundry, bulk DEF. Reported ~125 total parking spaces.",,,,,,,,,yes,,,yes,,,,,,I-65,19,yes,no
"CAT Scale — Pilot Travel Center #75, Satsuma",CAT Scales,6109 US-43 S,Satsuma,AL,36572,,,251-679-6260,,"Certified CAT Scale co-located at Pilot Travel Center #75, I-65 Exit 19, Satsuma.",,,,,,,,,,,,yes,,,,,,I-65,19,yes,no
Creek Travel Plaza (Creek Travel Stores - Poarch),Truck Stops,4740 Jack Springs Rd,Atmore,AL,36502,,,251-368-0088,https://creektravelplaza.com/,"Full-service 24/7 travel plaza on I-65 at Exit 54 in Atmore, owned/operated by the Poarch Band of Creek Indians (CIEDA). Confirmed 88 truck parking spaces, 8 diesel lanes, 4 showers, 24-hour diner with southern fare, laundry, RV dump, propane, ATM and shuttle to/from Wind Creek Casino.",88,,,,,,,,yes,,,,,,,,,I-65,54,yes,no
"Love's Truck Care #225, Evergreen",Tire Repair,16101 Highway 84,Evergreen,AL,36401,,,251-578-4496,,"Love's Truck Care center co-located at Love's #225, I-65 Exit 93. Tire repair/sales (Hankook, Bridgestone, Michelin, Goodyear, Yokohama, Love's Retreads), light mechanical, oil change and 24-hour roadside assistance.",,,,,,,,,,,,,,,,,,I-65,93,yes,no
Spirit Travel Center,Truck Stops,192 Highway 83,Evergreen,AL,36401,,,251-578-3588,,"Independent travel center on I-65 at Exit 96 (AL-83, Evergreen), northern boundary of the segment. Reported 50 truck parking spaces, 3 showers, trucker lounge, ATM, on-site motel, truck repair and tire repair, plus fast-food (Subway and others).",50,,,,,,,,,,,,,,,,,I-65,96,yes,no
"Qualawash / tank trailer wash, Saraland",Truck Washes,202 Commerce Dr,Saraland,AL,36571,,,251-679-6006,,"Reported tank/trailer cleaning facility near I-65 Exit 13 in Saraland. Held: appears to be a tank-container cleaning operation rather than a general exterior truck wash, and identity/category-fit is single-sourced.",,,,,,,,,,,,,,,,,,I-65,13,no,no
