name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Max Fuel Xpress #9,truck-stops,Cadiz,KY,max-fuel-xpress-9-cadiz-ky,,68,Good,needs-geocoding,,ready-to-publish,completeness 68 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Hometown Auto & Truck Repair and Towing,roadside-service,Cadiz,KY,hometown-auto-truck-repair-and-towing-cadiz-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Blue Springs Chevron,truck-stops,Cadiz,KY,blue-springs-chevron-cadiz-ky,,24,Incomplete,needs-geocoding,,import-unpublished,"completeness 24, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Website; Parking type; Truck-space count; Amenities; Description; TPC reservation link; Verified date; Approved reviews
Knights Inn Cadiz,hotels-truck-parking,Cadiz,KY,knights-inn-cadiz-cadiz-ky,,24,Incomplete,needs-geocoding,,import-unpublished,"completeness 24, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Website; Parking type; Truck-space count; Amenities; Description; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #348,truck-stops,Calvert City,KY,love-s-travel-stop-348-calvert-city-ky,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; TPC reservation link; Verified date; Approved reviews
CAT Scale at Love's Travel Stop #348,cat-scales,Calvert City,KY,cat-scale-at-love-s-travel-stop-348-calvert-city-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Love's Truck Care #348,tire-repair,Calvert City,KY,love-s-truck-care-348-calvert-city-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Calvert City Truck Repair,tire-repair,Calvert City,KY,calvert-city-truck-repair-calvert-city-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Huck's Travel Center (Pilot Travel Center #890),truck-stops,Kuttawa,KY,huck-s-travel-center-pilot-travel-center-890-kuttawa-ky,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; TPC reservation link; Verified date; Approved reviews
CAT Scale at Huck's Travel Center (Pilot #890),cat-scales,Kuttawa,KY,cat-scale-at-huck-s-travel-center-pilot-890-kuttawa-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Days Inn by Wyndham Kuttawa/Eddyville,hotels-truck-parking,Kuttawa,KY,days-inn-by-wyndham-kuttawa-eddyville-kuttawa-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Truck-space count; TPC reservation link; Verified date; Approved reviews
Cheers Food and Fuel,truck-stops,Grand Rivers,KY,cheers-food-and-fuel-grand-rivers-ky,,24,Incomplete,needs-geocoding,,import-unpublished,"completeness 24, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Website; Parking type; Truck-space count; Amenities; Description; TPC reservation link; Verified date; Approved reviews
Lyon County Weigh Station (I-24 EB),weigh-stations,Kuttawa,KY,lyon-county-weigh-station-i-24-eb-kuttawa-ky,,35,Incomplete,needs-geocoding,,import-unpublished,"completeness 35, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Description; Verified date; Approved reviews
Flying J Travel Center #662,truck-stops,Oak Grove,KY,flying-j-travel-center-662-oak-grove-ky,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; TPC reservation link; Verified date; Approved reviews
CAT Scale - Flying J #662,cat-scales,Oak Grove,KY,cat-scale-flying-j-662-oak-grove-ky,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Flying J Truck & Trailer Wash - Oak Grove,truck-washes,Oak Grove,KY,flying-j-truck-trailer-wash-oak-grove-oak-grove-ky,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Pilot Travel Center #439,truck-stops,Oak Grove,KY,pilot-travel-center-439-oak-grove-ky,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; TPC reservation link; Verified date; Approved reviews
CAT Scale - Pilot #439,cat-scales,Oak Grove,KY,cat-scale-pilot-439-oak-grove-ky,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Love's Travel Stop #782,truck-stops,Oak Grove,KY,love-s-travel-stop-782-oak-grove-ky,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; TPC reservation link; Verified date; Approved reviews
CAT Scale - Love's #782,cat-scales,Oak Grove,KY,cat-scale-love-s-782-oak-grove-ky,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Love's Truck Care / Tire Care - Oak Grove #782,tire-repair,Oak Grove,KY,love-s-truck-care-tire-care-oak-grove-782-oak-grove-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
I-24 Chevron Fuel Express (I-24/41A Truck Stop),truck-stops,Oak Grove,KY,i-24-chevron-fuel-express-i-24-41a-truck-stop-oak-grove-ky,,73,Good,needs-geocoding,,ready-to-publish,completeness 73 with address,Verified coordinates; Website; TPC reservation link; Verified date; Approved reviews
I-24 Weigh Station (Christian County),weigh-stations,Hopkinsville,KY,i-24-weigh-station-christian-county-hopkinsville-ky,,35,Incomplete,needs-geocoding,,import-unpublished,"completeness 35, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Description; Verified date; Approved reviews
Quality Inn Fort Campbell,hotels-truck-parking,Oak Grove,KY,quality-inn-fort-campbell-oak-grove-ky,,24,Incomplete,needs-geocoding,,import-unpublished,"completeness 24, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Website; Parking type; Truck-space count; Amenities; Description; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #49,truck-stops,Oak Grove,KY,pilot-travel-center-49-oak-grove-ky,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; TPC reservation link; Verified date; Approved reviews
CAT Scale (Pilot Travel Center #49),cat-scales,Oak Grove,KY,cat-scale-pilot-travel-center-49-oak-grove-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Days Inn by Wyndham Oak Grove/Ft. Campbell,hotels-truck-parking,Oak Grove,KY,days-inn-by-wyndham-oak-grove-ft-campbell-oak-grove-ky,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Truck-space count; TPC reservation link; Verified date; Approved reviews
I-24 Christian County Welcome Center (Mile Marker 92),parking,Oak Grove,KY,i-24-christian-county-welcome-center-mile-marker-92-oak-grove-ky,,24,Incomplete,needs-geocoding,,import-unpublished,"completeness 24, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Website; Parking type; Truck-space count; Amenities; Description; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #358,truck-stops,Paducah,KY,pilot-travel-center-358-paducah-ky,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; TPC reservation link; Verified date; Approved reviews
CAT Scale - Pilot Travel Center #358,cat-scales,Paducah,KY,cat-scale-pilot-travel-center-358-paducah-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Southern Tire Mart at Pilot #308,tire-repair,Paducah,KY,southern-tire-mart-at-pilot-308-paducah-ky,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Southern Pride Auto/Truck Plaza (BP),truck-stops,Paducah,KY,southern-pride-auto-truck-plaza-bp-paducah-ky,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; TPC reservation link; Verified date; Approved reviews
Southern Pride Truck Wash,truck-washes,Paducah,KY,southern-pride-truck-wash-paducah-ky,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Exit 11 Exxon,truck-stops,Paducah,KY,exit-11-exxon-paducah-ky,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Website; Truck-space count; TPC reservation link; Verified date; Approved reviews
Days Inn by Wyndham Paducah I-24 Exit 4,hotels-truck-parking,Paducah,KY,days-inn-by-wyndham-paducah-i-24-exit-4-paducah-ky,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Truck-space count; TPC reservation link; Verified date; Approved reviews
Super 8 by Wyndham Paducah I-24 Exit 4,hotels-truck-parking,Paducah,KY,super-8-by-wyndham-paducah-i-24-exit-4-paducah-ky,,24,Incomplete,needs-geocoding,,import-unpublished,"completeness 24, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Website; Parking type; Truck-space count; Amenities; Description; TPC reservation link; Verified date; Approved reviews
I-24 Weigh Station (McCracken County),weigh-stations,Paducah,KY,i-24-weigh-station-mccracken-county-paducah-ky,,35,Incomplete,needs-geocoding,,import-unpublished,"completeness 35, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Description; Verified date; Approved reviews
