name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Rocking Chair Truck Stop,truck-stops,Cuba,AL,rocking-chair-truck-stop-cuba-al,,60,Needs work,needs-geocoding,,import-unpublished,completeness 60 — enrich before publishing,ZIP; Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
DNJ Truck Stop,truck-stops,Livingston,AL,dnj-truck-stop-livingston-al,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #773,truck-stops,Eutaw,AL,love-s-travel-stop-773-eutaw-al,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
TA Tuscaloosa (Travel Centers of America #016),truck-stops,Cottondale,AL,ta-tuscaloosa-travel-centers-of-america-016-cottondale-al,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center / ONE9 (Cottondale),truck-stops,Cottondale,AL,pilot-travel-center-one9-cottondale-cottondale-al,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #227,truck-stops,McCalla,AL,love-s-travel-stop-227-mccalla-al,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Flying J Travel Center #601,truck-stops,McCalla,AL,flying-j-travel-center-601-mccalla-al,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #530,truck-stops,Moody,AL,love-s-travel-stop-530-moody-al,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
QuikTrip Travel Center - Pell City,truck-stops,Pell City,AL,quiktrip-travel-center-pell-city-pell-city-al,,57,Needs work,needs-geocoding,,import-unpublished,completeness 57 — enrich before publishing,Verified coordinates; Phone; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Henson's - Pell City,roadside-service,Pell City,AL,henson-s-pell-city-pell-city-al,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Website; Verified date; Approved reviews
TravelCenters of America (TA Lincoln) #260,truck-stops,Lincoln,AL,travelcenters-of-america-ta-lincoln-260-lincoln-al,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #1549,truck-stops,Lincoln,AL,pilot-travel-center-1549-lincoln-al,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Circle K Travel Center - Oxford,truck-stops,Oxford,AL,circle-k-travel-center-oxford-oxford-al,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
I-20 Texaco - Heflin,truck-stops,Heflin,AL,i-20-texaco-heflin-heflin-al,,57,Needs work,needs-geocoding,,import-unpublished,completeness 57 — enrich before publishing,Verified coordinates; Phone; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #818,truck-stops,Heflin,AL,love-s-travel-stop-818-heflin-al,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
205 Truck Center,truck-stops,Heflin,AL,205-truck-center-heflin-al,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
