name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Maryland House Travel Plaza,truck-stops,"I-95 Median Service Plaza, Mile Marker 82",Aberdeen,MD,21001,443-674-1845,https://mdta.maryland.gov/MD_I-95_Travel_Plazas/Home.html,"MDTA-operated I-95 (JFK Highway) median travel plaza serving both directions, with a Sunoco fueling station, a food court, convenience store, and car/truck parking.",I-95,,,yes,yes,,yes,,,yes,
Chesapeake House Travel Plaza,truck-stops,"John F. Kennedy Memorial Hwy, I-95 Median Service Plaza, Mile Marker 97",North East,MD,21901,410-287-8811,https://mdta.maryland.gov/MD_I-95_Travel_Plazas/Home.html,"MDTA-operated I-95 median travel plaza with a 24/7 Sunoco fuel station, EV charging, a food court (KFC, Pizza Hut, Wendy's, Earl of Sandwich, Auntie Anne's), market, and truck parking.",I-95,,,yes,yes,,yes,,,yes,
TA Baltimore #216,truck-stops,5501 O'Donnell Street,Baltimore,MD,21224,410-633-4610,https://www.ta-petro.com/location/md/ta-baltimore/,"Full-service TA travel center near I-95 Exit 57 in southeast Baltimore with 24-hour diesel, a CAT Scale, TA truck service/tire repair, deli, showers and laundry, and roughly 181 truck parking spaces.",I-95,57,yes,yes,yes,yes,yes,yes,yes,yes,
Pilot Travel Center #290,truck-stops,31 Heather Lane,Perryville,MD,21903,410-642-2883,https://locations.pilotflyingj.com/us/md/perryville,"Pilot travel center at I-95 Exit 93 (MD 222) with 24-hour diesel, 7 diesel lanes, a CAT Scale, Subway, showers, and about 20 truck parking spaces.",I-95,93,yes,yes,yes,,yes,,yes,yes,
Flying J Travel Center #784,truck-stops,1 Center Drive,North East,MD,21901,410-287-6117,https://locations.pilotflyingj.com/us/md/north-east/1-center-dr,"Flying J travel center at I-95 Exit 100 with 12 diesel lanes, a CAT Scale, Denny's, showers, and roughly 100 truck parking spaces.",I-95,100,yes,yes,yes,,yes,,yes,yes,
Flying J Travel Center #875,truck-stops,221 Belle Hill Road,Elkton,MD,21921,410-398-0287,https://locations.pilotflyingj.com/us/md/elkton/221-belle-hill-rd,"Flying J travel center at I-95 Exit 109A on Belle Hill Road with diesel lanes, a CAT Scale, showers, convenience store, and truck parking; adjacent to Blue Beacon and Boss Truck Shop.",I-95,109A,yes,yes,yes,,yes,,yes,yes,
TA Elkton #019,truck-stops,1400 Elkton Road,Elkton,MD,21921,410-398-7000,https://www.ta-petro.com/location/md/ta-elkton/,"TA travel center at I-95 Exit 109B with BP diesel, 10 fuel lanes, a CAT Scale, TA Truck Service (3 bays, tire repair), Country Pride restaurant and Subway, 10 showers, laundry, and about 151 truck parking spaces.",I-95,109B,yes,yes,yes,yes,yes,yes,yes,yes,
CAT Scale at TA Baltimore,cat-scales,5501 O'Donnell Street,Baltimore,MD,21224,410-633-4613,https://catscale.com/cat-scale-locator/,Certified CAT Scale for weighing trucks located at the TA Baltimore travel center off I-95 Exit 57.,I-95,57,,,,,,,yes,,
CAT Scale at Pilot Perryville,cat-scales,31 Heather Lane,Perryville,MD,21903,410-642-2883,https://catscale.com/cat-scale-locator/,Certified CAT Scale at the Pilot Travel Center off I-95 Exit 93 in Perryville.,I-95,93,,,,,,,yes,,
CAT Scale at Flying J North East,cat-scales,1 Center Drive,North East,MD,21901,410-287-6117,https://catscale.com/cat-scale-locator/,Certified CAT Scale at the Flying J travel center off I-95 Exit 100 in North East.,I-95,100,,,,,,,yes,,
