Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
CAT Scale (Pilot Travel Center #49),CAT Scales,8190 Pembroke Oak Grove Rd,Oak Grove,KY,42262,,,270-439-1776,https://catscale.com/cat-scale-locator/,CAT Scale certified truck scale co-located at Pilot Travel Center #49 at I-24 Exit 89 (Hwy 115). Open 24 hours.,,,,,,,,,,,,yes,,,,,,I-24,89,yes,no
Days Inn by Wyndham Oak Grove/Ft. Campbell,Hotels with Truck Parking,212 Auburn Street,Oak Grove,KY,42262,,,,https://www.wyndhamhotels.com/days-inn/oak-grove-kentucky/days-inn-oak-grove-ft-campbell/overview,"Hotel just off I-24 Exit 86 near Fort Campbell offering a free lot with parking for cars, trucks, buses and RVs. Includes free WiFi, light breakfast and an outdoor pool.",,yes,,,yes,,,,,yes,,,yes,,,,,I-24,86,yes,no
I-24 Christian County Welcome Center (Mile Marker 92),Truck Parking,,Oak Grove,KY,,,,,,,,,,,,,,,,,,,,,,,,I-24,,no,no
Pilot Travel Center #358,Truck Stops,5353 Cairo Road,Paducah,KY,42001,,,270-443-2044,https://locations.pilotflyingj.com/us/ky/paducah/5353-cairo-rd,"24-hour Pilot travel center at I-24 Exit 3 (Cairo Rd/KY-305). Subway, showers, laundry, WiFi, CAT Scale, diesel/DEF lanes, and both standard and reserved (prime) truck parking.",72,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,yes,,,,,I-24,3,yes,no
CAT Scale - Pilot Travel Center #358,CAT Scales,5353 Cairo Road,Paducah,KY,42001,,,270-443-2044,https://catscale.com/cat-scale-locator/,"Certified CAT Scale co-located at Pilot Travel Center #358, I-24 Exit 3 (Cairo Rd).",,,,,,,,,,,,yes,,,,,,I-24,3,yes,no
Southern Tire Mart at Pilot #308,Tire Repair,4160 Olivet Church Road,Paducah,KY,42001,,,270-391-1880,https://stmtires.com/locations/store-stmp-308/,"Commercial truck tire sales/repair, brakes, DOT inspections and roadside assistance, co-located at the Pilot travel center near I-24 Exit 3/4 (Olivet Church Rd / Cairo Rd).",,,,,,,,,,,yes,,,,,,,I-24,3,yes,no
Southern Pride Auto/Truck Plaza (BP),Truck Stops,7050 Benton Road,Paducah,KY,42003,,,270-898-6753,https://natsn.com/tsdirectory/southern-pride-truck-plaza/,"Independent BP-branded NATSN truck plaza at I-24 Exit 16 (US-68/Benton Rd). Subway/restaurant/deli, showers, laundry, WiFi, truckers lounge, tire sales and repair, truck wash, certified scales, propane, and truck parking.",110,yes,,,yes,yes,yes,yes,yes,yes,yes,,yes,,,,,I-24,16,yes,no
Southern Pride Truck Wash,Truck Washes,7050 Benton Road,Paducah,KY,42003,,,270-898-6753,https://natsn.com/tsdirectory/southern-pride-truck-plaza/,"Truck wash service located at Southern Pride Auto/Truck Plaza, I-24 Exit 16.",,,,,,,,,,,,,,,,,,I-24,16,yes,no
Exit 11 Exxon,Truck Stops,2730 Puryear Drive,Paducah,KY,42003,,,270-575-9200,,"Independent Exxon truck stop at I-24 Exit 11 (Husband Rd). Truck parking, restaurant/deli, convenience store, showers, and laundromat.",,yes,,,yes,yes,yes,yes,yes,yes,,,,,,,,I-24,11,yes,no
Days Inn by Wyndham Paducah I-24 Exit 4,Hotels with Truck Parking,3901 Hinkleville Road,Paducah,KY,42001,,,,https://www.wyndhamhotels.com/days-inn/paducah-kentucky/days-inn-paducah-i-24-exit-4/overview,"Hotel at I-24 Exit 4 (US-60/Hinkleville Rd) with free parking that accommodates trucks, buses, and RVs; free WiFi.",,yes,,,yes,,,,,,,,yes,,,,,I-24,4,yes,no
Super 8 by Wyndham Paducah I-24 Exit 4,Hotels with Truck Parking,,Paducah,KY,,,,,,,,,,,,,,,,,,,,,,,,I-24,,no,no
I-24 Weigh Station (McCracken County),Weigh Stations,,Paducah,KY,,,,,,,,,,,,,,,,,,,,,,,,I-24,,no,no
