name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Pilot Travel Center #53,truck-stops,Needles,CA,pilot-travel-center-53-needles-ca,,52,Needs work,needs-geocoding,,import-unpublished,"completeness 52, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
East Side Chevron,truck-stops,Needles,CA,east-side-chevron-needles-ca,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Hi Sahara Oasis,truck-stops,Fenner,CA,hi-sahara-oasis-fenner-ca,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Ludlow Chevron,truck-stops,Ludlow,CA,ludlow-chevron-ludlow-ca,,60,Needs work,needs-geocoding,,import-unpublished,completeness 60 — enrich before publishing,ZIP; Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CDFA Needles Border Protection / Agricultural Inspection Station,weigh-stations,Needles,CA,cdfa-needles-border-protection-agricultural-inspection-station-needles-ca,,65,Good,needs-geocoding,,ready-to-publish,completeness 65 with address,Exit number; Verified coordinates; Verified date; Approved reviews
Newberry High Desert Truck Stop (Mobil / Circle K),truck-stops,Newberry Springs,CA,newberry-high-desert-truck-stop-mobil-circle-k-newberry-springs-ca,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Kelly's Market & Truck Stop (Shell),truck-stops,Newberry Springs,CA,kelly-s-market-truck-stop-shell-newberry-springs-ca,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Desert Oasis Rest Area (I-40),parking,Newberry Springs,CA,desert-oasis-rest-area-i-40-newberry-springs-ca,,40,Needs work,needs-geocoding,,import-unpublished,"completeness 40, no address — enrich before publishing",Street address; Exit number; Verified coordinates; Phone; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CHP Weigh Station / Commercial Vehicle Enforcement Facility (I-40),weigh-stations,Barstow,CA,chp-weigh-station-commercial-vehicle-enforcement-facility-i-40-barstow-ca,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Verified date; Approved reviews
Barstow Fuel (76 / Phillips 66),truck-stops,Barstow,CA,barstow-fuel-76-phillips-66-barstow-ca,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
