name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
TA Bloomsburg (TravelCenters of America),truck-stops,6 Buckhorn Rd,Bloomsburg,PA,17815,570-784-9400,https://www.ta-petro.com/location/pa/ta-bloomsburg/,"Full-service TravelCenters of America truck stop at I-80 Exit 232 with a Country Pride restaurant, Subway, roughly 190 truck spaces and on-site truck service bays.",I-80,232,yes,yes,yes,yes,yes,yes,yes,yes,
Love's Travel Stop #324,truck-stops,440 W 3rd St,Mifflinville,PA,18631,570-752-9013,https://www.loves.com/locations/pa/mifflinville/loves-travel-stop-mifflinville-324,"24-hour Love's Travel Stop at I-80 Exit 242 with Arby's, seven diesel lanes, showers and truck parking.",I-80,242,yes,yes,yes,,yes,,yes,yes,
Pilot Travel Center #298,truck-stops,1114 State Route 93,Drums,PA,18222,570-788-3262,https://locations.pilotflyingj.com/us/pa/drums/1114-state-route-93,"24-hour Pilot Travel Center at I-80 Exit 256 (PA 93) with Subway, seven diesel lanes, five showers and truck parking.",I-80,256,yes,yes,yes,,yes,,yes,yes,
Onvo Travel Plaza - Hickory Run (AMBEST),truck-stops,2550 PA-534,White Haven,PA,18661,570-443-4437,https://tryonvo.com/location/hickory-run-travel-plaza/,"Independent AMBEST travel plaza (formerly Hickory Run) at I-80 Exit 274 with 24-hour diesel, restaurant, convenience store and showers.",I-80,274,yes,yes,yes,,yes,,yes,yes,
Pocono Mountain Travel Plaza,truck-stops,3577 PA-611,Bartonsville,PA,18321,570-421-1770,,"Independent full-service truck stop at I-80 Exit 302 offering gas and diesel, fast food/restaurant and a repair shop.",I-80,302,,yes,yes,,yes,yes,,,
CAT Scale - TA Bloomsburg,cat-scales,6 Buckhorn Rd,Bloomsburg,PA,17815,570-784-9400,https://catscale.com/cat-scale-locator/,Certified CAT Scale located at the TA Bloomsburg travel center at I-80 Exit 232.,I-80,232,,,,,,,yes,,
CAT Scale - Love's Mifflinville,cat-scales,440 W 3rd St,Mifflinville,PA,18631,570-752-9013,https://catscale.com/cat-scale-locator/,Certified CAT Scale located at Love's Travel Stop #324 at I-80 Exit 242.,I-80,242,,,,,,,yes,,
CAT Scale - Pilot Drums,cat-scales,1114 State Route 93,Drums,PA,18222,570-788-3262,https://catscale.com/cat-scale-locator/,Certified CAT Scale located at Pilot Travel Center #298 at I-80 Exit 256.,I-80,256,,,,,,,yes,,
CAT Scale - Onvo Hickory Run,cat-scales,2550 PA-534,White Haven,PA,18661,570-443-4437,https://catscale.com/cat-scale-locator/,Certified CAT Scale located at the Onvo Travel Plaza - Hickory Run at I-80 Exit 274.,I-80,274,,,,,,,yes,,
Bartonsville Truck Wash,truck-washes,Route 611,Bartonsville,PA,18321,570-476-9274,,"Truck wash near I-80 Exit 302 on Route 611 offering wash service, truck parking, showers and a driver lounge.",I-80,302,yes,,,,,,,,
Service Tire Truck Centers (STTC) - Mifflinville,tire-repair,509 W 3rd St,Mifflinville,PA,18631,570-752-4603,https://www.sttc.com/locations/pennsylvania/mifflinville/,"Commercial truck tire sales and service center near I-80 Exit 242 providing medium-duty tire work, alignment and 24-hour road service.",I-80,242,,,,,,yes,,,
Nescopeck DOT Inspection Station (Eastbound),weigh-stations,,Nescopeck,PA,,,,Eastbound I-80 truck weigh/DOT inspection site near mile marker 250 in the Nescopeck area.,I-80,,,,,,,,,,
Nescopeck DOT Inspection Station (Westbound),weigh-stations,,Nescopeck,PA,,,,Westbound I-80 truck weigh/DOT inspection site near mile marker 250 in the Nescopeck area.,I-80,,,,,,,,,,
I-80 Rest Area (Exit 273 Eastbound),parking,,White Haven,PA,18661,,,"Eastbound I-80 rest area near Exit 273 with restrooms, vending, picnic tables and limited parking.",I-80,273,,,,,yes,,,,
"I-80 East Rest Area (Mile Marker 295, Scotrun)",parking,,Tannersville,PA,,,,"Eastbound Pocono-area I-80 rest area near mile marker 295 with restrooms, picnic area and car/truck parking.",I-80,,,,,,yes,,,,
TA Truck Service - Bloomsburg,roadside-service,6 Buckhorn Rd,Bloomsburg,PA,17815,570-784-9400,https://www.ta-petro.com/location/pa/ta-bloomsburg/,On-site truck service shop at the TA Bloomsburg travel center offering repair bays and roadside assistance at I-80 Exit 232.,I-80,232,,,,,,yes,,,
Love's Truck Care - Mifflinville,roadside-service,440 W 3rd St,Mifflinville,PA,18631,570-752-9013,https://www.loves.com/locations/pa/mifflinville/loves-travel-stop-mifflinville-324,Love's Truck Care service at Love's #324 providing 24-hour tire and light mechanical roadside service at I-80 Exit 242.,I-80,242,,,,,,yes,,,
