name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Bosselman Travel Center - Rapid City,truck-stops,2783 Deadwood Ave N,Rapid City,SD,57702,605-348-3438,,"Full-service travel center at I-90 Exit 55 (Deadwood Ave) with 8 diesel lanes, about 75 truck parking spaces, 8 showers, Marlins Restaurant, an on-site Boss Truck Shop and a CAT Scale.",I-90,55,yes,yes,yes,,,yes,yes,,
Crow's I-90 Travel Plaza (Flying J),truck-stops,4200 N I-90 Service Rd,Rapid City,SD,57701,,https://locations.pilotflyingj.com/us/sd/rapid-city/4200-n-i-90-service-rd-exit-61,"Flying J licensed travel plaza at I-90 Exit 61 with 8 diesel lanes, about 125 truck parking spaces, 8 showers, laundry, DEF and an on-site CAT Scale.",I-90,61,yes,yes,yes,yes,,,yes,,
Common Cents Travel Plaza 125 - Rapid City,truck-stops,1821 N Elk Vale Rd,Rapid City,SD,57701,605-791-0157,https://commoncentsstores.com/location/125-travel-plaza-deli-elk-vale-rd,"AMBEST travel plaza at I-90 Exit 61 (Elk Vale Rd) with 6 fuel lanes, 24-hour diesel, deli, 3 showers, Wi-Fi and DEF; limited dedicated big-rig overnight parking.",I-90,61,yes,yes,yes,,,,,yes,
Love's Travel Stop #602,truck-stops,679 Reagan Ave,Box Elder,SD,57719,605-923-4292,https://www.loves.com/locations/sd/box-elder/loves-travel-stop-box-elder-602,"Love's Travel Stop at I-90 Exit 67B near Ellsworth AFB with diesel, showers, a restaurant, Wi-Fi and an on-site CAT Scale.",I-90,67B,yes,yes,yes,,yes,,yes,yes,
BJ's Country Store,truck-stops,2640 Lazelle St,Sturgis,SD,57785,605-347-6551,,"Conoco-branded country store and fuel stop at I-90 Exit 30 with 24-hour diesel, a deli, convenience store, casino and adjacent motel.",I-90,30,,yes,yes,,,,,,
Common Cents - Sturgis,truck-stops,2421 Junction Ave,Sturgis,SD,57785,605-347-3666,,"Convenience and fuel stop near I-90 Exit 32 in Sturgis with 24-hour diesel, a deli, laundromat and on-site repair/tire service.",I-90,32,,yes,yes,,,yes,,,
Conoco - Wall,truck-stops,311 South Blvd,Wall,SD,57790,,,Conoco fuel stop at I-90 Exit 110 in Wall (Badlands/Wall Drug area) offering diesel and a convenience store.,I-90,110,,,yes,,,,,,
Discount Fuel (Sinclair) - Kadoka,truck-stops,511 SD Hwy 73,Kadoka,SD,57543,,,"Independent Sinclair-branded 24-hour truck stop just off I-90 Exit 150 in Kadoka with self-serve diesel, a convenience store, deli and truck parking.",I-90,150,,yes,yes,,yes,,,,
CAT Scale at Bosselman Rapid City,cat-scales,2783 Deadwood Ave N,Rapid City,SD,57702,,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at the Bosselman Travel Center at I-90 Exit 55 in Rapid City.,I-90,55,,,,,,,yes,,
CAT Scale at Flying J Rapid City,cat-scales,4200 N I-90 Service Rd,Rapid City,SD,57701,,https://catscale.com/cat-scale-locator/,Certified CAT Scale at the Flying J / Crow's I-90 travel plaza at I-90 Exit 61 in Rapid City.,I-90,61,,,,,,,yes,,
CAT Scale at Love's Box Elder,cat-scales,679 Reagan Ave,Box Elder,SD,57719,,https://catscale.com/cat-scale-locator/,Certified CAT Scale at Love's Travel Stop #602 at I-90 Exit 67B in Box Elder.,I-90,67B,,,,,,,yes,,
