name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Love's Travel Stop #283,truck-stops,Rockwall,TX,love-s-travel-stop-283-rockwall-tx,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #367,truck-stops,Caddo Mills,TX,pilot-travel-center-367-caddo-mills-tx,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
ONE9 Travel Center (Exxon/ONE9 Dealer #1379),truck-stops,Greenville,TX,one9-travel-center-exxon-one9-dealer-1379-greenville-tx,,65,Good,needs-geocoding,,ready-to-publish,completeness 65 with address,Exit number; Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Quick Track #9,truck-stops,Royse City,TX,quick-track-9-royse-city-tx,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Royse City Tires,tire-repair,Royse City,TX,royse-city-tires-royse-city-tx,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale at Love's #283 - Rockwall,cat-scales,Rockwall,TX,cat-scale-at-love-s-283-rockwall-rockwall-tx,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; Verified date; Approved reviews
Love's Travel Stop #738,truck-stops,Sulphur Springs,TX,love-s-travel-stop-738-sulphur-springs-tx,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #157,truck-stops,Sulphur Springs,TX,pilot-travel-center-157-sulphur-springs-tx,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
TA Express Mount Vernon #286,truck-stops,Mount Vernon,TX,ta-express-mount-vernon-286-mount-vernon-tx,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #279,truck-stops,Mount Vernon,TX,love-s-travel-stop-279-mount-vernon-tx,,63,Needs work,needs-geocoding,,import-unpublished,"completeness 63, no address — enrich before publishing",Street address; Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Youngs I-30,truck-stops,Mount Pleasant,TX,youngs-i-30-mount-pleasant-tx,,53,Needs work,needs-geocoding,,import-unpublished,completeness 53 — enrich before publishing,ZIP; Verified coordinates; Phone; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Road Ranger - New Boston,truck-stops,New Boston,TX,road-ranger-new-boston-new-boston-tx,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #473,truck-stops,Texarkana,TX,love-s-travel-stop-473-texarkana-tx,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
