Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
"Truck Parking Club - 3501 S 500 E, Whitestown",Truck Parking,3501 S 500 E,Whitestown,IN,46075,,,,https://truckparkingclub.com/truck-parking/indiana/whitestown/3501-s-500-e-46075,"Paved reservable truck/trailer parking lot listed on Truck Parking Club, just off I-65 at Exit 130 near the TA and Love's truck stops in Whitestown.",,,yes,yes,yes,,,,,,,,,,https://truckparkingclub.com/truck-parking/indiana/whitestown/3501-s-500-e-46075,,,I-65,130,yes,no
Super 8 by Wyndham Indianapolis/Southport Rd,Hotels with Truck Parking,4033 E Southport Rd,Indianapolis,IN,46237,,,317-888-0900,,Budget hotel at I-65 Exit 103 (Southport Rd) on the south side of Indianapolis that offers free on-site parking including truck/bus parking. Truck-space capacity is very limited.,,yes,,,yes,,,,,,,,,,,,,I-65,103,yes,no
Sam's Roadside Service (mobile),Roadside Service,,Indianapolis,IN,,,,317-374-0960,https://www.samsroadsideservice.com/services/mobile-tire-repair-indianapolis,"Mobile 24/7 roadside/tire repair provider that services the Indianapolis metro and I-65 corridor including Whitestown, Zionsville, Brownsburg and Boone County. Mobile-only; no fixed street address verified.",,,,,,,,,,,yes,,,,,,,I-65,,no,no
"Truck Parking Club - 5102 E 500 S, Whitestown",Truck Parking,5102 E 500 S,Whitestown,IN,,,,,https://truckparkingclub.com/truck-parking/indiana/whitestown/5102-e-500-s,Truck/trailer parking listing on Truck Parking Club in the Whitestown area near I-65.,,,yes,yes,,,,,,,,,,,https://truckparkingclub.com/truck-parking/indiana/whitestown/5102-e-500-s,,,I-65,,no,no
Flying J Travel Center #652,Truck Stops,520 S State Rd 39,Lebanon,IN,46052,,,765-483-9755,https://locations.pilotflyingj.com/us/in/lebanon/520-s-state-rd-39,"Pilot Flying J travel center at I-65 Exit 139 (SR-39) in Lebanon. Offers diesel fuel lanes, showers, a Huddle House restaurant, and an on-site CAT Scale. Open 24 hours.",150,,,,yes,yes,yes,yes,,yes,,yes,yes,,,,,I-65,139,yes,no
CAT Scale at Flying J Lebanon #652,CAT Scales,520 S State Rd 39,Lebanon,IN,46052,,,765-483-9755,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at the Flying J Travel Center at I-65 Exit 139 in Lebanon. Weigh service is accessed through the host travel center.,,,,,,,,,,,,yes,,,,,,I-65,139,yes,no
Circle K #2408,Truck Stops,6533 State Road 38 E,Lafayette,IN,47905,,,765-448-9017,,Circle K fuel and convenience stop at I-65 Exit 168 (SR-38) east of Lafayette. Directories list roughly 8 truck parking spaces and 3 diesel lanes on the south side. Open 24 hours.,8,,,,yes,,,yes,,yes,,,,,,,,I-65,168,yes,no
Love's Travel Stop #874,Truck Stops,2400 E 200 N,Lafayette,IN,47905,,,765-420-7030,https://www.loves.com/locations/874,"Love's Travel Stop at I-65 Exit 175 (SR-25) in Lafayette, opened 2023. Amenities include diesel islands, 7 showers, a Hardee's, an on-site scale, and a co-located Love's Truck Care service center. Open 24 hours.",64,,,,yes,yes,yes,yes,,yes,yes,yes,yes,,,,,I-65,175,yes,no
Love's Truck Care (Speedco) at Lafayette #874,Tire Repair,2400 E 200 N,Lafayette,IN,47905,,,765-420-7030,https://www.loves.com/locations/874,"Co-located Love's Truck Care / Speedco service center at the Love's Travel Stop at I-65 Exit 175 in Lafayette. Provides truck tire service, oil changes and PM service, light mechanical work, and roadside assistance.",,,,,,,,yes,,,yes,,,,,,,I-65,175,yes,no
CAT Scale at Love's Lafayette #874,CAT Scales,2400 E 200 N,Lafayette,IN,47905,,,765-420-7030,https://catscale.com/cat-scale-locator/,Certified CAT Scale associated with the Love's Travel Stop at I-65 Exit 175 in Lafayette. Weigh service is accessed through the host travel center.,,,,,,,,,,,,yes,,,,,,I-65,175,no,no
Speedway #8064,Truck Stops,5829 State Road 43 N,Lafayette,IN,47906,,,,https://www.speedway.com/locations/in/lafayette/5829-state-road-43-n-43901,"Speedway fuel and convenience stop at I-65 Exit 178 (SR-43) near West Lafayette, carrying diesel. Listed in truck-stop directories; specific truck parking availability was not verified.",,,,,,,,yes,,yes,,,,,,,,I-65,178,yes,no
Pilot Travel Center #34,Truck Stops,4154 W US Hwy 24,Remington,IN,47977,,,219-261-3786,https://locations.pilotflyingj.com/us/in/remington/4154-us-24,"Pilot travel center at I-65 Exit 201 (US-24/US-231) in Remington. Offers diesel lanes, showers, a Subway, laundry, and an on-site CAT Scale. Open 24 hours.",75,,,,yes,yes,yes,yes,yes,yes,,yes,yes,,,,,I-65,201,yes,no
CAT Scale at Pilot Remington #34,CAT Scales,4154 W US Hwy 24,Remington,IN,47977,,,219-261-3786,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at the Pilot Travel Center at I-65 Exit 201 in Remington. Weigh service is accessed through the host travel center.,,,,,,,,,,,,yes,,,,,,I-65,201,yes,no
