name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Love's Travel Stop #243,truck-stops,1118 Lowe Grout Rd,Iowa,LA,70647,337-582-4528,https://www.loves.com/,"Love's travel center at I-10 Exit 43 (Hwy 383) with diesel fueling lanes, truck parking, showers, a Hardee's, and an on-site CAT Scale.",I-10,43,yes,yes,yes,,yes,yes,yes,yes,
Pilot Travel Center #1051,truck-stops,1119 Lowe-Grout Rd,Iowa,LA,70647,337-582-5464,https://locations.pilotflyingj.com/,"Pilot travel center at I-10 Exit 43 across from Love's, with diesel lanes, truck parking, showers, an Arby's/PJ Fresh, laundry, and a CAT Scale.",I-10,43,yes,yes,yes,yes,yes,,yes,yes,
Delta Town Truck Stop,truck-stops,2470 Toomey Rd,Vinton,LA,70668,337-589-7000,,"Independent truck stop near I-10 Exit 4 in Vinton offering diesel, truck parking, a deli/restaurant, showers, and engine repair.",I-10,4,yes,yes,yes,,yes,yes,,yes,
Mission Fuel - Sulphur,truck-stops,2700 Ruth St,Sulphur,LA,70665,,,"Independent fuel and truck stop off I-10 Exit 20 in Sulphur with truck parking, showers, and driver services; the site has operated under more than one brand, so the current phone is left blank.",I-10,20,yes,,yes,,yes,,,yes,
Jennings Travel Plaza,truck-stops,1823 Elton Rd,Jennings,LA,70546,337-616-9989,,"Independent travel plaza at I-10 Exit 64 in Jennings with truck parking, a cafe, showers, laundry, a driver lounge, and scales.",I-10,64,yes,yes,yes,yes,yes,,,,
Petro Stopping Center - Egan,truck-stops,114 Jasmine Rd,Egan,LA,70531,337-783-0424,https://www.ta-petro.com/,"Full-service Petro/TA travel center at I-10 Exit 76 in Egan (between Jennings and Crowley) with diesel lanes, 120-plus truck parking spaces, showers, restaurants, laundry, a scale, and truck service.",I-10,76,yes,yes,yes,yes,yes,yes,yes,yes,
Exit 80 Travel Plaza (Citgo),truck-stops,2011 N Cherokee Dr,Crowley,LA,70526,337-783-9792,,"Independent Citgo-branded travel plaza at I-10 Exit 80 in Crowley with diesel, truck parking, a restaurant/deli, showers, laundry, a lounge, and certified scales.",I-10,80,yes,yes,yes,yes,yes,yes,,,
TA Truck Service - Egan,tire-repair,114 Jasmine Rd,Egan,LA,70531,337-783-0424,https://www.ta-petro.com/,"On-site truck service and tire-repair shop at the Petro Egan travel center at I-10 Exit 76, offering tire and roadside repair for commercial trucks.",I-10,76,,,,,yes,yes,,,
Love's Travel Stop #523,truck-stops,126 Lexington Dr,Duson,LA,,337-873-7880,https://www.loves.com/,"Love's travel center just off I-10 exit 92 in Duson, west of Lafayette, with a CAT Scale and truck service bays.",I-10,92,yes,yes,yes,,yes,yes,yes,yes,
TA Lafayette,truck-stops,1701 N University Ave,Lafayette,LA,70507,337-237-0176,https://www.ta-petro.com/,TravelCenters of America full-service travel center off I-10 in Lafayette with truck service bays and showers.,I-10,101,yes,yes,yes,,yes,yes,,,
Pilot Travel Center #274,truck-stops,2112 Rees St,Breaux Bridge,LA,70517,337-332-1253,https://locations.pilotflyingj.com/,"Pilot travel center at I-10 exit 109 in Breaux Bridge with a CAT Scale, showers and an on-site Arby's.",I-10,109,yes,yes,yes,yes,yes,,yes,yes,
Frog City Travel Plaza,truck-stops,1418 N Polk St,Rayne,LA,70578,337-334-3764,,"Independent 24-hour travel plaza at I-10 exit 87 in Rayne with fuel lanes, showers and truck parking.",I-10,87,yes,yes,yes,,yes,,,,
Silvers Travel Plaza & Casino,truck-stops,2247 Rees Street Extension,Breaux Bridge,LA,70517,337-507-3440,https://silverstravelplaza.com/,Independent truck plaza with a video-poker casino and Cajun deli near I-10 exit 109 in Breaux Bridge.,I-10,109,,yes,yes,yes,yes,,,,
Henderson Travel Plaza,parking,2996 Grand Point Hwy,Henderson,LA,,,,"Truck plaza at I-10 exit 115 at the edge of the Atchafalaya Basin offering truck parking, laundry and a trucker lounge.",I-10,115,,yes,yes,yes,yes,,,,
Tiger Truck Stop,truck-stops,76730 Garner Lane,Grosse Tete,LA,70740,225-648-2312,,Long-running family truck stop at I-10 exit 139 in Grosse Tete on the east side of the Atchafalaya Basin.,I-10,139,yes,yes,yes,,yes,,,,
Southern Tire Mart - Scott,tire-repair,307 Ambassador Caffery Pkwy,Scott,LA,70583,337-267-8580,https://stmtires.com/,Commercial truck and trailer tire dealer in Scott near the I-10 Ambassador Caffery interchange.,I-10,,,,,,,yes,,,
