name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Pilot Travel Center #599,truck-stops,601 E 5th St,Murdo,SD,57559,605-578-0057,https://locations.pilotflyingj.com/us/sd/murdo/601-e-5th-st,"Full-service Pilot travel center at I-90 Exit 192 in Murdo with diesel lanes, DEF, a CAT Scale, Subway, showers and truck parking; the main truck stop for the Murdo area.",I-90,192,yes,yes,yes,,yes,,yes,yes,
CAT Scale at Pilot Murdo,cat-scales,601 E 5th St,Murdo,SD,57559,,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at the Pilot Travel Center at I-90 Exit 192 in Murdo; open 24/7.,I-90,192,,,,,,,yes,,
Coffee Cup Fuel Stop - Vivian,truck-stops,24022 US Hwy 83,Vivian,SD,57576,605-683-4666,https://www.coffeecupfuelstops.com/vivian,"South Dakota-based Coffee Cup Fuel Stop at I-90 Exit 212 (US Hwy 83) in Vivian with separate semi diesel pumps, showers, a convenience store and Caribou Coffee.",I-90,212,yes,yes,yes,,yes,,,,
Prairie Post,truck-stops,300 E Hwy 16,Presho,SD,57568,605-895-2510,,"Independent fuel and convenience stop at I-90 Exit 225 in Presho with diesel, a deli and a small amount of truck parking.",I-90,225,,yes,yes,,yes,,,,
Al's Oasis,truck-stops,1000 E Hwy 16,Oacoma,SD,57365,,,"Landmark family-run stop at I-90 Exit 260 near the Missouri River (Oacoma/Chamberlain) with a restaurant, store, fuel and a dedicated truck & RV parking lot.",I-90,260,,yes,yes,,yes,,,,
Cenex Station - Oacoma,truck-stops,100 W Hwy 16,Oacoma,SD,57365,605-734-6929,,"Cenex fuel stop at I-90 Exit 260 in Oacoma with diesel lanes, Arby's, a store and roughly 25 truck parking spaces near the Missouri River.",I-90,260,,yes,yes,,yes,,,,
Oasis Pump & Pack,truck-stops,802 E SD Highway 16,Oacoma,SD,57365,,,24-hour self-serve fuel and convenience store at I-90 Exit 260 in Oacoma with truck parking.,I-90,260,,,yes,,yes,,,,
Coffee Cup Fuel Stop #4,truck-stops,25471 US Hwy 281,Plankinton,SD,57368,605-942-7138,https://www.coffeecupfuelstops.com/plankinton,"Coffee Cup Fuel Stop at I-90 Exit 310 and US 281 in Plankinton with about 80 truck spaces, 5 fuel lanes, 4 showers, a deli, laundry and driver lounge.",I-90,310,yes,yes,yes,yes,yes,,,yes,
Cubby's Mitchell West,truck-stops,1700 W Havens Ave,Mitchell,SD,57301,,,"Cubby's Cenex convenience store and fuel stop at I-90 Exit 330 (SD-37/Hwy 38) on the west side of Mitchell with diesel, a deli, showers, driver lounge and truck parking.",I-90,330,yes,yes,yes,,yes,,,,
I-90 Travel Center,truck-stops,1821 S Burr St,Mitchell,SD,57301,605-996-3371,,"Large 24-hour travel center at I-90 Exit 332 (Hwy 37) in Mitchell with diesel, roughly 250 truck spaces, a CAT Scale, showers, laundry, tire/lube service bays, Marlin's Roadhouse Grill and Subway.",I-90,332,yes,yes,yes,yes,yes,yes,yes,yes,
CAT Scale at I-90 Travel Center Mitchell,cat-scales,1821 S Burr St,Mitchell,SD,57301,605-996-3371,https://catscale.com/cat-scale-locator/,Certified CAT Scale at the I-90 Travel Center at I-90 Exit 332 in Mitchell.,I-90,332,,,,,,,yes,,
Mega Wash Truck & Trailer Wash,truck-washes,800 E Kay Ave,Mitchell,SD,57301,605-996-2375,https://megawashcarwash.com,"Long-established Mitchell wash with semi tractor-trailer/RV bays (about 13 ft wide, 80 ft long, 14 ft high) plus self-serve bays, near I-90 in Mitchell.",I-90,332,,,,,,,,,
Al's Diesel Repair,roadside-service,,Chamberlain,SD,57325,605-234-5562,,Diesel and heavy-truck repair shop serving the Chamberlain area along I-90 near the Missouri River crossing.,I-90,263,,,,,,yes,,,
Mitchell Towing and Recovery,roadside-service,2675 W Havens Ave,Mitchell,SD,57301,605-999-1880,https://www.mitchelltowingandrecovery.com,"24-hour towing and roadside assistance (light/medium duty, winch-outs, tire service, jump-starts, fuel delivery) serving the I-90 corridor around Mitchell.",I-90,330,,,,,,,,,
Super 8 by Wyndham Murdo,hotels-truck-parking,,Murdo,SD,57559,,https://www.wyndhamhotels.com/super-8/murdo-south-dakota/super-8-murdo/overview,"Motel just off I-90 Exit 192 in Murdo offering free parking for cars, trucks and buses.",I-90,192,,,,,,,,yes,
Range Country Lodging,hotels-truck-parking,,Murdo,SD,57559,,,Pet-friendly Murdo motel near I-90 Exit 192 with free on-site self-parking that accommodates trucks and buses.,I-90,192,,,,,,,,,
Belvidere Rest Area (Eastbound),parking,,Belvidere,SD,,,https://dot.sd.gov/travelers/travelers/rest-areaports-of-entry/,"SDDOT eastbound I-90 rest area near Belvidere (mile marker 165) with truck and passenger parking, restrooms, water and a picnic area.",I-90,,,,,,yes,,,,
Belvidere Rest Area (Westbound),parking,,Belvidere,SD,,,https://dot.sd.gov/travelers/travelers/rest-areaports-of-entry/,"SDDOT westbound I-90 rest area near Belvidere (mile marker 166) with truck and passenger parking, restrooms, water and a picnic area.",I-90,,,,,,yes,,,,
Vivian Rest Area (Eastbound),parking,,Vivian,SD,,,https://dot.sd.gov/travelers/travelers/rest-areaports-of-entry/,"SDDOT eastbound I-90 rest area near Vivian (mile marker 218) with car and truck parking, restrooms, a picnic area, water and an RV dump station.",I-90,,,,,,yes,,,,
Vivian Rest Area (Westbound),parking,,Vivian,SD,,,https://dot.sd.gov/travelers/travelers/rest-areaports-of-entry/,"SDDOT westbound I-90 rest area near Vivian (mile marker 221) with car and truck parking, restrooms, a picnic area, water and an RV dump station.",I-90,,,,,,yes,,,,
Chamberlain Lewis & Clark Welcome Center & Rest Area,parking,,Chamberlain,SD,,,https://dot.sd.gov/travelers/travelers/rest-areaports-of-entry/,"Bidirectional I-90 welcome center/rest area at mile marker 264 overlooking the Missouri River at Chamberlain, with truck and passenger parking, restrooms, Lewis & Clark interpretive exhibits and river overlooks.",I-90,,,,,,yes,,,,
White Lake Rest Area,parking,,White Lake,SD,,,https://dot.sd.gov/travelers/travelers/rest-areaports-of-entry/,SDDOT I-90 rest area near White Lake (mile marker 301) with car and truck parking and restrooms.,I-90,,,,,,yes,,,,
