name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Love's Travel Stop #595,truck-stops,Gulfport,MS,love-s-travel-stop-595-gulfport-ms,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Flying J Travel Center #676,truck-stops,Gulfport,MS,flying-j-travel-center-676-gulfport-ms,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at Flying J #676 - Gulfport,cat-scales,Gulfport,MS,cat-scale-at-flying-j-676-gulfport-gulfport-ms,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale at Love's #595 - Gulfport,cat-scales,Gulfport,MS,cat-scale-at-love-s-595-gulfport-gulfport-ms,,80,Good,needs-geocoding,,ready-to-publish,completeness 80 with address,Verified coordinates; Verified date; Approved reviews
Truckworx Kenworth - Gulfport,roadside-service,Gulfport,MS,truckworx-kenworth-gulfport-gulfport-ms,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Moss Towing & Road Service,roadside-service,Bay St. Louis,MS,moss-towing-road-service-bay-st-louis-ms,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Pilot Travel Center #586,truck-stops,Moss Point,MS,pilot-travel-center-586-moss-point-ms,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Chevron - Moss Point (I-10 Exit 69),truck-stops,Moss Point,MS,chevron-moss-point-i-10-exit-69-moss-point-ms,,60,Needs work,needs-geocoding,,import-unpublished,completeness 60 — enrich before publishing,ZIP; Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Circle K (formerly Kangaroo) - Ocean Springs,truck-stops,Ocean Springs,MS,circle-k-formerly-kangaroo-ocean-springs-ocean-springs-ms,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Best Truck Parking - Gautier,parking,Gautier,MS,best-truck-parking-gautier-gautier-ms,,61,Needs work,needs-geocoding,,import-unpublished,completeness 61 — enrich before publishing,Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
DB Roadside & Tire Service LLC,roadside-service,D'Iberville,MS,db-roadside-tire-service-llc-d-iberville-ms,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
"Pascagoula Tire & Service, Inc.",tire-repair,Pascagoula,MS,pascagoula-tire-service-inc-pascagoula-ms,,62,Needs work,needs-geocoding,,import-unpublished,completeness 62 — enrich before publishing,Exit number; Verified coordinates; Phone; Verified date; Approved reviews
