name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Pilot Travel Center #90,truck-stops,7300 Okeechobee Rd,Fort Pierce,FL,34945,772-460-0611,https://locations.pilotflyingj.com/us/fl/fort-pierce/7300-okeechobee-rd,"24-hour Pilot travel center at I-95 Exit 129 (Okeechobee Rd/SR-70) with diesel, showers, fast food, a trucker store and a CAT scale.",I-95,129,yes,yes,yes,,yes,,yes,yes,
Love's Travel Stop #415,truck-stops,7150 Okeechobee Rd,Fort Pierce,FL,34945,772-460-5777,https://www.loves.com/locations/415,"24-hour Love's at I-95 Exit 129 (Okeechobee Rd) with diesel, about 100 truck parking spaces, showers, laundry, Arby's, a CAT scale and an on-site truck wash.",I-95,129,yes,yes,yes,yes,yes,,yes,yes,
Love's Travel Stop #467,truck-stops,200 S Kings Hwy,Fort Pierce,FL,34945,772-489-0363,https://www.loves.com/locations/467,"24-hour Love's at I-95 Exit 131 (Kings Hwy) with diesel, about 130 truck parking spaces, 6 showers, tire repair, a CAT scale and Wi-Fi.",I-95,131B,yes,yes,yes,,yes,yes,yes,yes,
Flying J Travel Center #622,truck-stops,100 N Kings Hwy,Fort Pierce,FL,34945,772-461-0091,https://locations.pilotflyingj.com/us/fl/fort-pierce/100-n-kings-hwy,"24-hour Flying J at I-95 Exit 131 (Kings Hwy) with diesel/DEF lanes, truck parking, showers, laundry, a game room and a CAT scale.",I-95,131,yes,yes,yes,yes,yes,,yes,yes,
CAT Scale at Pilot Fort Pierce,cat-scales,7300 Okeechobee Rd,Fort Pierce,FL,34945,,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at Pilot Travel Center #90 at I-95 Exit 129 in Fort Pierce.,I-95,129,,,,,,,yes,,
CAT Scale at Love's Fort Pierce (Exit 129),cat-scales,7150 Okeechobee Rd,Fort Pierce,FL,34945,,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at Love's Travel Stop #415 at I-95 Exit 129 in Fort Pierce.,I-95,129,,,,,,,yes,,
CAT Scale at Love's Fort Pierce (Exit 131),cat-scales,200 S Kings Hwy,Fort Pierce,FL,34945,,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at Love's Travel Stop #467 at I-95 Exit 131 in Fort Pierce.,I-95,131B,,,,,,,yes,,
CAT Scale at Flying J Fort Pierce,cat-scales,100 N Kings Hwy,Fort Pierce,FL,34945,,https://catscale.com/cat-scale-locator/,Certified CAT Scale co-located at Flying J Travel Center #622 at I-95 Exit 131 in Fort Pierce.,I-95,131,,,,,,,yes,,
Love's Truck Wash - Fort Pierce,truck-washes,7150 Okeechobee Rd,Fort Pierce,FL,34945,772-460-5777,https://www.loves.com/locations/415,On-site truck wash at Love's Travel Stop #415 at I-95 Exit 129 (Okeechobee Rd) in Fort Pierce.,I-95,129,,,,,,,,,
Martin County Weigh Station (I-95 Southbound),weigh-stations,,Palm City,FL,,,https://www.fdot.gov/mcsaw/weighstationlisting.shtm,FDOT/FHP truck weigh and inspection station on southbound I-95 in Martin County near Becker Rd (Exit 114); Florida's first highway-speed weigh-in-motion site.,I-95,114,,,,,,,,,
St. Lucie County Rest Area (I-95 MM 133),parking,,Fort Pierce,FL,34945,,https://www.fdot.gov/maintenance/rest-area-app/restareainfo.shtm,"FDOT rest area on I-95 at mile marker 133 near Fort Pierce (both directions), open 24 hours with separate car and truck parking and nighttime security.",I-95,,,,,,yes,,,,yes
Martin County Rest Area (I-95 MM 106),parking,,Stuart,FL,,,https://www.fdot.gov/maintenance/rest-area-app/restareainfo.shtm,"FDOT rest area on I-95 in Martin County (northbound MM 106, southbound MM 107) about 3 mi south of Exit 110 (SR-714), allowing both car and truck parking, open 24 hours.",I-95,,,,,,yes,,,,
Days Inn & Suites by Wyndham Fort Pierce I-95,hotels-truck-parking,6485 Metal Dr,Fort Pierce,FL,34945,,https://www.wyndhamhotels.com/days-inn/ft-pierce-florida/days-inn-fort-pierce-i-95/overview,"Hotel just off I-95 Exit 129 (and the Florida Turnpike) that advertises 18-wheeler/truck parking, with free Wi-Fi and breakfast.",I-95,129,,,,,,,,yes,
Pat's Tire,tire-repair,1915 Church St,West Palm Beach,FL,33409,561-686-3980,https://patstires.com,Commercial and heavy-duty semi truck tire dealer near I-95 (Palm Beach Lakes Blvd area) serving fleets across Palm Beach County from Fort Lauderdale to Port St. Lucie.,I-95,,,,,,,yes,,,
Martino Commercial Tire,tire-repair,751 S Congress Ave,West Palm Beach,FL,,561-683-0535,https://www.martinotire.com,Commercial truck and OTR tire dealer in West Palm Beach offering fleet service and 24-hour roadside tire/breakdown assistance along the I-95 corridor.,I-95,,,,,,,yes,,,
Albert's Road Service,roadside-service,,West Palm Beach,FL,,561-475-8052,https://albertsroadservice.com,"24/7 mobile truck and trailer repair plus commercial tire service responding to I-95 breakdowns across Palm Beach, Broward and St. Lucie counties (Boca Raton to Jupiter to Fort Pierce).",I-95,,,,,,,yes,,,
All Hooked Up Towing & Recovery,roadside-service,134 Toney Penna Dr,Jupiter,FL,33458,561-972-0383,https://allhookeduptowing.com,"24-hour heavy-duty towing and recovery (two 75-ton rotators, airbag recovery) serving I-95 through Jupiter, Stuart, Port St. Lucie and Fort Pierce.",I-95,87A,,,,,,yes,,,
C&P Towing and Transport,roadside-service,,Pompano Beach,FL,,954-773-4426,https://cpautogroup.com,"24-hour heavy and commercial truck towing serving I-95 through Pompano Beach and Broward County (semi, RV, bus and diesel truck towing).",I-95,,,,,,,yes,,,
American Towing Service - Miami,roadside-service,,Miami,FL,,305-558-8080,https://www.americantowingflorida.com,"24/7 heavy-duty towing, recovery and roadside assistance based in Miami, serving I-95 through Miami-Dade, Broward and Palm Beach counties.",I-95,,,,,,,yes,,,
