Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Super 8 by Wyndham Ellenton Bradenton Area,Hotels with Truck Parking,5218 17th St E,Ellenton,FL,34222,,,941-315-6514,https://www.wyndhamhotels.com/super-8/ellenton-florida/super-8-ellenton-bradenton-area/overview,"Super 8 by Wyndham at I-75 Exit 224 in Ellenton, advertising free parking that accommodates cars, buses, trucks and RVs. Truck stop directory lists approximately 5 truck spaces.",5,yes,,,yes,,,,,,,,,,,,,I-75,224,yes,no
RecNation Storage - Ruskin (Truck Parking),Truck Parking,1415 3rd St NE,Ruskin,FL,33570,,,,https://www.recnationstorage.com/truck-parking/fl/ruskin/,RecNation Storage facility in Ruskin offering outdoor commercial truck and trailer parking about 2 miles from US-41 and roughly 5 minutes from I-75 Exit 240. Perimeter-fenced lot with mobile-app gate access and wide drive aisles for tractor-trailers; monthly parking.,,,yes,yes,,,,,,,,,,yes,,,,I-75,240,yes,no
Flying J Travel Plaza #624 (Dade City / San Antonio),Truck Stops,29933 State Road 52,San Antonio,FL,33576,,,(352) 588-5444,https://locations.pilotflyingj.com/us/fl/san-antonio/29933-state-rd-52,"24-hour Flying J travel plaza at I-75 Exit 285 (SR 52) serving the Dade City area. Approximately 180 truck parking spaces, 12 diesel lanes, 15 showers, CAT Scale, Denny's restaurant plus Cinnabon and PJ Fresh, laundry, RV dump, propane, ATM and Western Union.",180,,,,yes,yes,yes,yes,yes,yes,,yes,,,,,,I-75,285,yes,no
Love's Travel Stop #708 (Bushnell),Truck Stops,2615 W C-48,Bushnell,FL,33513,,,(352) 793-1019,https://www.truckstopsandservices.com/location_details.php?id=47393,"24-hour Love's Travel Stop at I-75 Exit 314 (CR-48). 99 truck parking spaces, 9 diesel lanes, showers, Arby's, laundry, game room, dog park with waste station, and an on-site Love's Truck Tire Care center.",99,,,,yes,yes,yes,yes,yes,yes,yes,,,,,,,I-75,314,yes,no
"Pilot Travel Center #95 (Wildwood, 493 SR 44)",Truck Stops,493 E State Road 44,Wildwood,FL,34785,,,(352) 748-4486,https://locations.pilotflyingj.com/us/fl/wildwood/493-east-state-route-44,"24-hour Pilot Travel Center at I-75 Exit 329 (SR 44), at the Florida Turnpike junction. Truck parking, diesel lanes, reservable showers, CAT Scale, deli/fast food, game room, ATM and premium Wi-Fi.",,,,,yes,yes,yes,yes,,yes,,yes,yes,,,,,I-75,329,yes,no
"Pilot Travel Center #4556 (Wildwood, 744 SR 44)",Truck Stops,744 E State Road 44,Wildwood,FL,34785,,,(352) 748-4354,https://locations.pilotflyingj.com/us/fl/wildwood/744-e-state-road-44,"24-hour Pilot Travel Center at I-75 Exit 329 (SR 44). Overnight truck parking, high-speed diesel/DEF lanes, reservable showers, laundry, CAT Scale, deli and hot food (pizza/wings), game room, ATM and Wi-Fi.",,,,,yes,yes,yes,yes,yes,yes,,yes,yes,,,,,I-75,329,yes,no
TA Wildwood (TravelCenters of America),Truck Stops,556 E State Road 44,Wildwood,FL,34785,,,(352) 748-2501,https://www.ta-petro.com/location/fl/ta-wildwood/,"24-hour TA travel center at I-75 Exit 329 and Florida Turnpike Exit 304. 170 truck parking spaces (40 reserved), 10 fuel lanes (BP diesel), 10 showers, 5 truck-service bays, CAT Scale, laundry, Subway/Popeyes/Pizza Hut Express, drivers lounge and fenced dog area.",170,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,I-75,329,yes,no
"Pilot Travel Center #293 (Ocala, SR 484)",Truck Stops,2020 SW Highway 484,Ocala,FL,34473,,,(352) 347-8555,https://locations.pilotflyingj.com/us/fl/ocala/2020-sw-hwy-484,"24-hour Pilot Travel Center at I-75 Exit 341 (SR 484), Ocala/Belleview. 60 truck parking spaces, 7 diesel lanes, 7 showers, CAT Scale, Dairy Queen and Wendy's, ATM and premium Wi-Fi.",60,,,,yes,yes,yes,yes,,yes,,yes,yes,,,,,I-75,341,yes,no
"Pilot Travel Center #424 (Ocala, 4032 Hwy 326)",Truck Stops,4032 W Highway 326,Ocala,FL,34482,,,(352) 867-8300,https://locations.pilotflyingj.com/us/fl/ocala/4032-w-hwy-326,"24-hour Pilot Travel Center at I-75 Exit 358 (SR 326), Ocala. 9 fuel lanes, 125 public truck parking spaces plus 16 reservable prime spaces, 5 showers, CAT Scale and Arby's.",125,,,yes,yes,yes,yes,yes,,yes,,yes,yes,,,,,I-75,358,yes,no
Pilot Travel Center #92 (Ocala),Truck Stops,4255 NW Highway 326,Ocala,FL,34482,,,(352) 402-9081,https://locations.pilotflyingj.com/us/fl/ocala/4255-nw-highway-326,"24-hour Pilot travel center at I-75 Exit 358 (SR 326) with roughly 130 truck parking spaces (some reserved/paid), 10 fueling lanes, 7 showers, a certified CAT scale, bulk DEF, ATM and a Wendy's/Cinnabon. Open 24 hours.",130,,yes,yes,yes,yes,yes,yes,,yes,,yes,yes,,,,,I-75,358,yes,no
