name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Pilot Travel Center #53,truck-stops,,Needles,CA,,,https://locations.pilotflyingj.com/,"Full-service Pilot travel center at the Needles I-40 exit with 24-hour diesel, a CAT Scale, and fast food, serving trucks near the Arizona line.",I-40,143,yes,yes,yes,,yes,,yes,yes,
East Side Chevron,truck-stops,810 E Broadway St,Needles,CA,92363,760-326-3795,,Chevron fuel and convenience stop off the East Broadway exit in Needles that serves diesel and is used by trucks entering or leaving California.,I-40,144,,yes,yes,,yes,,,,
Hi Sahara Oasis,truck-stops,31251 Goffs Rd,Fenner,CA,92332,760-694-0181,,"Independent desert truck stop and gas station at the Fenner exit (Essex ZIP) with diesel, large truck parking, restaurants, and road service in an otherwise empty stretch.",I-40,107,,yes,yes,,yes,yes,,,
Ludlow Chevron,truck-stops,25635 Crucero Rd,Ludlow,CA,,760-733-4338,,"Remodeled Chevron station and convenience store at the Ludlow exit carrying diesel with room for trucks and RVs, a key fuel stop in the open desert.",I-40,50,,yes,yes,,yes,,,,
CDFA Needles Border Protection / Agricultural Inspection Station,weigh-stations,142150 Westbound I-40,Needles,CA,92363,760-326-4150,https://www.cdfa.ca.gov/plant/PE/ExteriorExclusion/links/needles.html,"California state agricultural inspection station on westbound I-40 a few miles east of Needles where all incoming vehicles, including trucks, are stopped for pest inspection.",I-40,,,,,,,,,,
Newberry High Desert Truck Stop (Mobil / Circle K),truck-stops,48157 Memorial Drive,Newberry Springs,CA,92365,760-257-3098,,"Independent 24-hour truck stop at I-40 Exit 23 in Newberry Springs with diesel, showers, a convenience store and a truck service bay.",I-40,23,yes,yes,yes,,yes,yes,,yes,
Kelly's Market & Truck Stop (Shell),truck-stops,44230 National Trails Highway,Newberry Springs,CA,92365,760-257-3334,,"24-hour independent truck stop in the SE quadrant of I-40 Exit 18 (National Trails Hwy/Route 66) with diesel, a market, deli and a Subway.",I-40,18,,yes,yes,,yes,,,,
Desert Oasis Rest Area (I-40),parking,,Newberry Springs,CA,92365,,,Caltrans rest area near I-40 mile marker 28 east of Newberry Springs with separate eastbound and westbound sides offering lighted overnight truck parking and restrooms.,I-40,,,,,,yes,,,,
CHP Weigh Station / Commercial Vehicle Enforcement Facility (I-40),weigh-stations,,Barstow,CA,,,,California Highway Patrol commercial-vehicle weigh/inspection facility on I-40 in the Nebo/Daggett area east of the I-40/I-15 junction.,I-40,4,,,,,,,,,
Barstow Fuel (76 / Phillips 66),truck-stops,1600 E Main Street,Barstow,CA,92311,760-255-1107,,"24-hour independent fuel station on E Main Street near the I-40/I-15 junction (about a half mile from I-40 Exit 1) offering diesel, a convenience store and auto/repair service.",I-40,1,,yes,yes,,yes,yes,,,
