Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Speedway #9651 (ONE9 Fuel Network),Truck Stops,5360 Athens Boonesboro Rd,Lexington,KY,40509,,,(859) 263-5279,https://www.speedway.com/locations/KY/Lexington/5360-Athens-Boonesboro-Road,"Speedway travel center #9651 at I-75 Exit 104 (KY-418, Athens-Boonesboro Rd), open 24 hours with commercial diesel lanes (official site: 3 diesel lanes), showers, Wi-Fi, and a certified truck scale. Directories list 125 truck parking spaces; part of Pilot's One9 Fuel Network of Speedway commercial fueling lanes.",125,yes,,,yes,yes,yes,yes,,yes,,,yes,,,,,I-75,104,yes,no
Exit 38 Truck Plaza (Shell),Truck Stops,1024 Highway 192 (192 Bypass),London,KY,40741,,,(606) 864-2163,,"Independent Shell-branded truck plaza at I-75 Exit 38 (KY-192) in London with about 50 truck parking spaces, showers, laundry, restaurant, trailer drop, travel store, and scales per directory listings.",50,,,,yes,yes,yes,yes,yes,yes,,,,,,,,I-75,38,yes,no
"London Travel Plaza (AMBEST, formerly London Auto/Truck Center BP)",Truck Stops,15 Dogpatch Trading Center,London,KY,40741,,,(606) 864-6426,,"Family-owned AMBEST travel plaza at I-75 Exit 41 (KY-80) in London with 9 fueling positions, over 100 free truck parking spots, CAT scale, showers, and a Southern home-cooking restaurant. Formerly known as London Auto/Truck Center (BP).",100,yes,yes,,yes,yes,yes,yes,,yes,,yes,yes,,,,,I-75,41,yes,no
Derby City South Truck Plaza,Truck Stops,1990 Richmond St (US-25),Mount Vernon,KY,40456,,,(606) 256-3374,,"Large independent 24-hour truck plaza at I-75 Exit 62 (Renfro Valley/Mount Vernon) with directory-reported 200 parking spots, 8 fuel lanes, 24-hour restaurant, showers, 3 truck service bays with tire repair and towing, motel, and WiFi.",200,yes,yes,,yes,yes,yes,yes,,yes,yes,,yes,,,,,I-75,62,yes,no
Mount Vernon Fuel Center,Truck Stops,2480 S Wilderness Rd (US-25),Mount Vernon,KY,40456,,,(606) 256-0948,,"Independent 24-hour fuel center at I-75 Exit 59 near Mount Vernon/Livingston with truck parking in a lighted paved lot, 24-hour diesel and restaurant/deli, showers, trucker lounge, travel store, and trailer drop service.",15,,yes,,yes,yes,yes,yes,yes,yes,yes,,,,,,,I-75,59,yes,no
Clays Ferry Travel Center,Truck Stops,120 Carr Ln,Richmond,KY,40475,,,(859) 623-7676,,"Legacy independent truck stop at I-75 Exit 97 (US-25/US-421 S) in Richmond; historically offered truck parking, restaurant, showers, laundry, repair, and scales.",,,,,,,,,,,,,,,,,,I-75,97,no,no
Dishman's Shell Food Mart,Truck Stops,3198 Lexington Rd,Richmond,KY,40475,,,(859) 624-5484,https://find.shell.com/us/fuel/10011510-3198-lexington-rd/en_US,"Independent Shell-branded fuel stop and food mart at I-75 Exit 95 in Richmond, open 24 hours with 2 diesel lanes, deli, and 2 showers. Directories list 10 truck parking spaces with a $10 fee and overnight parking available.",10,,yes,,yes,yes,yes,yes,,yes,,,,,,,,I-75,95,yes,no
Love's Travel Stop #291,Truck Stops,3799 Colonel Rd,Richmond,KY,40475,,,(859) 624-0882,https://www.loves.com/locations/ky/richmond/loves-travel-stop-richmond-291,"Love's Travel Stop #291 at I-75 Exit 95 in Richmond with 63 truck parking spaces, 7 private showers, CAT scale, 24-hour Arby's, and 24-hour Love's Truck Care. Fuel includes diesel, DEF, and propane.",63,yes,,,yes,yes,yes,yes,,yes,yes,yes,yes,,,,,I-75,95,yes,no
Love's Travel Stop #618,Truck Stops,313 Porter Rd,Sadieville,KY,40370,,,(502) 857-4878,https://www.loves.com/locations/ky/sadieville/loves-travel-stop-sadieville-618,"24-hour Love's Travel Stop at I-75 Exit 136 (KY-32, Sadieville) with 80 truck parking spots, 7 showers, CAT scale, on-site restaurant (Hardee's per directories), and a 2-bay Speedco/Love's Truck Care shop.",80,,,,,yes,yes,yes,,yes,yes,yes,yes,,,,,I-75,136,yes,no
Flying J Travel Center #664,Truck Stops,13019 Walton Verona Rd,Walton,KY,41094,,,(859) 485-4400,https://locations.pilotflyingj.com/us/ky/walton/13019-walton-verona-rd,"Flying J Travel Center #664 at I-75 Exit 171 in Walton, open 24 hours with 215 truck parking spots, 12 diesel lanes, 14 showers, a Denny's restaurant, laundry, CAT scale, propane and RV dump. Located next door to the Blue Beacon truck wash.",215,yes,yes,yes,,yes,yes,yes,yes,,,yes,,,,,,I-75,171,yes,no
