name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Common Cents Travel Plaza,truck-stops,3601 N Main St,Sheridan,WY,82801,307-675-2095,,"Sinclair-branded 24-hour travel plaza at I-90 Exit 20 on the north side of Sheridan with diesel, a deli/restaurant, showers, laundry, a trucker lounge and truck parking.",I-90,20,yes,yes,yes,yes,yes,,,yes,
Love's Travel Stop #965,truck-stops,190 US Hwy 16 E,Buffalo,WY,82834,,https://www.loves.com/locations/wy/buffalo/loves-travel-stop-buffalo-965,"Love's first northern-Wyoming travel stop, opened December 2024 at I-90 Exit 58 (US-16 E) near the I-25 junction, with about 64 truck spaces, 6 diesel lanes, 4 showers, laundry, Arby's, RV dump and a CAT Scale.",I-90,58,yes,yes,yes,yes,yes,,yes,yes,
CAT Scale #3528 at Love's #965,cat-scales,190 US Hwy 16 E,Buffalo,WY,82834,,https://catscale.com/cat-scale-locator/,Certified CAT Scale (#3528) co-located at the Love's Travel Stop at I-90 Exit 58 in Buffalo; open 24 hours.,I-90,58,,,,,,,yes,,
Cenex Zip Trip #60 - Buffalo,truck-stops,501 E Hart St,Buffalo,WY,82834,307-684-9513,,"24-hour Cenex truck stop at the Buffalo I-90/I-25 junction (via I-25 Exit 299, Hart St) with about 20 truck spaces, 5 diesel lanes, 2 showers, laundry, bulk DEF and RV dump.",I-90,,yes,,yes,yes,yes,,,,
Sheridan I-90 Port of Entry / Weigh Station,weigh-stations,,Sheridan,WY,,307-674-2350,https://whp.wyo.gov/commercial-carrier/ports-of-entry,"WYDOT/Wyoming Highway Patrol port of entry and weigh station on I-90 near mile 16 (both directions) between Ranchester and Sheridan; PrePass accepted, with oversized out-of-service parking.",I-90,16,,,,,,,,,
Sheridan I-90 Rest Area & Information Center,parking,,Sheridan,WY,,,https://www.dot.state.wy.us/restareas,"WYDOT rest area and information center on I-90 near mile marker 23 at Sheridan, both directions, with restrooms, a covered picnic area, RV dump and separate truck and passenger parking.",I-90,23,,,,,yes,,,,
Bighorn Diesel & Equipment,roadside-service,1201 Bowie Rd #6,Sheridan,WY,82801,307-655-5393,https://bde307.com,Heavy-duty truck and equipment repair shop in Sheridan (CAT and Cummins) offering diesel repair and mobile/roadside service for trucks and fleets near I-90.,I-90,20,,,,,,yes,,,
Gills Point S Tire & Auto Service - Sheridan,tire-repair,2107 N Main St,Sheridan,WY,82801,307-672-5856,https://gillspointstire.com,"Full-service tire dealer on N Main St near I-90 Exit 20 (formerly Peerless Tires), selling and servicing car, truck, commercial and agricultural tires.",I-90,20,,,,,,yes,,,
Super 8 by Wyndham Sheridan,hotels-truck-parking,2435 N Main St,Sheridan,WY,82801,,https://www.wyndhamhotels.com/super-8/sheridan-wyoming/super-8-sheridan/overview,"Motel just off I-90 Exit 20 on N Main St with a large lot that accommodates car, truck and RV parking.",I-90,20,,,,,,,,yes,
Days Inn by Wyndham Sheridan,hotels-truck-parking,1104 E Brundage Ln,Sheridan,WY,82801,,https://www.wyndhamhotels.com/days-inn/sheridan-wyoming/days-inn-sheridan/overview,Hotel near I-90 Exit 25 on E Brundage Lane advertising free large-vehicle (truck and RV) parking.,I-90,25,,,,,,,,yes,
