Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Max Fuel Xpress #9,Truck Stops,5820 Hopkinsville Rd,Cadiz,KY,42211,,,270-522-1622,https://maxfuel.net/,24-hour fuel and convenience store at I-24 Exit 65 (US-68/KY-80) serving the Land Between the Lakes corridor. Listed as a small stop; no dedicated truck parking per fuel-finder directory.,,,,,,,,yes,,,,,,,,,,I-24,65,yes,no
Hometown Auto & Truck Repair and Towing,Roadside Service,284 Main St,Cadiz,KY,42211,,,270-206-9237,https://hometownautorepaircadiz.com/,"Full-service auto and truck repair shop offering 24-hour road service, towing/flatbed, and new/used tire repair for semis, diesel, and RVs in Cadiz (Trigg County), off I-24 Exit 65.",,,,,,,,,,,yes,,,,,,,I-24,65,yes,no
Blue Springs Chevron,Truck Stops,,Cadiz,KY,,,,,,,,,,,,,,,,,,,,,,,,I-24,,no,no
Knights Inn Cadiz,Hotels with Truck Parking,,Cadiz,KY,,,,,,,,,,,,,,,,,,,,,,,,I-24,,no,no
Love's Travel Stop #348,Truck Stops,2966 US Highway 62,Calvert City,KY,42029,,,270-395-0546,https://www.loves.com/locations/ky/calvert-city/loves-travel-stop-calvert-city-348,"24-hour Love's Travel Stop at I-24 Exit 27 with Arby's, 8 fuel lanes, ~80 truck parking spaces, showers, laundry and on-site Love's Truck Care.",80,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,I-24,27,yes,no
CAT Scale at Love's Travel Stop #348,CAT Scales,2966 US Highway 62,Calvert City,KY,42029,,,270-395-0546,https://www.loves.com/locations/ky/calvert-city/loves-travel-stop-calvert-city-348,"Certified CAT Scale co-located at Love's Travel Stop #348, I-24 Exit 27.",,,,,,,,,,,,yes,,,,,,I-24,27,yes,no
Love's Truck Care #348,Tire Repair,2966 US Highway 62,Calvert City,KY,42029,,,270-395-0546,https://www.loves.com/locations/348,"On-site Love's Truck Care center with 2 service bays offering tire sales/repair, light mechanical, oil changes and 24-hour emergency roadside assistance at I-24 Exit 27.",,,,,,,,,,,yes,,,,,,,I-24,27,yes,no
Calvert City Truck Repair,Tire Repair,71 Truck Plaza Lane,Calvert City,KY,42029,,,270-395-8473,https://www.facebook.com/cctruck/,"Independent semi-truck and auto repair and tire shop at I-24 Exit 27; tire sales, recap/retread and repair, and 24-hour road calls.",,,,,,,,,,,yes,,,,,,,I-24,27,yes,no
Huck's Travel Center (Pilot Travel Center #890),Truck Stops,2299 US Highway 62,Kuttawa,KY,42055,,,270-388-8111,https://locations.pilotflyingj.com/us/ky/kuttawa/2299-us-62,"24-hour Huck's Travel Center / Pilot dealer at I-24 Exit 40 with ~100 truck parking spaces (15 reserved), showers, laundry, fast food, game room and CAT Scale.",100,yes,yes,yes,yes,yes,yes,yes,yes,yes,,yes,,,,,,I-24,40,yes,no
CAT Scale at Huck's Travel Center (Pilot #890),CAT Scales,2299 US Highway 62,Kuttawa,KY,42055,,,270-388-8111,https://locations.pilotflyingj.com/us/ky/kuttawa/2299-us-62,"Certified CAT Scale co-located at Huck's Travel Center / Pilot #890, I-24 Exit 40.",,,,,,,,,,,,yes,,,,,,I-24,40,yes,no
