Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Coty's Hi-Pressure Wash & General Truck Repair (Saginaw),Truck Washes,3460 E Washington Rd,Saginaw,MI,48601,,,989-753-4475,,"High-pressure truck and trailer wash with general truck repair, on E Washington Rd near I-75 Exit 151, Saginaw.",,,,,,,,,,,yes,,,,,,,I-75,151,yes,no
JAM Best-One Tire & Fleet Service (Saginaw),Tire Repair,800 S Outer Drive,Saginaw,MI,,,,989-577-5426,https://www.bestonetire.com/store/jam,"Commercial truck tire service and fleet repair shop in Saginaw offering 24/7 roadside truck/trailer/tire repair, air brakes, DOT inspections, and PM service.",,,,,,,,,,,yes,,,,,,,I-75,,yes,no
I-75 Bay City Rest Area (Southbound),Truck Parking,,Bay City,MI,,,,,,"MDOT rest area on southbound I-75 at mile marker 158 in Bay County. 33 truck parking spaces and 67 car spaces, with modern restrooms.",33,yes,,,,,,,,yes,,,,,,,,I-75,,yes,no
Charlie's Country Corner (Fick & Sons),Truck Stops,5800 Nelson A Miles Pkwy,Grayling,MI,49738,,,(989) 348-2700,https://fickandsons.com/charlies-country-corner/,"Full-service Marathon travel center at I-75 Exit 251 (Four Mile Rd) with roughly 80-truck parking lot, CAT scale, Arby's/deli hot food, convenience store, driver showers and laundry, and a full-service diesel repair facility. Open 24 hours.",80,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,I-75,251,yes,no
"CAT Scale — Charlie's Country Corner (Fick & Sons), Grayling",CAT Scales,5800 Nelson A Miles Pkwy,Grayling,MI,49738,,,(989) 348-2700,https://fickandsons.com/charlies-country-corner/,"CAT Scale at Charlie's Country Corner (Fick & Sons), I-75 Exit 251 (4 Mile Rd) in Grayling. Independent travel center with Arby's, ~80-truck lot, showers/laundry, and Fick & Sons Diesel Garage.",80,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,I-75,251,yes,no
S & K Bronco BP (Gaylord),Truck Stops,1482 W M-32,Gaylord,MI,49735,,,(989) 732-5009,,"BP-branded fuel and convenience stop at I-75 Exit 282 (M-32) with truck parking, scales, ATM, deli and Wi-Fi. Open 24 hours. Previously branded Citgo/Marathon; operated as S & K Bronco BP.",,,,,,,yes,yes,,yes,,,yes,,,,,I-75,282,yes,no
St. Ignace Truck Stop (BP),Truck Stops,917 US-2 W,St. Ignace,MI,49781,,,(906) 643-8333,,"BP truck stop just west of I-75 Exit 344 on US-2, with about 20 truck parking spaces, 6 fuel lanes, diesel, and 4 driver showers. Reported hours 5 a.m.–12 a.m.",20,,,,,yes,yes,yes,,yes,,,,,,,,I-75,344,yes,no
Holiday Stationstore — Sault Ste. Marie (W Portage Ave),Truck Stops,942 W Portage Ave,Sault Ste. Marie,MI,49783,,,(906) 635-0415,,"Holiday fuel and convenience stop near I-75 Exit 394 with diesel, about 5 truck parking spaces, ATM and restrooms. Open 24 hours.",5,,,,,,,yes,,yes,,,,,,,,I-75,394,yes,no
Admiral — Sault Ste. Marie (I-75 Business Spur),Truck Stops,4135 I-75 Business Spur,Sault Ste. Marie,MI,49783,,,(906) 253-9139,,"Admiral Petroleum fuel stop on the I-75 Business Spur in Sault Ste. Marie with 24-hour diesel, roughly 8 parking spaces, bulk DEF, metered propane, ATM, Wi-Fi and an on-site Wendy's. Open 24 hours.",8,,,,,,yes,yes,,,,,yes,,,,,I-75,,yes,no
Super 8 by Wyndham Grayling (Fick & Sons),Hotels with Truck Parking,5828 Nelson A Miles Pkwy,Grayling,MI,49738,,,(989) 348-8888,https://fickandsons.com/super-8/,"Super 8 hotel operated by Fick & Sons as part of the Charlie's Country Corner travel-center complex at I-75 Exit 251, with an adjacent ~80-space truck lot and trucker shower/laundry facilities.",,yes,,,yes,yes,yes,yes,yes,yes,,,,,,,,I-75,251,yes,no
Michigan Weigh Station - I-75 Northbound (Mackinac Bridge / St. Ignace),Weigh Stations,,St. Ignace,MI,,,,,,"State of Michigan truck weigh/inspection station on I-75 northbound near the north end of the Mackinac Bridge at approximately mile marker 343, just south of St. Ignace.",,,,,,,,,,,,,,,,,,I-75,,no,no
Michigan Welcome Center - St. Ignace (I-75),Truck Parking,I-75 N Mackinac Bridge Plaza,St. Ignace,MI,49781,,,,https://www.michigan.org/property/st-ignace-welcome-center,MDOT welcome center on I-75 at the north end of the Mackinac Bridge (about mile marker 344) with paved car/truck/RV parking and 24-hour restrooms; staffed 8 a.m.–4:30 p.m. EST.,,,,,,,,,,yes,,,,,,,,I-75,,yes,no
Michigan Welcome Center - Mackinaw City (I-75),Truck Parking,,Mackinaw City,MI,,,,,https://www.michigan.org/property/mackinaw-city-welcome-center,"MDOT welcome center on I-75 northbound near mile marker 338 at Mackinaw City, with paved parking and restrooms.",,,,,,,,,,yes,,,,,,,,I-75,,yes,no
Michigan Welcome Center - Sault Ste. Marie (I-75),Truck Parking,,Sault Ste. Marie,MI,49783,,,,https://www.michigan.org/property/sault-ste-marie-welcome-center,MDOT welcome center on I-75 near the International Bridge at Sault Ste. Marie (about mile marker 394) with paved parking and 24-hour restrooms; staffed 8 a.m.–4:30 p.m. EST.,,,,,,,,,,yes,,,,,,,,I-75,,yes,no
Mackinaw City Citgo,Truck Stops,14992 N Mackinaw Hwy,Mackinaw City,MI,,,,,,"Citgo fuel stop near Mackinaw City reported with about 5 truck parking spaces, 1 diesel lane, RV dump and propane.",,,,,,,,,,,,,,,,,,I-75,,no,no
Phil's Towing & Automotive (Grayling),Roadside Service,6405 W M-72,Grayling,MI,49738,,,(989) 348-8787,https://philstowingandautomotive.com/24hr-roadside-assistance.php,"24-hour roadside assistance and towing serving Grayling / Houghton Lake / northern Michigan including I-75 (jump starts, tire changes, lockouts, fuel delivery).",,,,,,,,,,,,,,,,,,I-75,,no,no
"St. Ignace Rest Area (I-75 SB, MM 348)",Truck Parking,,St. Ignace,MI,,,,,https://www.michiganrestareas.com/,MDOT rest area on I-75 southbound near mile marker 348 north of St. Ignace with restrooms and paved parking.,,,,,,,,,,,,,,,,,,I-75,,no,no
"Sault Ste. Marie Rest Area (I-75 NB, MM 389)",Truck Parking,,Sault Ste. Marie,MI,,,,,https://www.michiganrestareas.com/,MDOT rest area on I-75 northbound near mile marker 389 south of Sault Ste. Marie with restrooms and paved parking.,,,,,,,,,,,,,,,,,,I-75,,no,no
