Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Dolly's Tennessean Travel Stop,Truck Stops,3686 Pulaski Highway,Cornersville,TN,37047,,,931-293-4171,https://dollystravelstops.com/,"Full-service 24-hour travel center at I-65 Exit 22 (US-31A, Cornersville). Established 1974 as The Tennessean Truck Stop; rebuilt after a fire and reopened/rebranded in June 2026 as Dolly's Tennessean Travel Stop. Amenities include 24-hour diesel, restaurant/deli, convenience store, showers, laundry, CAT Scale, tire repair, truck repairs, RV parking and Wi-Fi. Directories list roughly 100 truck parking spaces, 5 fuel lanes and 4 showers.",100,,,,,yes,yes,yes,yes,yes,,yes,yes,,,,,I-65,22,yes,no
CAT Scale at Dolly's Tennessean Travel Stop,CAT Scales,3686 Pulaski Highway,Cornersville,TN,37047,,,,https://catscale.com,Certified CAT Scale co-located at Dolly's Tennessean Travel Stop (formerly The Tennessean Truck Stop) at I-65 Exit 22 in Cornersville. Available with the travel stop's 24-hour operation.,,,,,,,,,,,,yes,,,,,,I-65,22,yes,no
Pilot Travel Center #406,Truck Stops,9211 Lewisburg Highway,Cornersville,TN,37047,,,931-363-3290,https://locations.pilotflyingj.com/us/tn/cornersville/9211-lewisburg-hwy,"Pilot Travel Center at I-65 Exit 22 in Cornersville. 24-hour truck stop with diesel, convenience store, deli, showers, certified CAT Scale, and truck parking.",20,,,,,yes,,,,,,yes,yes,,,,,I-65,22,yes,no
CAT Scale at Pilot Travel Center #406,CAT Scales,9211 Lewisburg Highway,Cornersville,TN,37047,,,,https://catscale.com,Certified CAT Scale co-located at Pilot Travel Center #406 at I-65 Exit 22 in Cornersville. Available with the travel center's 24-hour operation.,,,,,,,,,,,,yes,,,,,,I-65,22,yes,no
Shady Lawn Truck Stop,Truck Stops,1371 Bryson Road,Elkton,TN,38449,,,931-468-0601,,"Independent 24-hour truck stop at I-65 Exit 6 (TN-273/Bryson Rd, Elkton), known for its 'Big Chicken' restaurant. Amenities include 24-hour diesel, restaurant, convenience/trucker store, showers, laundry, ATM, certified scales, RV parking, trailer drop, a trucker's lounge, Wi-Fi, 4 truck service bays and on-site tire/truck repair. Directories list roughly 42 truck parking spaces, 4 fuel lanes and 4 showers on a lighted, paved lot.",42,,,,,yes,yes,yes,yes,yes,,,yes,,,,,I-65,6,yes,no
Shady Lawn Truck Stop Tire & Repair,Tire Repair,1371 Bryson Road,Elkton,TN,38449,,,931-468-0601,,"On-site commercial tire and truck-repair service at Shady Lawn Truck Stop, I-65 Exit 6, Elkton. Offers tire repair/sales (Bandag, Bridgestone, Firestone, Goodyear, Michelin) and truck repairs across 4 service bays, available with the truck stop's 24-hour operation.",,,,,,,,,,,,,,,,,,I-65,6,yes,no
"Motel 6 Pulaski, TN",Hotels with Truck Parking,2400 US Highway 64 East,Pulaski,TN,38478,,,931-363-4501,https://www.motel6.com/en/home/motels.tn.pulaski.8647.html,"Budget motel at I-65 Exit 14 (US-64, Pulaski) offering free on-site car and truck parking. Amenities include free Wi-Fi, a 24-hour front desk, laundry facilities and an on-site restaurant (Nick's Grill); pet-friendly.",,yes,,,,,yes,,,,,,yes,,,,,I-65,14,yes,no
"Tennessee Welcome Center - I-65 (Ardmore, Northbound)",Truck Parking,,Ardmore,TN,38449,,,931-468-2654,https://www.tn.gov/tdot/engineering-operations-division/welcome-center-rest-areas.html,"TDOT Tennessee Welcome Center on I-65 northbound near mile marker 3 in Ardmore (at the Alabama state line, Giles County). Open 24 hours with restrooms, water, picnic tables and separate truck/passenger parking. Signed 2-hour parking limit; overnight parking is not allowed.",,,,,,,,,,yes,,,,,,,,I-65,,no,no
"TDOT I-65 Truck Parking Area (former Northbound Weigh Station, Giles County)",Truck Parking,,Ardmore,TN,38449,,,,https://www.tn.gov/tdot/projects/region-3/i-65-nashville-to-ky-state-line.html,"During TDOT's I-65 Phase 1 widening (south of SR 25 to south of SR 109, completed September 2024), a former northbound weigh station in Giles County was converted into a truck parking area. Exact mile marker/exit, capacity and overnight-parking rules are not confirmed from an official source.",,,,,,,,,,,,,,,,,,I-65,,no,no
"I-65 Giles County Weigh Station (Northbound, Ardmore)",Weigh Stations,,Ardmore,TN,38449,,,931-424-0420,https://www.tn.gov/safety/tnhp/cvemain/cvelocations.html,"Tennessee Highway Patrol commercial-vehicle scale complex historically listed on I-65 northbound near mile marker 5-6 in Giles County (Ardmore). Operational status is uncertain: TDOT's 2021-2024 I-65 widening reportedly converted a northbound weigh station in this area into a truck parking area, while THP CVE listings still reference a Giles County scale house.",,,,,,,,,,,,,,,,,,I-65,,no,no
Love's Travel Stop #346,Truck Stops,1624 Bear Creek Pike,Columbia,TN,38401,,,931-388-1217,https://www.loves.com/locations/346,"Love's Travel Stop at I-65 Exit 46 (Bear Creek Pike / SR-99 / US-412) in Columbia. 24-hour truck stop with diesel, showers, certified CAT Scale, Arby's, on-site Love's Truck Care, and truck parking; RV-friendly.",,,,,,,,,,,,yes,,,,,,I-65,46,yes,no
"CAT Scale — Love's Travel Stop #346, Columbia",CAT Scales,1624 Bear Creek Pike,Columbia,TN,38401,,,931-388-1217,,"Certified CAT Scale co-located at Love's Travel Stop #346, I-65 Exit 46 (Bear Creek Pike / SR-99), Columbia. Open 24 hours.",,,,,,,,,,,,,,,,,,I-65,46,yes,no
Love's Truck Care — Love's Travel Stop #346,Tire Repair,1624 Bear Creek Pike,Columbia,TN,38401,,,931-388-1217,https://www.loves.com/locations/346,"Love's Truck Care service center co-located at Love's Travel Stop #346, I-65 Exit 46, Columbia. Tire service, light mechanical, oil/PM services and roadside assistance from on-site service bays.",,,,,,,,,,,,,,,,,,I-65,46,yes,no
Quality Inn Columbia I-65,Hotels with Truck Parking,1544 Bear Creek Pike,Columbia,TN,38401,,,931-286-3734,https://www.choicehotels.com/tennessee/columbia/comfort-inn-hotels/tn276,Choice Hotels Quality Inn near I-65 Exit 46 (Bear Creek Pike) in Columbia. Third-party listings indicate RV/bus/truck parking is available; not confirmed on the official brand page.,,,,,,,,,,,,,,,,,,I-65,46,no,no
TA Franklin (TravelCenters of America #157),Truck Stops,4400 Peytonsville Road,Franklin,TN,37064,,,615-794-8406,https://www.ta-petro.com/location/tn/ta-franklin/,"Full-service TravelCenters of America truck stop (#157) at I-65 Exit 61 (Peytonsville Rd / Goose Creek Bypass) on the south Franklin approach, Williamson County. Reported: 7 fuel lanes, 24-hour BP diesel, 74 truck parking spaces, 6 showers, on-site CAT Scale, TA Truck Service (2 repair bays), Country Pride restaurant, bulk DEF, ATM, laundry. Open 24 hours.",74,,,,,yes,,,yes,,,yes,,,,,,I-65,61,yes,no
CAT Scale - TA Franklin #157,CAT Scales,4400 Peytonsville Road,Franklin,TN,37064,,,615-794-8406,,"CAT Scale located at TA Franklin (TravelCenters of America #157), I-65 Exit 61 (Peytonsville Rd), Williamson County.",,,,,,,,,,,,yes,,,,,,I-65,61,yes,no
TA Truck Service - TA Franklin #157,Tire Repair,4400 Peytonsville Road,Franklin,TN,37064,,,615-794-8406,https://www.ta-petro.com/location/tn/ta-franklin/,"TA Truck Service commercial repair shop co-located at TA Franklin (#157), I-65 Exit 61, Williamson County. Two service bays offering tire repair/replacement, brakes, electrical, DOT inspections, diagnostics, HVAC, trailer and aftertreatment work; 24/7 roadside via RoadSquad.",,,,,,,,,,,,,,,,,,I-65,61,yes,no
Love's Travel Stop #429,Truck Stops,130 W Trinity Ln,Nashville,TN,37207,,,615-226-6393,https://www.loves.com/locations/tn/nashville/loves-travel-stop-nashville-429,"24-hour Love's Travel Stop at the Trinity Lane (US-431) interchange in north Nashville, on the I-65/I-24 concurrency where I-65 exit numbers are retained (I-65 northbound exit 87B). Formerly Pilot Travel Center #292; rebranded to Love's #429 (same site/phone). Diesel, showers, Subway, convenience store, CAT Scale on site, and a Love's Truck Care tire/service center (listed separately). Reported truck parking count varies by source (49 vs 65), left blank pending confirmation.",,yes,,,,yes,,,,,,yes,yes,,,,,I-65,87,yes,no
"CAT Scale — Love's Travel Stop #429, Nashville",CAT Scales,130 W Trinity Ln,Nashville,TN,37207,,,615-226-6393,https://catscale.com/cat-scale-locator/,"CAT Scale certified truck scale co-located at Love's Travel Stop #429 at the Trinity Lane (US-431) interchange, I-65 exit 87 in north Nashville (I-65/I-24 concurrency, I-65 numbering retained).",,,,,,,,,,,,,,,,,,I-65,87,yes,no
Love's Truck Care - Love's Travel Stop #429,Tire Repair,130 W Trinity Ln,Nashville,TN,37207,,,615-226-6393,https://www.loves.com/locations/tn/nashville/loves-travel-stop-nashville-429,"Love's Truck Care center co-located at Love's Travel Stop #429, Trinity Lane (I-65 exit 87), Nashville. Four truck service bays offering commercial truck tire sales/service (verified Bridgestone/Firestone commercial tire dealer at this address), 24-hour emergency road service, and light mechanical/oil service.",,,,,,,,,,,,,,,,,,I-65,87,yes,no
