name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
AC&T Big Pool (Exxon),truck-stops,Big Pool,MD,ac-t-big-pool-exxon-big-pool-md,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #150,truck-stops,Hagerstown,MD,pilot-travel-center-150-hagerstown-md,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at Pilot Travel Center #150,cat-scales,Hagerstown,MD,cat-scale-at-pilot-travel-center-150-hagerstown-md,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Website; Verified date; Approved reviews
Pilot Travel Center #179,truck-stops,Hagerstown,MD,pilot-travel-center-179-hagerstown-md,,65,Good,needs-geocoding,,ready-to-publish,completeness 65 with address,Exit number; Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
South Mountain Welcome Center (I-70 Westbound),parking,Myersville,MD,south-mountain-welcome-center-i-70-westbound-myersville-md,,43,Needs work,needs-geocoding,,import-unpublished,"completeness 43, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
South Mountain Welcome Center (I-70 Eastbound),parking,Myersville,MD,south-mountain-welcome-center-i-70-eastbound-myersville-md,,43,Needs work,needs-geocoding,,import-unpublished,"completeness 43, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
New Market Weigh & Inspection Facility,weigh-stations,New Market,MD,new-market-weigh-inspection-facility-new-market-md,,53,Needs work,needs-geocoding,,import-unpublished,"completeness 53, no address — enrich before publishing",Street address; Exit number; Verified coordinates; Verified date; Approved reviews
I-70 Eastbound Truck Rest Area (Mount Airy area),parking,Mount Airy,MD,i-70-eastbound-truck-rest-area-mount-airy-area-mount-airy-md,,32,Incomplete,needs-geocoding,,import-unpublished,"completeness 32, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Website; Parking type; Truck-space count; Amenities; TPC reservation link; Verified date; Approved reviews
Service Tire Truck Center (STTC) - Frederick,tire-repair,Frederick,MD,service-tire-truck-center-sttc-frederick-frederick-md,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
"Butler Tire Service, Inc.",tire-repair,Frederick,MD,butler-tire-service-inc-frederick-md,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
Derek's Towing & Recovery,roadside-service,New Market,MD,derek-s-towing-recovery-new-market-md,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
