name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Pilot Travel Center #311,truck-stops,Erie,PA,pilot-travel-center-311-erie-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at Pilot Erie,cat-scales,Erie,PA,cat-scale-at-pilot-erie-erie-pa,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
TA Harborcreek #215,truck-stops,Harborcreek,PA,ta-harborcreek-215-harborcreek-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at TA Harborcreek,cat-scales,Harborcreek,PA,cat-scale-at-ta-harborcreek-harborcreek-pa,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Blue Beacon Truck Wash of Harborcreek,truck-washes,Harborcreek,PA,blue-beacon-truck-wash-of-harborcreek-harborcreek-pa,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Kwik Fill A/T Plaza #228,truck-stops,North East,PA,kwik-fill-a-t-plaza-228-north-east-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Sheetz - Erie (Exit 27),truck-stops,Erie,PA,sheetz-erie-exit-27-erie-pa,,57,Needs work,needs-geocoding,,import-unpublished,completeness 57 — enrich before publishing,Verified coordinates; Phone; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
West Springfield Weigh Station (I-90 EB),weigh-stations,West Springfield,PA,west-springfield-weigh-station-i-90-eb-west-springfield-pa,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Pennsylvania Welcome Center - West Springfield (I-90 EB),parking,West Springfield,PA,pennsylvania-welcome-center-west-springfield-i-90-eb-west-springfield-pa,,43,Needs work,needs-geocoding,,import-unpublished,"completeness 43, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pennsylvania Welcome Center - North East (I-90 WB),parking,North East,PA,pennsylvania-welcome-center-north-east-i-90-wb-north-east-pa,,50,Needs work,needs-geocoding,,import-unpublished,"completeness 50, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
BR Czarnecki Heavy Duty Towing & Recovery,roadside-service,Erie,PA,br-czarnecki-heavy-duty-towing-recovery-erie-pa,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Erie Mobile Truck Repair,roadside-service,Erie,PA,erie-mobile-truck-repair-erie-pa,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
Goodyear Commercial Tire & Service Centers #299,tire-repair,Erie,PA,goodyear-commercial-tire-service-centers-299-erie-pa,,48,Needs work,needs-geocoding,,import-unpublished,"completeness 48, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Website; Verified date; Approved reviews
Super 8 by Wyndham Erie / I-90,hotels-truck-parking,Erie,PA,super-8-by-wyndham-erie-i-90-erie-pa,,61,Needs work,needs-geocoding,,import-unpublished,completeness 61 — enrich before publishing,Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
PA Pride / RCTC Commercial Truck Driver Training,cdl-schools,Erie,PA,pa-pride-rctc-commercial-truck-driver-training-erie-pa,,52,Needs work,needs-geocoding,,import-unpublished,"completeness 52, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Amenities; Verified date; Approved reviews
Institute of Medical and Business Careers (IMBC) - Commercial Truck Driving,cdl-schools,Erie,PA,institute-of-medical-and-business-careers-imbc-commercial-truck-driving-erie-pa,,52,Needs work,needs-geocoding,,import-unpublished,"completeness 52, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Amenities; Verified date; Approved reviews
