Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
CAT Scale at TA Express Atkins,CAT Scales,100 Fish Lake Road,Atkins,AR,72823,,,479-886-6925,https://www.ta-petro.com/location/ar/ta-express-atkins/,CAT scale located at the TA Express Atkins travel center at I-40 Exit 101 (Blackwell exit). Scale installed with the new facility that opened in March 2024; open 24/7 with the travel center.,,,,,,,,yes,,yes,,yes,,,,,,I-40,101,yes,no
Love's Travel Stop #267,Truck Stops,1600 N Hwy 95,Morrilton,AR,72110,,,501-354-6701,https://www.loves.com/locations/ar/morrilton/loves-travel-stop-morrilton-267,"24-hour Love's Travel Stop at I-40 Exit 107 in Morrilton. 4 diesel lanes, bulk DEF, roughly 17-20 truck parking spaces, 3 showers, Subway and Godfather's Pizza on site, convenience store, ATM and WiFi.",,yes,,,yes,yes,yes,yes,,yes,,,yes,,,,,I-40,107,yes,no
Morgan Shell Truck Stop,Truck Stops,20515 Hwy 365 N,North Little Rock,AR,,,,501-851-6815,,"Independent 24-hour Shell-branded truck stop at the Morgan interchange (I-40 Exit 142). Paved overnight truck parking (sources report 35-50 spaces), 4 fuel lanes, certified truck scales (not CAT), convenience store with Chester's Chicken and deli, truckers lounge, ATM; McDonald's and Waffle House adjacent.",,yes,,,yes,,yes,yes,,yes,,,,,,,,I-40,142,yes,no
Morgan Valero Truck Stop,Truck Stops,18823 MacArthur Dr,North Little Rock,AR,72118,,,501-851-7100,,"24-hour independent truck stop on AR-365 at the Morgan interchange (I-40 Exit 142), across from the Morgan Shell. Free truck parking, showers, convenience store with restaurant/deli, ATM. Some listings show the location under RoadRunner branding; verify signage on arrival.",,yes,,,yes,yes,yes,yes,,yes,,,,,,,,I-40,142,yes,no
Hendricks Truck & Trailer Parking,Truck Parking,350 S Harkrider St,Conway,AR,72032,,,501-733-1226,https://www.hendrickstruckparking.com/,"Dedicated paid truck and trailer parking lot in Conway on Harkrider Street (US-65B) near I-40 Exit 125. Fully fenced gravel yard with 24/7 gated access via personalized gate code, security cameras, and daily, weekly and monthly rates for tractor-trailers, bobtails, box trucks and trailers. Bookable through Truck Parking Club.",,,yes,yes,yes,,,,,,,,,yes,https://truckparkingclub.com/truck-parking/arkansas/conway/350-south-harkrider-street-72032,,,I-40,125,yes,no
On Call Tire Service,Tire Repair,679 Hwy 365,Mayflower,AR,72106,,,501-470-9615,https://www.oncalltire.com/,"Fixed-location commercial tire shop on AR-365 in Mayflower, just off I-40 Exit 135. Handles semi truck and trailer tires with sales, flat repair and mounting, plus mechanical services; shop hours Mon-Fri 8-5, Sat 9-2, with 24-hour emergency roadside tire service also offered from this location.",,,,,,,,,,,yes,,,,,,,I-40,135,yes,no
Best Western Conway,Hotels with Truck Parking,816 E Oak St,Conway,AR,72032,,,,https://www.bestwestern.com/en_US/book/hotels-in-conway/best-western-conway/propertyCode.04042.html,"Best Western hotel on Oak Street (US-64) just off I-40 Exit 127 in Conway. Property amenity listings include free RV/truck parking with a large lot able to accommodate a truck with trailer; free breakfast, WiFi, outdoor pool and fitness center.",,yes,,,yes,,yes,,,yes,,,yes,,,,,I-40,127,yes,no
Motel 6 Morrilton,Hotels with Truck Parking,1506 N Oak St,Morrilton,AR,72110,,,,https://www.motel6.com/us/arkansas/morrilton/,"Budget motel on N Oak Street (AR-95) at I-40 Exit 107 in Morrilton, a short walk from the Love's Travel Stop. Free parking lot with room for semis, trailers and refrigerated trucks per property and guest-review listings; 24-hour front desk, guest laundry and free WiFi.",,yes,,,yes,,,,yes,yes,,,yes,,,,,I-40,107,yes,no
Little Rock Truck Parking - Conway Lot,Truck Parking,,Conway,AR,,,,855-860-1514,https://www.truckparkinglittlerock.com/service-areas/conway,"HELD: Operator advertises a secure gated Conway lot 0.5 miles from I-40 Exit 125 with about 40 spaces, lighting, 24/7 access and rates from $20/day, but publishes no street address; only operator-controlled sources found. Possible overlap with the Hendricks Harkrider Street lot could not be ruled out.",40,,yes,yes,yes,,,,,,,,,yes,,,,I-40,125,no,no
Mapco Express #3059,Truck Stops,545 Industrial Blvd,Conway,AR,72032,,,501-329-3810,,"HELD: Directory listings place a Mapco Express fuel stop with 3 diesel lanes, DEF, deli and about 10 overnight truck spaces at I-40 Exit 129 in Conway, and the Arkansas DEQ facility record shows 'Active', but no source could confirm the store is currently operating under this brand in 2025-2026 (a nearby Conway Mapco Mart shows CLOSED on some listings). Needs a current-status check before publishing.",10,yes,,,yes,,yes,yes,,yes,,,,,,,,I-40,129,no,no
