Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
"CAT Scale - Pilot Travel Center #602, Birmingham",CAT Scales,224 Daniel Payne Dr,Birmingham,AL,35207,,,205-323-2177,,"CAT Scale located at Pilot Travel Center #602, I-65 Exit 264, north Birmingham approach.",,,,,,,,,,,,yes,,,,,,I-65,264,yes,no
Comfort Inn & Suites Fultondale Gardendale I-65,Hotels with Truck Parking,1733 Fulton Road,Fultondale,AL,35068,,,,https://www.choicehotels.com/alabama/fultondale/comfort-inn-hotels/al484,"Comfort Inn & Suites off I-65 in Fultondale (north Birmingham approach). Listed on truck-friendly lodging directories as offering truck/large-vehicle parking. Truck-space count and lot type not independently confirmed, so left blank.",,,,,,,,,,,,,,,,,,I-65,,yes,no
Circle K (Pelham Truck Stop),Truck Stops,715 Cahaba Valley Rd,Pelham,AL,35124,,,205-987-1484,,"Fuel/convenience truck stop at I-65 Exit 246 (AL-119 / Cahaba Valley Rd) in Pelham. Listed across truck directories as a truck stop with diesel, showers, a hosted CAT Scale and truck parking. Open 24 hours.",,,,,,yes,,,,,,yes,,,,,,I-65,246,yes,no
"CAT Scale — Circle K, Pelham",CAT Scales,715 Cahaba Valley Rd,Pelham,AL,35124,,,,,"Certified CAT Scale co-located at the Circle K truck stop at I-65 Exit 246 (AL-119 / Cahaba Valley Rd), Pelham.",,,,,,,,,,,,,,,,,,I-65,246,yes,no
Speed Trac Truck Stop (Calera Citgo/Speed Trac),Truck Stops,11845 Highway 25,Calera,AL,35040,,,205-668-2950,,"Independent 24-hour truck stop on AL-25 (Highway 25) near I-65 Exit 228 in Calera. Directory and social listings describe diesel, showers, a 24/7 store/restaurant, truckers lounge, laundry and truck/overnight parking. Currently branded Citgo/Speed Trac.",,,,,,yes,,,yes,,,,,,,,,I-65,228,yes,no
"Speedway Travel Center — Finley Blvd, Birmingham",Truck Stops,1617 Finley Blvd,Birmingham,AL,35204,,,205-747-3244,https://www.speedway.com/locations/AL/Birmingham/1617-Finley-Blvd,"New 24/7 Speedway travel center opened September 2024 at the Finley Blvd exit of I-65 (Exit 262B) in Birmingham, offering diesel and fuel. Described in local press as a full-service travel center.",,,,,,,,,,,,,,,,,,I-65,262B,no,no
Love's Travel Stop #368,Truck Stops,300 Arby Dr,Clanton,AL,35045,,,205-755-8104,https://www.loves.com/locations/al/clanton/loves-travel-stop-clanton-368,"Love's Travel Stop #368 on I-65 at Exit 208 in Clanton. 24-hour travel center with diesel, DEF, multiple diesel lanes, showers, Arby's restaurant, and dedicated truck parking. Co-located with a CAT Scale and a Love's Truck Care service center (listed separately).",,,,,,yes,,,,,,,yes,,,,,I-65,208,yes,no
CAT Scale at Love's #368,CAT Scales,300 Arby Dr,Clanton,AL,35045,,,205-755-8104,https://catscale.com/cat-scale-locator/,"Certified CAT Scale located on the lot of Love's Travel Stop #368, I-65 Exit 208, Clanton. Weigh service via 1-877-CAT-SCALE / Weigh My Truck app.",,,,,,,,,,,,,,,,,,I-65,208,yes,no
Love's Truck Care #368,Tire Repair,300 Arby Dr,Clanton,AL,35045,,,205-755-8104,https://www.loves.com/loves-truck-care-and-speedco,"Love's Truck Care service center co-located at Love's Travel Stop #368, I-65 Exit 208, Clanton. Commercial tire sales/service (Hankook, Bridgestone, Michelin, Goodyear, Yokohama, Love's Retreads), oil change / PM, light mechanical, and roadside assistance.",,,,,,,,,,,,,,,,,,I-65,208,yes,no
Jemison Exxon,Truck Stops,12820 County Road 42,Jemison,AL,35085,,,205-688-1022,,"Independent 24-hour truck stop on I-65 at Exit 219 (Jemison/Thorsby). 24-hour diesel, convenience store, Subway deli, truckers lounge, showers, reefer plug-ins, RV/truck parking on a lighted, paved lot.",50,,,,,yes,,,,,,,yes,,,,,I-65,219,yes,no
