name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Road Ranger #536 - South Beloit,truck-stops,South Beloit,IL,road-ranger-536-south-beloit-south-beloit-il,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at Road Ranger South Beloit,cat-scales,South Beloit,IL,cat-scale-at-road-ranger-south-beloit-south-beloit-il,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Pilot Travel Center #535 / Road Ranger - Rockford,truck-stops,Rockford,IL,pilot-travel-center-535-road-ranger-rockford-rockford-il,,65,Good,needs-geocoding,,ready-to-publish,completeness 65 with address,Exit number; Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at Pilot Rockford,cat-scales,Rockford,IL,cat-scale-at-pilot-rockford-rockford-il,,62,Needs work,needs-geocoding,,import-unpublished,completeness 62 — enrich before publishing,Exit number; Verified coordinates; Phone; Verified date; Approved reviews
Belvidere Oasis (Illinois Tollway Travel Plaza),parking,Belvidere,IL,belvidere-oasis-illinois-tollway-travel-plaza-belvidere-il,,58,Needs work,needs-geocoding,,import-unpublished,completeness 58 — enrich before publishing,Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Road Ranger #543 - Hampshire,truck-stops,Hampshire,IL,road-ranger-543-hampshire-hampshire-il,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
TA Elgin (TravelCenters of America #044),truck-stops,Hampshire,IL,ta-elgin-travelcenters-of-america-044-hampshire-il,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #763,truck-stops,Hampshire,IL,love-s-travel-stop-763-hampshire-il,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at Love's Hampshire,cat-scales,Hampshire,IL,cat-scale-at-love-s-hampshire-hampshire-il,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Illinois Welcome Center (Turtle Creek),parking,South Beloit,IL,illinois-welcome-center-turtle-creek-south-beloit-il,,55,Needs work,needs-geocoding,,import-unpublished,completeness 55 — enrich before publishing,Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pomp's Tire Service - Rockford,tire-repair,Rockford,IL,pomp-s-tire-service-rockford-rockford-il,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
Meiborg Enterprises,roadside-service,Rockford,IL,meiborg-enterprises-rockford-il,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
Rock Valley College - Truck Driver Training,cdl-schools,Rockford,IL,rock-valley-college-truck-driver-training-rockford-il,,57,Needs work,needs-geocoding,,import-unpublished,completeness 57 — enrich before publishing,Exit number; Verified coordinates; Phone; Amenities; Verified date; Approved reviews
Pomp's Tire Service - Elgin,tire-repair,Elgin,IL,pomp-s-tire-service-elgin-elgin-il,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
Ultimate Spray-N-Wash,truck-washes,Elgin,IL,ultimate-spray-n-wash-elgin-il,,65,Good,needs-geocoding,,ready-to-publish,completeness 65 with address,Exit number; Verified coordinates; Amenities; Verified date; Approved reviews
Schock's Towing,roadside-service,Gilberts,IL,schock-s-towing-gilberts-il,,65,Good,needs-geocoding,,ready-to-publish,completeness 65 with address,Exit number; Verified coordinates; Amenities; Verified date; Approved reviews
Speedy G Towing - Schaumburg,roadside-service,Schaumburg,IL,speedy-g-towing-schaumburg-schaumburg-il,,70,Good,needs-geocoding,,ready-to-publish,completeness 70 with address,Exit number; Verified coordinates; Verified date; Approved reviews
