Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Allstate Repair (All State Truck Stop),Roadside Service,475 Pine St,Unadilla,GA,31091,,,(478) 627-3217,,"24-hour truck, trailer, and tire repair shop with mobile roadside service at the All State Truck Stop on I-75 Exit 121.",,,,,,,,,,,yes,,,,,,,I-75,121,no,no
24/7 Diesel and Tire Repair,Roadside Service,3750 Madison Hwy,Valdosta,GA,31601,,,(229) 375-8667,https://247dieselandtirerepair.com/,"24-hour diesel, truck, trailer, and tire repair shop with mobile roadside service based in Valdosta near I-75.",,,,,,,,,,,yes,,,,,,,I-75,,yes,no
Southern Tire Mart #165,Tire Repair,4600 Fulton Industrial Blvd SW,Atlanta,GA,30336,,,(404) 835-1374,https://locations.stmtires.com/ga/atlanta/4600-fulton-industrial-blvd.-sw,Commercial truck tire dealer in Atlanta selling and servicing Bridgestone and Firestone commercial tires.,,,,,,,,,,,yes,,,,,,,,,no,no
Atlanta Commercial Tire - Cartersville,Tire Repair,161 Criss Black Road,Cartersville,GA,30120,,,(770) 387-1400,https://www.actire.com/locations/cartersville/,Commercial truck tire sales and repair branch of Atlanta Commercial Tire with after-hours emergency roadside dispatch.,,,,,,,,,,,yes,,,,,,,I-75,,yes,no
BestDrive Commercial Tire Center - Cartersville,Tire Repair,2225 Hwy 411 NE,Cartersville,GA,30121,,,(770) 386-1796,https://www.bestdrivetire.com/locations/cartersville-cartersvillega-2225hwy411ne.html,"Commercial truck tire center offering fleet tire sales, service, and 24/7 roadside tire assistance near I-75 in Cartersville.",,,,,,,,,,,yes,,,,,,,I-75,,yes,no
TA Truck Service - TA Cartersville,Tire Repair,981 Cassville White Rd NW,Cartersville,GA,30121,,,(770) 607-8885,https://www.ta-petro.com/location/ga/ta-cartersville/,"TA Truck Service shop at the TA Cartersville travel center on I-75 Exit 296 offering truck maintenance, repairs, and tires.",,,,,,,,yes,,,yes,,,,,,,I-75,296,yes,no
Atlanta Commercial Tire - Dalton,Tire Repair,3364 Dug Gap Road,Dalton,GA,30720,,,(706) 272-0986,https://www.actire.com/locations/dalton/,Commercial truck tire sales and repair branch of Atlanta Commercial Tire with company 24-hour fleet emergency roadside service.,,,,,,,,,,,yes,,,,,,,I-75,,yes,no
Snider Fleet Solutions - Forest Park,Tire Repair,6025 Lees Mill Rd,Forest Park,GA,30297,,,(678) 902-0293,https://sniderfleet.com/,Commercial tire and retread dealer with mechanical service and 24/7 emergency road service in the south Atlanta metro.,,,,,,,,,,,yes,,,,,,,I-75,,yes,no
Love's Truck Care / Speedco #928,Tire Repair,115 Truck Stop Way,Jackson,GA,30233,,,(770) 504-1860,https://www.loves.com/locations/ga/jackson/loves-speedco-jackson-928,"Speedco truck tire, oil change, and light mechanical shop at the Love's Travel Stop on I-75 Exit 201.",,,,,,,,yes,,,yes,,,,,,,I-75,201,yes,no
TA Truck Service - TA Atlanta South,Tire Repair,122 Truckstop Way,Jackson,GA,30233,,,(770) 775-2076,https://www.ta-petro.com/location/ga/ta-atlanta-south/,TA Truck Service shop with four service bays at the TA Atlanta South travel center on I-75 Exit 201.,108,,yes,yes,,yes,yes,yes,yes,,yes,yes,,,,,,I-75,201,yes,no
Macon Commercial Tire (Atlanta Commercial Tire),Tire Repair,2790 Broadway,Macon,GA,31206,,,(478) 742-3050,https://www.actire.com/locations/macon/,Commercial truck tire sales and repair shop in Macon operated by the Atlanta Commercial Tire group.,,,,,,,,,,,yes,,,,,,,I-75,,yes,no
Love's Truck Care - Tifton #325,Tire Repair,178 Southwell Blvd,Tifton,GA,31794,,,(229) 382-9118,https://www.loves.com/locations/ga/tifton/loves-travel-stop-tifton-325,"Truck tire, oil change, and light mechanical shop at Love's Travel Stop #325 on I-75 Exit 59.",115,,,,,yes,,yes,,,yes,,,,,,,I-75,59,yes,no
"Truck Parking Club - 1340 Joe Frank Harris Pkwy SE, Cartersville",Truck Parking,1340 Joe Frank Harris Pkwy SE,Cartersville,GA,30120,,,,https://truckparkingclub.com/truck-parking/georgia/cartersville/1340-joe-frank-harris-pkwy-se-30120,"Truck Parking Club paved lot with 24/7 access off US 41 at Grassdale Rd, about 4.5 miles from I-75 Exit 290 in Cartersville.",,,yes,yes,,,,,,,,,,,https://truckparkingclub.com/truck-parking/georgia/cartersville/1340-joe-frank-harris-pkwy-se-30120,,,I-75,290,yes,no
"Truck Parking Club - Golden Lot Truck Parking, Macon",Truck Parking,4970 Sardis Church Rd,Macon,GA,31216,,,,https://truckparkingclub.com/truck-parking/georgia/macon/4970-sardis-church-rd-31216,"Truck Parking Club fenced and gated paved lot with 24/7 access just off I-75 Exit 153 in Macon, next to a QT truck stop.",,,yes,yes,,,,,,,,,,yes,https://truckparkingclub.com/truck-parking/georgia/macon/4970-sardis-church-rd-31216,,,I-75,153,yes,no
"Truck Parking Club - 120 Declaration Dr, McDonough",Truck Parking,120 Declaration Dr,McDonough,GA,30253,,,,https://truckparkingclub.com/truck-parking/georgia/mcdonough/120-declaration-dr-30253,Truck Parking Club truck and trailer parking site in McDonough with immediate access to I-75 in the metro Atlanta freight corridor.,,,yes,yes,,,,,,,,,,,https://truckparkingclub.com/truck-parking/georgia/mcdonough/120-declaration-dr-30253,,,I-75,,yes,no
"Truck Parking Club - 693 Karen Dr, Ringgold",Truck Parking,693 Karen Dr,Ringgold,GA,30736,,,,https://truckparkingclub.com/truck-parking/georgia/ringgold/693-karen-dr-30736,Truck Parking Club bobtail and box truck parking spot on a gravel driveway about 1 mile from I-75 Exit 353 in Ringgold.,,,yes,yes,,,,,,,,,,,https://truckparkingclub.com/truck-parking/georgia/ringgold/693-karen-dr-30736,,,I-75,353,yes,no
Pathway Travel Plaza,Truck Stops,7746 GA-140,Adairsville,GA,30103,,,770-769-4600,,"Independent travel plaza at I-75 exit 306 in Adairsville with truck diesel, showers, a diner, and overnight truck parking.",50,,,,yes,yes,yes,yes,,,,,,,,,,I-75,306,no,no
QuikTrip Travel Center #757,Truck Stops,961 Hwy 140 NW,Adairsville,GA,30103,,,770-877-5678,https://locations.quiktrip.com/ga/adairsville/961-hwy-140-nw,"24-hour QuikTrip fuel stop at I-75 exit 306 in Adairsville with truck diesel lanes, CAT scale, and truck parking.",25,,,,,no,yes,yes,,,,yes,,,,,,I-75,306,yes,no
