name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
TA Barkeyville,truck-stops,Barkeyville,PA,ta-barkeyville-barkeyville-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Kwik Fill Auto/Truck Plaza,truck-stops,Barkeyville,PA,kwik-fill-auto-truck-plaza-barkeyville-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Emlenton Truck Plaza,truck-stops,Emlenton,PA,emlenton-truck-plaza-emlenton-pa,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Clarion Travel Plaza,truck-stops,Clarion,PA,clarion-travel-plaza-clarion-pa,,57,Needs work,needs-geocoding,,import-unpublished,completeness 57 — enrich before publishing,Verified coordinates; Phone; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Flying J Travel Center #707,truck-stops,Brookville,PA,flying-j-travel-center-707-brookville-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Love's Travel Stop #829,truck-stops,Brookville,PA,love-s-travel-stop-829-brookville-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #336,truck-stops,DuBois,PA,pilot-travel-center-336-dubois-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Sheetz Travel Center - Falls Creek,truck-stops,Falls Creek,PA,sheetz-travel-center-falls-creek-falls-creek-pa,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at TA Barkeyville,cat-scales,Barkeyville,PA,cat-scale-at-ta-barkeyville-barkeyville-pa,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale at Emlenton Truck Plaza,cat-scales,Emlenton,PA,cat-scale-at-emlenton-truck-plaza-emlenton-pa,,67,Good,needs-geocoding,,import-unpublished,"completeness 67, no address — enrich before publishing",Street address; Verified coordinates; Verified date; Approved reviews
CAT Scale at Flying J Brookville,cat-scales,Brookville,PA,cat-scale-at-flying-j-brookville-brookville-pa,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale at Love's Brookville,cat-scales,Brookville,PA,cat-scale-at-love-s-brookville-brookville-pa,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
CAT Scale at Pilot DuBois,cat-scales,DuBois,PA,cat-scale-at-pilot-dubois-dubois-pa,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Hurricane Truck Wash,truck-washes,Brookville,PA,hurricane-truck-wash-brookville-pa,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Speedco at Love's #829,tire-repair,Brookville,PA,speedco-at-love-s-829-brookville-pa,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Clarion Weigh Station (Eastbound),weigh-stations,Clarion,PA,clarion-weigh-station-eastbound-clarion-pa,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
Clarion Weigh Station (Westbound),weigh-stations,Clarion,PA,clarion-weigh-station-westbound-clarion-pa,,47,Needs work,needs-geocoding,,import-unpublished,"completeness 47, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Verified date; Approved reviews
I-80 Welcome Center (West Middlesex),parking,West Middlesex,PA,i-80-welcome-center-west-middlesex-west-middlesex-pa,,43,Needs work,needs-geocoding,,import-unpublished,"completeness 43, no address — enrich before publishing",Street address; ZIP; Exit number; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
I-80 Rest Area (Jefferson County),parking,Brookville,PA,i-80-rest-area-jefferson-county-brookville-pa,,42,Needs work,needs-geocoding,,import-unpublished,"completeness 42, no address — enrich before publishing",Street address; ZIP; Verified coordinates; Phone; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Sapp Bros Travel Center - Clearfield,truck-stops,Clearfield,PA,sapp-bros-travel-center-clearfield-clearfield-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Snow Shoe Auto Truck Plaza,truck-stops,Snow Shoe,PA,snow-shoe-auto-truck-plaza-snow-shoe-pa,,57,Needs work,needs-geocoding,,import-unpublished,completeness 57 — enrich before publishing,Verified coordinates; Phone; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
TA Milesburg #214,truck-stops,Milesburg,PA,ta-milesburg-214-milesburg-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
TA Lamar #068,truck-stops,Lamar,PA,ta-lamar-068-lamar-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Flying J Travel Center #709,truck-stops,Mill Hall,PA,flying-j-travel-center-709-mill-hall-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center - Mill Hall,truck-stops,Mill Hall,PA,pilot-travel-center-mill-hall-mill-hall-pa,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
