Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Munfordville Truck Parking (Truck Parking Club),Truck Parking,1786 Main St,Munfordville,KY,42765,,,,https://truckparkingclub.com/truck-parking/kentucky/munfordville/1786-main-street-42765,"Bookable truck & trailer parking off I-65 Exit 65 in Munfordville, on the CTS/CB-shop lot on Main St. 24/7 access; approximately 6 spaces bookable daily/weekly/monthly via Truck Parking Club. On-site CB shop; dining and Walgreens nearby.",6,,yes,,,,,,,,,,,,https://truckparkingclub.com/truck-parking/kentucky/munfordville/1786-main-street-42765,,,I-65,65,yes,no
Hart County Rest Area (I-65 Northbound),Truck Parking,,Horse Cave,KY,,,,,,"KYTC rest area on I-65 Northbound near mile marker 59 (Hart County, between Horse Cave and Munfordville). Separate truck and passenger parking (100+ well-lit spaces), restrooms, picnic area, vending. Repeat winner of Kentucky's Best Maintained Rest Area award.",,yes,,,,,,,,yes,,,,,,,,I-65,,no,no
Munfordville Rest Area (I-65 Southbound),Truck Parking,,Munfordville,KY,,,,,,"KYTC rest area on I-65 Southbound near mile marker 60 (Hart County, between Munfordville and Horse Cave). Separate truck and passenger parking, restrooms, picnic area, vending.",,yes,,,,,,,,yes,,,,,,,,I-65,,no,no
Baymont by Wyndham Cave City,Hotels with Truck Parking,,Cave City,KY,,,,,https://www.wyndhamhotels.com/baymont/cave-city-kentucky/baymont-inn-and-suites-cave-city/overview,Baymont by Wyndham hotel at I-65 Exit 53 in Cave City advertising free RV/bus/truck (large-vehicle) parking.,,yes,,,,,,,,,,,,,,,,I-65,53,no,no
Petro Stopping Center #330 (Petro Glendale),Truck Stops,554 W Glendale Hodgenville Road,Glendale,KY,42740,,,270-369-6840,https://www.ta-petro.com/location/ky/petro-glendale/,"Full-service Petro Stopping Center (TravelCenters of America brand, #330) at I-65 Exit 86 (KY-222, Glendale), Hardin County. Reported: 12 diesel lanes, 263 truck parking spaces, on-site CAT Scale, TA Truck Service (Petro:Lube, ~5 service bays), Iron Skillet restaurant, showers, laundry, bulk DEF, ATM. Open 24 hours. Adjacent to a standalone Blue Beacon Truck Wash.",263,,,,,yes,,,yes,,,yes,,,,,,I-65,86,yes,no
CAT Scale - Petro Glendale (#330),CAT Scales,554 W Glendale Hodgenville Road,Glendale,KY,42740,,,,,"CAT Scale certified truck scale co-located at the Petro Stopping Center #330, I-65 Exit 86 (Glendale). One weigh per ticket, reweigh free at same location.",,,,,,,,,,,,yes,,,,,,I-65,86,yes,no
TA Truck Service - Petro Glendale,Roadside Service,554 W Glendale Hodgenville Road,Glendale,KY,42740,,,270-369-6840,https://www.ta-petro.com/location/ky/petro-glendale/,"TA Truck Service commercial repair shop (Petro:Lube) co-located at Petro Stopping Center #330, I-65 Exit 86 (Glendale). Approx. 5 service bays; road service, oil/lube, DOT inspections, brake/alignment, HVAC and electrical service, tire repair.",,,,,,,,,,,,,,,,,,I-65,86,yes,no
Blue Beacon Truck Wash of Glendale,Truck Washes,554 W Glendale Hodgenville Road,Glendale,KY,42740,,,,https://bluebeacon.com/locations/listing/glendale-ky,"Standalone Blue Beacon Truck Wash, a double-bay facility at I-65 Exit 86 next to the Petro Stopping Center (Petro Travel Plaza), Glendale. Services: truck/trailer exterior wash, trailer washouts, engine wash.",,,,,,,,,,,,,,,,,,I-65,86,yes,no
Pilot Travel Center #48 (Glendale),Truck Stops,58 W Glendale Hodgenville Road,Glendale,KY,42740,,,270-369-7360,https://locations.pilotflyingj.com/us/ky/glendale/58-glendale-hodgenville-rd-w,"Pilot Travel Center #48 at I-65 Exit 86 (KY-222, Glendale), Hardin County. Reported: 11 diesel lanes, 11 bulk DEF lanes, 125 truck parking spaces, 8 showers, on-site CAT Scale, Wingfoot Truck Care (Goodyear commercial tire/service), McDonald's, laundry, ATM. Open 24 hours.",125,,,,,yes,,,yes,,,yes,,,,,,I-65,86,yes,no
CAT Scale - Pilot Travel Center #48 (Glendale),CAT Scales,58 W Glendale Hodgenville Road,Glendale,KY,42740,,,,,"CAT Scale certified truck scale co-located at Pilot Travel Center #48, I-65 Exit 86 (Glendale).",,,,,,,,,,,,yes,,,,,,I-65,86,yes,no
Wingfoot Truck Care - Pilot #48 (Glendale),Tire Repair,58 W Glendale Hodgenville Road,Glendale,KY,42740,,,,https://locations.pilotflyingj.com/us/ky/glendale/58-glendale-hodgenville-rd-w,"Wingfoot Truck Care (Goodyear commercial tire & truck service) co-located at Pilot Travel Center #48, I-65 Exit 86 (Glendale). Commercial tire sales/repair and truck service.",,,,,,,,,,,,,,,,,,I-65,86,yes,no
