Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
EZ Storage & Parking (Truck Parking Club),Truck Parking,2707 S Arkansas Ave,Russellville,AR,72802,,,,https://www.ezstoragear.com/,"Bookable 24/7 truck and trailer parking in a fenced, keypad-gated gravel lot with video surveillance at a self-storage facility off AR-7 (S Arkansas Ave), south of I-40 Exit 81. Hourly, daily, weekly, and monthly booking via Truck Parking Club.",,,yes,yes,yes,,,,,,,,,yes,https://truckparkingclub.com/truck-parking/arkansas/russellville/2707-s-arkansas-ave-72802,,,I-40,81,yes,no
CAT Scale at Pilot Travel Center #430,CAT Scales,215 AR-331 N,Russellville,AR,72802,,,(479) 967-7414,https://locations.pilotflyingj.com/us/ar/russellville/215-ar-331-n,"Certified CAT scale at the Pilot Travel Center, I-40 Exit 84.",,,,,,,,,,,,yes,,,,,,I-40,84,yes,no
CAT Scale at Flying J Travel Center #605,CAT Scales,42 Bradley Cove Rd,Russellville,AR,72801,,,(479) 890-6161,https://locations.pilotflyingj.com/us/ar/russellville/42-bradley-cove-rd,"Certified CAT scale at the Flying J Travel Center, I-40 Exit 84.",,,,,,,,,,,,yes,,,,,,I-40,84,yes,no
CAT Scale at Love's Travel Stop #822,CAT Scales,1025 S Crawford St,Clarksville,AR,72830,,,(479) 647-7053,https://www.loves.com/locations/ar/clarksville/loves-travel-stop-clarksville-822,"Certified CAT scale at Love's Travel Stop #822, I-40 Exit 57.",,,,,,,,,,,,yes,,,,,,I-40,57,yes,no
Speedco at Love's Travel Stop #822 (Love's Truck Care),Tire Repair,1025 S Crawford St,Clarksville,AR,72830,,,(800) 655-6837,https://www.loves.com/speedco,"Speedco truck lube and tire shop at Love's #822, I-40 Exit 57: oil change/PM services, light mechanical, wide commercial tire selection (Bridgestone, Michelin, Goodyear, retreads), and emergency roadside assistance dispatched from a fixed shop.",,,,,,,,,,yes,yes,,,,,,,I-40,57,yes,no
Fleet Tire Point S (Fleet Tire & Retreading),Tire Repair,300 S Arkansas Ave,Russellville,AR,72801,,,(479) 967-6209,https://www.pointstire.com/russellville,"Full-service commercial tire dealer and retreader on AR-7 south of I-40 Exit 81; tire sales, installation, retreads, and 24/7 tire road service. Mon-Fri 7:30am-5pm, Sat 8am-12pm.",,,,,,,,,,,yes,,,,,,,I-40,81,yes,no
Quick Truck Wash,Truck Washes,43 Interstate Ave,Russellville,AR,72802,,,(479) 968-9131,https://www.russellvilletankwash.com/,24/7 truck wash and trailer washouts on Interstate Ave near I-40 Exit 84.,,,,,,,,,,,,,,,,,,I-40,84,yes,no
Russellville Tank Wash,Truck Washes,41 Gary Lane,Russellville,AR,72802,,,(479) 498-4000,https://www.russellvilletankwash.com/,"24/7 cargo tank cleaning facility (food-grade and Kosher certified) near I-40 Exit 84, affiliated with Quick Truck Wash.",,,,,,,,,,,,,,,,,,I-40,84,yes,no
Exit 57 Truck Wash,Truck Washes,1104 S Crawford St,Clarksville,AR,72830,,,(479) 647-0517,https://exit57truckwash.com/,"Independent truck wash at I-40 Exit 57 in Clarksville. Mon-Fri 7am-8pm, Sat 7am-4pm, closed Sunday.",,,,,,,,,,,,,,,,,,I-40,57,yes,no
Sunset Inn Clarksville,Hotels with Truck Parking,2600 W Main St,Clarksville,AR,72830,,,(479) 754-8555,https://www.sunsetinnclarksville.com/,"Exterior-corridor motel just off I-40 Exit 55 with explicit truck parking: about 10 truck spaces in back and room for wide loads. Pet friendly, free WiFi, 24-hour front desk.",10,yes,,,yes,,,,,yes,,,yes,,,,,I-40,55,yes,no
