Business Name,Category,Address,City,State,ZIP,Latitude,Longitude,Phone,Website,Description,Truck Spaces,Free Parking,Paid Parking,Reserved Parking,Overnight Parking,Showers,Food,Fuel,Laundry,Restrooms,Repair,CAT Scale,WiFi,Security,TruckParkingClub URL,Affiliate Code,Image URL,Interstate,Exit Number,Published,Featured
Love's Travel Stop #698,Truck Stops,1190 Frank Amerson Pkwy,Macon,GA,31216,,,478-785-8715,https://www.loves.com/locations/ga/macon/loves-travel-stop-macon-698,"Love's Travel Stop with Subway, five truck service bays and CAT scales at I-75 Exit 153 in Macon.",119,yes,no,no,,yes,yes,yes,yes,,yes,yes,yes,,,,,I-75,153,yes,no
Flying J Travel Center #632,Truck Stops,288 Resaca Beach Blvd,Resaca,GA,30735,,,706-629-1541,https://www.pilotflyingj.com/stores/632/,"Flying J travel plaza at I-75 exit 320 in Resaca with 24-hour diesel, showers, laundry, and a Denny's restaurant.",200,,yes,yes,,yes,yes,yes,yes,,,yes,yes,,,,,I-75,320,yes,no
Circle K (Ringgold Travel Center),Truck Stops,11418 Hwy 41,Ringgold,GA,30736,,,706-935-3026,https://www.circlek.com/store-locator/US/ringgold/11418-hwy-41/2723622,"24-hour Circle K fuel stop at I-75 exit 345 in Ringgold with diesel, truck parking, and showers.",50,,,,,yes,yes,yes,no,,,yes,,,,,,I-75,345,yes,no
Love's Travel Stop #325,Truck Stops,178 Southwell Blvd,Tifton,GA,31794,,,229-382-9118,https://www.loves.com/locations/ga/tifton/loves-travel-stop-tifton-325,"Love's Travel Stop with deli, seven showers and two truck service bays at I-75 Exit 59 in Tifton.",115,yes,no,no,,yes,yes,yes,,,yes,,,,,,,I-75,59,yes,no
Pilot Travel Center #192,Truck Stops,4431 Union Rd,Tifton,GA,31794,,,229-382-7295,https://locations.pilotflyingj.com/us/ga/tifton/4431-union-rd,"Pilot Travel Center with Subway, 11 showers, truck wash and three service bays at I-75 Exit 60 in Tifton.",200,,yes,yes,,yes,yes,yes,yes,,yes,,yes,,,,,I-75,60,yes,no
Love's Travel Stop #550,Truck Stops,2315 Old Clyattville Rd,Valdosta,GA,31601,,,229-588-7706,https://www.loves.com/locations/ga/valdosta/loves-travel-stop-valdosta-550,Love's Travel Stop opened in August 2024 with Bojangles and Love's Fresh Kitchen at I-75 Exit 13 in Valdosta.,111,,,,,yes,yes,yes,yes,,,,,,,,,I-75,13,yes,no
Pilot Travel Center #4561,Truck Stops,3460 Madison Hwy,Valdosta,GA,31601,,,229-293-0388,https://locations.pilotflyingj.com/us/ga/valdosta/3460-madison-hwy,Pilot Travel Center with seven showers and CAT scale at I-75 Exit 11 in Valdosta.,84,,yes,yes,,yes,yes,yes,,yes,,yes,yes,,,,,I-75,11,yes,no
ONE9 Travel Center,Truck Stops,39 Victory Ln,Vienna,GA,31092,,,229-268-1414,https://locations.pilotflyingj.com/us/ga/vienna/39-victory-ln,"ONE9 Travel Center (Pilot network, long listed as Pilot #398) with McDonald's and CAT scales at I-75 Exit 109 in Vienna.",100,,,,,yes,yes,yes,,,,yes,yes,,,,,I-75,109,yes,no
S & B Truck Wash — Cartersville,Truck Washes,968 Cassville White Rd NE,Cartersville,GA,30121,,,,,Independent 24-hour truck wash on the Pilot Travel Center lot at Cassville-White Road in Cartersville.,,,,,,,,,,,,,,,,,,I-75,,no,no
Blue Beacon Truck Wash — Jackson,Truck Washes,132 Truck Stop Way,Jackson,GA,30233,,,770-775-4901,https://bluebeacon.com/locations/listing/jackson-ga,"Blue Beacon truck and trailer wash off I-75 Exit 201 in Jackson, next to the TA Travel Center.",,,,,,,,,,,,,,,,,,I-75,201,yes,no
