name,category,address,city,state,zip,phone,website,description,interstate,exitnumber,showers,food,fuel,laundry,restrooms,repair,catscale,wifi,security
Love's Travel Stop #776,truck-stops,700 Ceres Blvd,Vicksburg,MS,39183,601-636-6088,https://www.loves.com/,"24-hour Love's Travel Stop at the Ceres Boulevard exit east of Vicksburg with truck fueling, showers, an Arby's, and a CAT scale.",I-20,15,yes,yes,yes,,yes,yes,yes,yes,
Speedco at Love's #776 - Vicksburg,roadside-service,700 Ceres Blvd,Vicksburg,MS,39183,800-655-6837,,"Speedco lube, oil, light-mechanical and tire service bays located at the Love's Travel Stop off I-20 Exit 15.",I-20,15,,,,,,yes,,,
Petro Jackson (TA/Petro Stopping Center #328),truck-stops,970 I-20 W Frontage Rd,Jackson,MS,39201,601-292-0940,https://www.ta-petro.com/,"Full-service Petro travel center on the I-20/I-55 concurrency with an Iron Skillet restaurant, showers, laundry, service bays and a CAT scale.",I-20,45,yes,yes,yes,yes,yes,yes,yes,yes,
Pilot Travel Center #77,truck-stops,2520 S Gallatin St,Jackson,MS,39204,601-968-9491,https://locations.pilotflyingj.com/,"Pilot Travel Center on the I-20/I-55 concurrency with a McDonald's, showers, laundry, Wingfoot truck care and a CAT scale.",I-20,45,yes,yes,yes,yes,yes,yes,yes,yes,
Love's Travel Stop #420,truck-stops,730 Highway 80 E,Flowood,MS,39232,601-420-8324,https://www.loves.com/,"Love's Travel Stop just east of the I-20/I-55 split in Flowood with truck parking, showers, Subway/Chester's, and a CAT scale.",I-20,47B,yes,yes,yes,,yes,,yes,yes,
SOS Truck Stop,truck-stops,,Clinton,MS,39056,,,"Independent truck stop at the Clinton exit of I-20 offering diesel, showers and an ATM.",I-20,35,yes,,yes,,yes,,,,
RD's Road Service - Vicksburg,roadside-service,,Vicksburg,MS,,601-208-0268,,"Mobile 24-hour truck tire change, fuel delivery and roadside repair service covering the I-20 corridor around Vicksburg.",I-20,,,,,,,yes,,,
Love's Travel Stop #639,truck-stops,6138 Lake Norris Road,Lake,MS,39092,601-775-0011,https://www.loves.com/,"24-hour Love's travel center at I-20 Exit 96 with a Love's Truck Care service bay, roughly 80 truck parking spaces and eight DEF lanes.",I-20,96,yes,yes,yes,,yes,yes,,yes,
Newton Crossing,truck-stops,191 Eastside Dr,Newton,MS,39345,601-683-2551,,"Independent travel plaza and convenience store at I-20 Exit 109 in Newton with a deli, fast food, 24-hour diesel and truck parking.",I-20,109,,yes,yes,,yes,,,,
Queen City Truck Stop,truck-stops,5502 N Frontage Rd,Meridian,MS,39307,601-482-0233,,"Independent truck stop at Exit 150 on the shared I-20/I-59 stretch through Meridian, with fuel, a deli/restaurant and on-site engine repair.",I-20,150,,yes,yes,,yes,yes,,,
Pilot Travel Center #388,truck-stops,1555 Tommy Webb Dr,Meridian,MS,39307,601-484-5106,https://locations.pilotflyingj.com/,"24-hour Pilot travel center at Exit 151 on the shared I-20/I-59 stretch in Meridian, with a CAT scale, showers, laundry and truck parking.",I-20,151,yes,yes,yes,yes,yes,,yes,yes,
TA Meridian #047,truck-stops,2150 Russell Mt. Gilead Road,Meridian,MS,39301,601-483-7611,https://www.ta-petro.com/,"24-hour TravelCenters of America full-service travel center at Exit 160 east of Meridian with a truck maintenance shop, showers, laundry and about 90 parking spaces.",I-20,160,yes,yes,yes,yes,yes,yes,,yes,
Love's Travel Stop #343,truck-stops,113 Will Garrett Rd,Toomsuba,MS,39364,601-632-4006,https://www.loves.com/,"24-hour Love's travel center at I-20 Exit 165 near the Alabama line in Toomsuba, with about 71 truck parking spaces, seven showers and eight DEF lanes.",I-20,165,yes,yes,yes,,yes,,,yes,
Knight's Tire Towing & Auto Service,roadside-service,131 Highway 19 North,Meridian,MS,39307,601-485-7292,https://www.knightstiretowingandauto.com/,"Meridian-based tire, towing and 24-hour emergency roadside service that covers breakdowns along the I-20 corridor in east Mississippi.",I-20,,,,,,,yes,,,
