name,category,city,state,slug_preview,slug_collision,completeness,label,geocoding,duplicate_hits,verdict,reason,missing_fields
Lee Service Plaza,parking,Lee,MA,lee-service-plaza-lee-ma,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Blandford Service Plaza (Eastbound),parking,Blandford,MA,blandford-service-plaza-eastbound-blandford-ma,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Blandford Service Plaza (Westbound),parking,Blandford,MA,blandford-service-plaza-westbound-blandford-ma,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Ludlow Service Plaza (Eastbound),parking,Ludlow,MA,ludlow-service-plaza-eastbound-ludlow-ma,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Ludlow Service Plaza (Westbound),parking,Ludlow,MA,ludlow-service-plaza-westbound-ludlow-ma,,56,Needs work,needs-geocoding,,import-unpublished,"completeness 56, no address — enrich before publishing",Street address; Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pilot Travel Center #1327,truck-stops,Chicopee,MA,pilot-travel-center-1327-chicopee-ma,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Pride Travel Center - Chicopee,truck-stops,Chicopee,MA,pride-travel-center-chicopee-chicopee-ma,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at Pilot Chicopee,cat-scales,Chicopee,MA,cat-scale-at-pilot-chicopee-chicopee-ma,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Pride Travel Center Truck Wash - Chicopee,truck-washes,Chicopee,MA,pride-travel-center-truck-wash-chicopee-chicopee-ma,,72,Good,needs-geocoding,,ready-to-publish,completeness 72 with address,Verified coordinates; Amenities; Verified date; Approved reviews
Commercial Truck Tire Center - West Springfield,tire-repair,West Springfield,MA,commercial-truck-tire-center-west-springfield-west-springfield-ma,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
"Red's Towing, Recovery & Transport",roadside-service,West Springfield,MA,red-s-towing-recovery-transport-west-springfield-ma,,76,Good,needs-geocoding,,ready-to-publish,completeness 76 with address,Verified coordinates; Verified date; Approved reviews
Skyline Services,roadside-service,Westfield,MA,skyline-services-westfield-ma,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
Hampton Inn Westfield,hotels-truck-parking,Westfield,MA,hampton-inn-westfield-westfield-ma,,68,Good,needs-geocoding,,ready-to-publish,completeness 68 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Publick House Historic Inn & Country Motor Lodge,hotels-truck-parking,Sturbridge,MA,publick-house-historic-inn-country-motor-lodge-sturbridge-ma,,61,Needs work,needs-geocoding,,import-unpublished,completeness 61 — enrich before publishing,Verified coordinates; Phone; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Tri-State CDL Training Center,cdl-schools,Springfield,MA,tri-state-cdl-training-center-springfield-ma,,65,Good,needs-geocoding,,ready-to-publish,completeness 65 with address,Exit number; Verified coordinates; Amenities; Verified date; Approved reviews
United Tractor Trailer School,cdl-schools,Chicopee,MA,united-tractor-trailer-school-chicopee-ma,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Amenities; Verified date; Approved reviews
Pilot Travel Center #222,truck-stops,Sturbridge,MA,pilot-travel-center-222-sturbridge-ma,,71,Good,needs-geocoding,,ready-to-publish,completeness 71 with address,Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
CAT Scale at Pilot Sturbridge,cat-scales,Sturbridge,MA,cat-scale-at-pilot-sturbridge-sturbridge-ma,,69,Good,needs-geocoding,,ready-to-publish,completeness 69 with address,Verified coordinates; Phone; Verified date; Approved reviews
New England Truck Stop,truck-stops,Sturbridge,MA,new-england-truck-stop-sturbridge-ma,,64,Needs work,needs-geocoding,,import-unpublished,completeness 64 — enrich before publishing,Verified coordinates; Website; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
Charlton Service Plaza (Eastbound),parking,Charlton,MA,charlton-service-plaza-eastbound-charlton-ma,,63,Needs work,needs-geocoding,,import-unpublished,"completeness 63, no address — enrich before publishing",Street address; Verified coordinates; Parking type; Truck-space count; TPC reservation link; Verified date; Approved reviews
