listing_id,business_name,category,address,city,state,zip,current_latitude,current_longitude,proposed_latitude,proposed_longitude,confidence,source_url,verification_notes,action,queue_reasons
34fc2993-dbed-4d8f-8882-b05e7a4a3942,Pathway Travel Plaza,truck-stops,7746 GA-140,Adairsville,GA,30103,,,34.3778,-84.9157,low,https://www.tesla.com/findus/location/supercharger/AdairsvilleGAsupercharger,"manual geocode anchored to Tesla official supercharger coords at 7867 Adairsville Hwy (I-75 exit 306), adjacent/across from the plaza; No published coordinates found for 7746 itself (pilot/brand sites and all geocoder APIs are proxy-blocked in this session). Tesla publishes 34.377883,-84.915729 for 7867 Adairsville Hwy 'right off exit 306'; Pathway Travel Plaza (formerly Table 306) is confirmed at",manual-review,action=manual-review; confidence=low
54d2b882-24b4-4c09-b2b8-98529c4e1af7,QuikTrip Travel Center #757,truck-stops,961 Hwy 140 NW,Adairsville,GA,30103,,,34.378,-84.918,low,https://www.iexitapp.com/business/QuikTrip/324558,"manual geocode at I-75 exit 306 / GA-140 interchange (west side); exit position derived from Tesla official coords + Love's/Buc-ee's exit-310 and Pilot exit-296 anchors; QT's own site and iExit/truckstopsandservices confirm store #757 at 961 Hwy 140 NW = I-75 exit 306, but locations.quiktrip.com is proxy-blocked and no directory published coordinates. A geocoded fuel-price dataset (github naman089",manual-review,action=manual-review; confidence=low
58df3f57-bad8-4b31-8949-437e4c00a3b2,Adel Truck Plaza,truck-stops,1503 W 4th St,Adel,GA,31620,,,31.138574,-83.444919,medium,https://github.com/lokal-ninja/georgia/blob/master/data/cities/adel/piggly-wiggly.yml,"extrapolated along W 4th St (GA-37) from OSM address anchors (500 -> -83.42933, 714 -> -83.43298, 1221 -> -83.4406) to house number 1503 at I-75 exit 39; Address confirmed (CITGO directory URL, Yelp, TruckMap, Waze all give 1503 W 4th St, Adel GA 31620, I-75 exit 39). Conflicting geocodes: WhosOnFirst/SimpleGeo puts '1503 W 4th St' at 31.134378,-83.436166, which contradicts the street-numbering tr [AUDITED:wrong] The street-number extrapolation is refuted: Huddle House's official brand locator (huddlehouse.com/locations/ga/adel/1503-west-fourth-st/ — the restaurant inside the plaza, same ad",manual-review,action=manual-review; confidence=medium
f89415ea-400b-4f6a-954b-7e920013cf4a,A-1 Truck Stop,truck-stops,2005 North St,Ashburn,GA,31714,,,31.71858,-83.65459,low,https://github.com/whosonfirst-data/whosonfirst-data-venue-us-ga/blob/master/data/723/077/983/723077983.geojson,"nearest verified same-street neighbor anchor (1871 North St, WhosOnFirst 31.718579,-83.65459); A-1 at 2005 North St is slightly beyond toward I-75 exit 84; AllStays/ParkAdvisor confirm A-1 Truck Stop (Citgo) at 2005 North St, I-75 exit 84 (Hwy 159), Ashburn GA 31714, phone (229) 567-3000; parking described as 'across the road'. No source publishes coordinates for 2005 itself; point is the 1871 nei",manual-review,action=manual-review; confidence=low
096dd2fe-80a1-441b-a700-dbea8e1455c2,America's Truck Stop,truck-stops,2100 Jonesboro Rd SE,Atlanta,GA,30315,,,33.6986,-84.3757,low,https://www.americastruckstop.com/,"extrapolated along Jonesboro Rd SE from verified anchors (USPS 1590 Jonesboro Rd SE 33.70915,-84.38112; business dataset 1805 Jonesboro Rd SE 33.704709,-84.378857); Business active (own site americastruckstop.com; truckparkingclub listing for 2100 Jonesboro Road Southeast 30315), but no source publishes coordinates and the business site is proxy-blocked. Extrapolation over ~300 house numbers on a",manual-review,action=manual-review; confidence=low
f1d1bc65-60ea-43df-87b4-266985431b30,Southern Tire Mart #165,tire-repair,4600 Fulton Industrial Blvd SW,Atlanta,GA,30336,,,33.760512,-84.53688,medium,https://dcontrol.com/profile/southern-tire-mart-XpH,"directory POI coords via web search snippet; Southern Tire Mart #165, 4600 Fulton Industrial Blvd SW. Point lies on the Fulton Industrial Blvd corridor (road nodes at 33.765,-84.5317 and 33.755,-84.5455 bracket it); slightly east of centerline, consistent with a large lot. Single source, no independent <150 m confirmation.",manual-review,action=manual-review; confidence=medium
8f306b35-1615-4795-93eb-a5f7394bd5ed,Atlanta Commercial Tire - Cartersville,tire-repair,161 Criss Black Road,Cartersville,GA,30120,,,34.221951,-84.876123,medium,https://raw.githubusercontent.com/whosonfirst-data/whosonfirst-data-venue-us-ga/master/data/739/741/227/739741227.geojson,"WhosOnFirst venue geocode (predecessor business at exact address); Atlanta Commercial Tire Cartersville, 161 Criss Black Rd. WOF venue 'North Georgia Tire Service' at 161 Criss Black Rd NW (Bridgestone dealer listing confirms North Georgia Tire = this address). Criss Black Rd NW junction with Hwy 411 is at 34.222365,-84.883573; point is ~700 m along the road, consistent. Single source.",manual-review,action=manual-review; confidence=medium
1d38a614-f929-4747-95c3-7ae04f61c4e0,BestDrive Commercial Tire Center - Cartersville,tire-repair,2225 Hwy 411 NE,Cartersville,GA,30121,,,34.238071,-84.777491,medium,https://raw.githubusercontent.com/whosonfirst-data/whosonfirst-data-venue-us-ga/master/data/723/039/731/723039731.geojson,"WhosOnFirst address-level geocode; BestDrive Cartersville, 2225 Hwy 411 NE. Two WOF venues at this exact address share point 34.238071,-84.777491 (address-level geocode on the US-411 corridor between Cartersville and White). No independent confirmation.",manual-review,action=manual-review; confidence=medium
e2c31cbf-a70b-4617-abb9-d65d6d747c83,CAT Scale — TA Cartersville,cat-scales,981 Cassville-White Rd,Cartersville,GA,30121,,,34.273972,-84.807762,medium,https://github.com/dsollberger/30DayMapChallenge/blob/master/2022/data/All_The_Places/tapetro.geojson,"ta-petro.com scraped brand coords + Google place cross-check; CAT Scale at TA Cartersville, 981 Cassville-White Rd (I-75 exit 296, across the road from Pilot #67). Brand-scraped point 34.2739,-84.8075 agrees with a Google Maps saved place for 'TA Cartersville 0146' at 34.27319,-84.807663 (~80 m); used the higher-precision point. WOF Popeyes (inside TA) geocodes ~450 m east at 34.272533,-84.802577. [AUDITED:wrong] Proposed 34.273190,-84.807663 sits in the Cassville-White Rd corridor between the two competing truck stops, only ~55 m from Pilot #67's point. TA is on the north(west) side: TA's",manual-review,action=manual-review; confidence=medium
c9d1ece9-f5fc-4358-a8c5-6467efdda424,JP Truck Center,truck-stops,2320 Hwy 411 NE,Cartersville,GA,30121,,,34.241411,-84.774739,medium,https://us.maptons.com/p/14904145493,"maptons/coparking directory coordinates for exact address, corroborated by adjacent-parcel WhosOnFirst venue; Maptons/CoParking give 34.2414113,-84.7747390 for JP Truck and Auto Center, 2320 US-411/Hwy 411 NE, Cartersville 30121 (I-75 exit 293, phone 678-972-7675). Adjacent Holiday Inn at 2336 Highway 411 NE (WhosOnFirst) is 34.241958,-84.775186 (~75 m away) - consistent. Maptons and coparking lik",manual-review,action=manual-review; confidence=medium
