listing_id,business_name,category,address,city,state,zip,current_latitude,current_longitude,proposed_latitude,proposed_longitude,confidence,source_url,verification_notes,action
c2bd3356-8933-46a5-9b08-0a520a585d2a,"CAT Scale — Flying J Travel Center #632, Resaca",cat-scales,288 Resaca Beach Blvd NW,Resaca,GA,30735,,,34.576411,-84.947150,high,https://raw.githubusercontent.com/baxbergenut/fuelbot/master/all_locations.csv,"Pilot-network location dataset + two independent cross-checks; Flying J #632, 288 Resaca Beach Blvd NW (I-75 exit 320). 34.57641098,-84.94714971 confirmed by RVUnicorn 34.576835,-84.946624 (~65 m) and campendium/campgroundviews 34.577,-84.9472. CAT scale on host Flying J property. [AUDITED:confirmed] Independent OSM node 230493062 (lokal-ninja/georgia resaca/flying-j.yml): Flying J, 288 Resaca Beach Blvd, 34.57618,-84.9472 — ~30 m from proposed 34.576411,-84.947150. [FINAL-AUDIT:approved] truckstopsandservices + allstays CAT-scale list + mystore411 confirm CAT scale at FJ #632, 288 Resaca Beach Blvd, I-75 e",ready
a178c35e-73ba-4c23-bbe4-605dc4a365c4,Flying J Travel Center #632,truck-stops,288 Resaca Beach Blvd,Resaca,GA,30735,,,34.576835,-84.946624,high,https://www.pilotflyingj.com/stores/632/,"brand-published coords (Pilot store-list dump #632) + OCM + USPS cross-checks; Pilot official store list (store 632, 288 Resaca Beach Blvd, I-75 Exit 320) gives 34.576835,-84.946624. Independent: OpenChargeMap OCM-331797 'Flying J 632' same address 34.57682,-84.948 (~125 m); USPS collection-box locator at '288 RESACA BEACH BLVD NW' 34.576606,-84.947459 (~80 m). [FINAL-AUDIT:approved] OSM node 230493062 (uncited in this row's notes; housenumber 288, phone 706-629-1541 matches) at 34.57618,-84.9472 is ~9",ready
55f53612-5494-460b-9ee1-2ac92f154285,"CAT Scale — Pilot Travel Center #192, Tifton",cat-scales,4431 Union Rd,Tifton,GA,31794,,,31.428514,-83.516320,high,https://raw.githubusercontent.com/baxbergenut/fuelbot/master/all_locations.csv,"Pilot-network location dataset + independent scrape cross-check; Pilot #192, 4431 Union Rd, Tifton (I-75 exit 60). 31.42851433,-83.51631983 confirmed by RVUnicorn 31.427922,-83.517008 (~110 m). CAT scale on host Pilot property. [AUDITED:confirmed] PFJ API value re-verified (fuelbot CSV 31.42851,-83.51632); older Pilot official CSV 31.42792,-83.51701 is 110 m away on the same 200-space property. Exit 60 confirmed (locations.p [FINAL-AUDIT:approved] truckstopsandservices + allstays confirm CAT scale at Pilot #192, 4431 (Old) Union Rd, I-75 exit 60; POI Factory #0192 (",ready
6dbef08c-6306-4db2-bccf-5da49a0a2ac8,Love's Travel Stop #325,truck-stops,178 Southwell Blvd,Tifton,GA,31794,,,31.415715,-83.503054,high,https://www.loves.com/locations/ga/tifton/loves-travel-stop-tifton-325,"Love's brand data (AllThePlaces scrape) + POI Factory cross-check; AllThePlaces loves spider (ref 325, 178 Southwell Blvd., Tifton 31794, phone 229-382-9118) gives 31.415715,-83.503054; POI Factory (#0325, I-75 Exit 59) 31.41573,-83.503123 (~10 m). [AUDITED:confirmed] ATP loves.geojson re-verified (Site 325, 178 Southwell Blvd., 31.415715,-83.503054); POI Factory ~10 m. Exit-59 position consistent with Pilot #192 (exit 60) 0.85 mi north. No cont [FINAL-AUDIT:approved] truckstopsandservices (I-75 exit 59) + Bridgestone commercial dealer locator at 178 Southwell Blvd + loves.com confirm L",ready
ff5956ff-3364-46a8-b036-0c8c8a414ad0,Love's Truck Care - Tifton #325,tire-repair,178 Southwell Blvd,Tifton,GA,31794,,,31.415715,-83.503054,high,https://github.com/dsollberger/30DayMapChallenge/blob/master/2022/data/All_The_Places/loves.geojson,"alltheplaces scrape of loves.com + directory cross-check; Love's Truck Care at Love's Travel Stop #325, 178 Southwell Blvd, Tifton (I-75 exit 59). loves.com-scraped 31.415715,-83.503054 confirmed by truckmap-derived snippet 31.4151,-83.50294 (~120 m). Truck Care co-located on host Love's property. [AUDITED:confirmed] Truck Care co-located on Love's #325 property. ATP loves.geojson (raw.githubusercontent dsollberger) re-verified: Site 325, 178 Southwell Blvd, 31.415715,-83.503054. POI Factory va [FINAL-AUDIT:approved] Yelp Love's Truck Care Tifton (Sept 2025) + TruckDown + Michelin/Bridgestone dealer locators (uncited in notes) confirm ",ready
944a23e3-93b6-4f19-a43a-8879c89ae09a,Pilot Travel Center #192,truck-stops,4431 Union Rd,Tifton,GA,31794,,,31.427922,-83.517008,high,https://locations.pilotflyingj.com/us/ga/tifton/4431-union-rd,"brand-published coords (Pilot store-list dump #192); Pilot official store list (store 192, 4431 Union Road, Tifton, I-75 Exit 60) gives 31.427922,-83.517008; POI Factory (#0192) identical (same origin). Sits between Exit 59 (Love's, 31.4157) and Exit 61/62 area (31.44) as expected. Brand-published for exact address; no contradicting source found. [AUDITED:confirmed] Pilot official CSV re-fetched (store 192: 31.427922,-83.517008); PFJ API vintage 110 m away on same 200-space parcel. Exit 60 confirmed by locations.pilotflyingj.com, truckstopsand [FINAL-AUDIT:approved] TruckMap (4431 Old Union Rd) + findtruckservice (phone 229-382-7295) + allstays confirm Pilot #192 open at I-75 exit 60;",ready
a732e380-3d35-43b5-916a-47198de64c3e,"CAT Scale — Pilot Travel Center #4561, Valdosta",cat-scales,3460 Madison Hwy,Valdosta,GA,31601,,,30.754267,-83.273221,high,https://raw.githubusercontent.com/baxbergenut/fuelbot/master/all_locations.csv,"Pilot-network location dataset + independent scrape cross-check; Pilot #4561, 3460 Madison Hwy, Valdosta (I-75 exit 11). 30.75426741,-83.27322114 confirmed by RVUnicorn 30.754816,-83.272851 (~75 m) and truckerpath-derived snippet (same value). CAT scale on host Pilot property. [AUDITED:confirmed] Independent OSM node 236502830 (Pilot, 3460 Madison Hwy) at 30.75443,-83.27299 is ~35 m from proposed 30.754267,-83.273221. Same parcel as host Pilot #4561 row (65 m apart). [FINAL-AUDIT:approved] iExit + findtruckservice + truckstopsandservices confirm Pilot #4561 at 3460 Madison Hwy, I-75 exit 11, with CAT scale; ",ready
5cacc890-42ce-467d-a63b-3cc01d3b9c95,Georgia DPS Weigh Station 17 - I-75 Southbound (Lowndes County),weigh-stations,I-75 South near mile marker 23,Valdosta,GA,,,,30.918070,-83.365660,high,https://github.com/tbeerbower/vanlife/blob/08f1da90fa6d4af408d67f92b850b102558302e8/vanlife-backend/src/main/resources/NTAD_Truck_Stop_Parking_9110160632932345500.csv,"USDOT NTAD Truck Stop Parking directional record + weigh-station API dataset cross-check; NTAD row 293 'Georgia Weigh Station Region 8 South (Lowndes), I-75S, MP 23, Valdosta' = 30.917,-83.365; rv-nav-ds weigh_station_api.csv row 230 = 30.91807,-83.36566 (used). SB point west of NB twin, correct side for N-S alignment. [AUDITED:confirmed] NTAD row 293 'Region 8 South(Lowndes), I-75S, MP 23, Valdosta' = 30.917,-83.365 and rv-nav row 230 = 30.91807,-83.36566, re-verified in raw files. I-75 is N-S here; this SB point i [FINAL-AUDIT:approved] OSM way 1037037126 (Mapcarta) 'I-75 Southbound Weigh Station', Lowndes GA, at 30.91792,-83.36631 is 64 m from the row po",ready
1e825644-fb2f-42c6-8bd1-e862fbbcdf40,Georgia DPS Weigh Station 18 - I-75 Northbound (Lowndes County),weigh-stations,I-75 North near mile marker 23,Valdosta,GA,,,,30.918000,-83.364410,high,https://github.com/tbeerbower/vanlife/blob/08f1da90fa6d4af408d67f92b850b102558302e8/vanlife-backend/src/main/resources/NTAD_Truck_Stop_Parking_9110160632932345500.csv,"USDOT NTAD Truck Stop Parking directional record + weigh-station API dataset cross-check; NTAD row 294 'Georgia Weigh Station Region 8 North (Lowndes), I-75N, MP 23, Valdosta' = 30.918,-83.364; rv-nav-ds weigh_station_api.csv row 231 = 30.918,-83.36441 (used, exact match). NB point east of SB twin, correct side. Trucker source: NB scale 1.6 mi north of exit at MM 23. [AUDITED:confirmed] NTAD row 294 'Region 8 North (Lowndes), I-75N, MP 23, Valdosta' = 30.918,-83.364 and rv-nav row 231 = 30.918,-83.36441, re-verified. EAST of the SB twin by ~120 m on a N-S alignmen [FINAL-AUDIT:approved] Row NB point sits 120 m due EAST (correct NB side) of the OSM-fixed SB station (way 1037037126 at 30.91792",ready
f6a155cc-c10c-455a-b854-a3643c00535d,Pilot Travel Center #4561,truck-stops,3460 Madison Hwy,Valdosta,GA,31601,,,30.754816,-83.272851,high,https://locations.pilotflyingj.com/us/ga/valdosta/3460-madison-hwy,"brand-published coords (Pilot store-list dump #4561) + neighbor cross-checks; Pilot official store list (store 4561, 3460 Madison Hwy, I-75 Exit 11) gives 30.754816,-83.272851. Independent neighbors confirm the interchange cluster: Waffle House #605 official locator at 3487 Madison Hwy 30.753336,-83.272454 (~170 m across the road); Pilot #0073 across at 3495 Madison Hwy 30.752978,-83.271506. [AUDITED:confirmed] Independent OSM node 236502830 (lokal-ninja/georgia valdosta/pilot.yml): Pilot, 3460 Madison Highway, 30.75443,-83.27299 — ~45 m from proposed 30.754816,-83.272851. [FINAL-AUDIT:approved] iExit exit 11 + findtruckservice + truckstopsandservices (uncited directories) confirm Pilot #456",ready
