listing_id,business_name,category,address,city,state,zip,current_latitude,current_longitude,proposed_latitude,proposed_longitude,confidence,source_url,verification_notes,action
0f848a8a-9f2f-4e89-bed3-97d656bcd25d,TA Cartersville #146,truck-stops,981 Cassville-White Rd,Cartersville,GA,30121,,,34.273972,-84.807762,high,https://github.com/ChaseCallahan37/541_group_proj/blob/main/store-data/Popeyes.csv,"Popeyes store dataset for restaurant inside TA Cartersville (exact address 981 Cassville White Rd NE) + POI-Factory TA dataset cross-check; Popeyes (located inside TA #146) at 981 Cassville White Rd NE: 34.27397156,-84.80776215. Independent POI-Factory truck stop dataset: TA #0146 at 34.2739,-84.8075 (~25 m). ta-petro.com itself is proxy-blocked. I-75 exit 296, across the road from Pilot #67. [AUDITED:confirmed] TA's own feed (tapetro.geojson, re-fetched: TA Cartersville, 981 Cassville-White Road, 34.2739,-84.8075) is ~25 m from proposed 34.273972,-84.807762 (Popeyes-inside-TA dataset). Bo [FINAL-AUDIT:approved] IHOP-inside-TA dataset (981 Cassville-White Rd) at 34.27410,-84.80770 is 15 m fr",ready
2014a51a-b405-4d49-a3b4-a22a9844ac5f,"CAT Scale — Pilot Travel Center #416, Cordele",cat-scales,2201 E 16th Ave,Cordele,GA,,,,31.959812,-83.746752,high,https://raw.githubusercontent.com/baxbergenut/fuelbot/master/all_locations.csv,"Pilot-network location dataset + OpenChargeMap + co-located POI; Pilot #416, 2201 E 16th Ave, Cordele (I-75 exit 101). Pilot-derived 31.95981216,-83.74675164; OpenChargeMap OCM-275374 'Pilot Travel Center #416' 31.9600919,-83.74669 (~30 m); co-located Arby's at 2201 E 16th Ave 31.95948982,-83.74677277 (~40 m); RVUnicorn 31.960264,-83.74661. CAT scale on host Pilot property. Input zip missing; zip  [AUDITED:confirmed] Host Pilot #416 property point. PFJ API (fuelbot, re-fetched) 31.95981,-83.74675 and Pilot official CSV 31.96026,-83.74661 bracket it (~55 m); OpenChargeMap and co-located Arby's  [FINAL-AUDIT:approved] Uncited dlobo_latlong store 416 geocode 31.9594892,-83.7467725 is 36 m from ",ready
8a9e2301-b793-454f-85e6-c01e98b715c7,Pilot Travel Center #416,truck-stops,2201 16th Ave E,Cordele,GA,31015,,,31.960264,-83.746610,high,https://github.com/adnmcq/geo/blob/master/pilot_locations.csv,"official Pilot location CSV (store 416, 2201 East 16 Avenue) + independent geocoded dataset cross-check; Pilot official data: 31.960264,-83.74661 (I-75 Exit 101, phone 229-271-5775). Independent cross-check (dlobo_latlong.csv keyed by store 416): 31.9594892,-83.7467725 - agrees within ~90 m. Address written '2201 16th Ave E' in input vs '2201 East 16th Ave' in Pilot data - same address. [AUDITED:confirmed] Pilot official CSV re-fetched (store 416: 31.960264,-83.74661). Independent OpenChargeMap OCM-275374 and co-located Arby's dataset (both cited on sibling row) within 30-90 m; exit- [FINAL-AUDIT:approved] Uncited POI-Factory truck-stop dataset (Pilot #0416, I-75 exit 101, 2201 East 16th Ave",ready
ee24eb2e-7055-4814-8772-dc0797965591,"CAT Scale — Pilot Travel Center #319, Dalton",cat-scales,243 Connector 3 SW,Dalton,GA,30720,,,34.686835,-85.000111,high,https://raw.githubusercontent.com/cosainto/RVUnicorn/main/backend/prisma/data/pilot-flying-j.csv,"Pilot-network (ONE9) location data, two aggregators identical; Pilot #319, now ONE9 Travel Center, 243 Connector 3 SW, Dalton (I-75 exit 328). RVUnicorn Pilot dataset and location.com both give 34.686835,-85.000111 (Pilot API-derived). Position consistent with exit-328 corridor (Pilot #421 at exit 326 is 34.6557). CAT scale on host property. [AUDITED:confirmed] Directory value surfaced via WebSearch (location.com/truckstopsandservices ONE9 Travel Center Dalton): 34.6872654,-85.0001539 — ~48 m from proposed 34.686835,-85.000111. Georgia in [FINAL-AUDIT:approved] Uncited adnmcq pilot_locations.csv (store 319, I-75 exit 328) at exactly 34.686835,-85.000111 and POI-Factory identical;",ready
32188e16-75ce-477c-b671-a22f8606b139,ONE9 Travel Center #319,truck-stops,243 Connector 3 SW,Dalton,GA,30720,,,34.687265,-85.000154,high,https://github.com/Just-Kyu/RouteFlare-Main/blob/main/all_locations%20(1)%20(2).csv,"Pilot Flying J location-API data (ONE9 Travel Center #319) + independent geocoded dataset cross-check; Current PFJ API dump lists it as ONE9 Travel Center #319: 34.687265,-85.000154 (243 Connector 3 SW, I-75 Exit 328, phone 706-277-7934). Independent dlobo_latlong.csv (store 319): 34.6871626,-84.9999995 (~20 m); older Pilot CSV 34.686835,-85.000111 (~50 m). Longitude just west of -85 is correct fo [FINAL-AUDIT:approved] Uncited POI-Factory (#0319, exit 328) point 34.686835,-85.000111 is 48 m from proposed on the same parcel; PFJ locator p",ready
599cf7a7-eb06-4527-bcdb-69daa62e11c7,Pilot Travel Center #421,truck-stops,142 Carbondale Rd SW,Dalton,GA,30721,,,34.655613,-84.981043,high,https://github.com/adnmcq/geo/blob/master/pilot_locations.csv,"official Pilot location CSV (store 421) + independent geocoded dataset cross-check; Pilot official data: 34.655613,-84.981043 (142 Carbondale Road, I-75 Exit 326, phone 706-370-4060). Independent cross-checks: dlobo_latlong.csv (store 421) 34.655739,-84.980382 (~60 m); Chattanooga TPO travel-survey geocode 34.654132,-84.982201 (~195 m). [FINAL-AUDIT:approved] Uncited RouteFlare current PFJ API dump (store 421, 142 Carbondale Rd SW, I-75 exit 326) 34.6557258,-84.9803032 is 69 m ",ready
a45b0906-ec99-4785-bfd6-afae328bc2aa,Love's Travel Stop #359,truck-stops,150 Old Allatoona Rd SE,Emerson,GA,30121,,,34.118857,-84.743165,high,https://github.com/dsollberger/30DayMapChallenge/blob/main/2022/data/All_The_Places/loves.geojson,"loves.com official data (All The Places loves spider, Site 359, exact address match); Love's official coordinates 34.118857,-84.743165 for 150 Old Allatoona Rd SE, Emerson 30121 (I-75 Exit 283, phone 770-382-4141), identical across three dataset vintages (ATP geojson, BloomTech truck_stops.csv, gSchool loveslocator) - all trace to Love's own locator, so effectively one authoritative source; passes [AUDITED:confirmed] Independent OSM node 423050405 (lokal-ninja/georgia cartersville/loves.yml): Love's, 150 Old Allatoona Road Southeast, phone +1-770-382-4141 (matches), 34.11889,-84.74346 — ~27 m  [FINAL-AUDIT:approved] Uncited RVUnicorn loves.csv (#0359, I-75 exit 283, phone 770-382-4141) at ex",ready
f2f3cfb3-4d20-4954-8639-39c25dff014c,Georgia DPS Weigh Station 12 - I-75 Southbound (Monroe County),weigh-stations,I-75 South near mile marker 190,Forsyth,GA,,,,33.069140,-83.973610,high,https://github.com/tbeerbower/vanlife/blob/08f1da90fa6d4af408d67f92b850b102558302e8/vanlife-backend/src/main/resources/NTAD_Truck_Stop_Parking_9110160632932345500.csv,"USDOT NTAD Truck Stop Parking directional record + weigh-station API dataset cross-check; NTAD row 314 'Georgia Weigh Station Region 6 South (Monroe), I-75S, MP 190, Forsyth' = 33.069,-83.973; independent weigh_station_api.csv (BloomTech-Labs/rv-nav-ds row 235) = 33.06914,-83.97361 (used, higher precision). Direction from official NTAD I-75S label; SB point lies slightly west/south of NB twin, con [AUDITED:confirmed] Re-fetched both cited datasets from raw.githubusercontent and extraction is exact: NTAD row 314 'Georgia Weigh Station Region 6 South (Monroe), I-75S, MP 190, Forsyth' = 33.069,-8 [FINAL-AUDIT:approved] OSM (Mapcarta W462463323) fixes 'Monroe County Weigh Station - I-75 Northbou",ready
3fc244ee-a2a6-43b8-acd4-5befc8bc2d20,Georgia DPS Weigh Station 13 - I-75 Northbound (Monroe County),weigh-stations,I-75 North near mile marker 190,Forsyth,GA,,,,33.070380,-83.973360,high,https://github.com/tbeerbower/vanlife/blob/08f1da90fa6d4af408d67f92b850b102558302e8/vanlife-backend/src/main/resources/NTAD_Truck_Stop_Parking_9110160632932345500.csv,"USDOT NTAD Truck Stop Parking directional record + weigh-station API dataset cross-check; NTAD row 315 'Georgia Weigh Station Region 6 North (Monroe), I-75N, MP 190, Forsyth' = 33.07,-83.973; rv-nav-ds weigh_station_api.csv row 236 = 33.07038,-83.97336 (used). NB point east of SB twin, correct for NB carriageway on N-S alignment. Waze also lists 'I-75 N Weigh Station - Mile 190'. [AUDITED:confirmed] NTAD row 315 'Georgia Weigh Station Region 6 North(Monroe), I-75N, MP 190, Forsyth' = 33.07,-83.973 and rv-nav row 236 = 33.07038,-83.97336 both re-verified against the raw files.  [FINAL-AUDIT:approved] OSM way (Mapcarta W462463323) named 'Monroe County Weigh Station - I-75 Northbound' at 33.070",ready
bdbeb0cd-6935-4c31-b188-9465f1c1146a,"CAT Scale — Flying J Travel Center #630, Jackson",cat-scales,1125 Bucksnort Rd,Jackson,GA,30233,,,33.207424,-84.064267,high,https://raw.githubusercontent.com/baxbergenut/fuelbot/master/all_locations.csv,"Pilot-network location dataset + independent scrape cross-check; Flying J #630, 1125 Bucksnort Rd, Jackson (I-75 exit 201). 33.20742423,-84.0642666 confirmed by RVUnicorn 33.208006,-84.064004 (~70 m) and dcfctracker EV-charger listing (same value). CAT scale on host Flying J property. [AUDITED:confirmed] 70 m from Flying J #630 brand point (33.208006,-84.064004, Pilot official CSV) — both on the same large FJ parcel at 1125 Bucksnort Rd, west of I-75. Value is the PFJ API dump coor [FINAL-AUDIT:approved] Uncited OpenChargeMap OCM-306570 ('Flying J Travel Center #630', 1125 Bucksnort Rd) at 33.2069377,-84.0634715 is 92 m fr",ready
