listing_id,business_name,city,state,interstate,lat,lng,severity,findings,miles_outside_state,miles_outside_corridor
362f1bd5-2789-488a-8652-ffa580d9737a,Pilot Travel Center #411,Lebanon,TN,I-40,,,no-coordinates,no-coordinates,,
9eaf0102-674a-4c29-a360-b2de6807e4f1,"Pilot Travel Center #424 (Ocala, 4032 Hwy 326)",Ocala,FL,I-75,,,no-coordinates,no-coordinates,,
7d43f079-09a4-4f73-a484-93682b5e28aa,Pilot Travel Center #429,West Memphis,AR,I-40,,,no-coordinates,no-coordinates,,
d7265e8b-ae0a-4d0b-84f1-de75c9f7a70d,Pilot Travel Center #430,Russellville,AR,I-40,,,no-coordinates,no-coordinates,,
92a67cb7-3086-461e-a710-7ab4be8446cf,Pilot Travel Center #437,Williamsburg,KY,I-75,,,no-coordinates,no-coordinates,,
28ed1b57-596a-42e2-bcb7-55434d32fe02,Pilot Travel Center #441,Priceville,AL,I-65,,,no-coordinates,no-coordinates,,
f7f69a6a-d032-46ee-9ce6-52796f556a07,Pilot Travel Center #448 (Hebron),Hebron,IN,I-65,,,no-coordinates,no-coordinates,,
58ed9375-a7ad-4139-95ec-8c928564778c,"Pilot Travel Center #4556 (Wildwood, 744 SR 44)",Wildwood,FL,I-75,,,no-coordinates,no-coordinates,,
0fda85a9-364c-4541-99d7-fac38c8f755e,Pilot Travel Center #4562,Kingsland,GA,I-95,,,no-coordinates,no-coordinates,,
9ac45310-ac8c-4885-a5aa-ebf787c2f13a,Pilot Travel Center #4569,Hardeeville,SC,I-95,,,no-coordinates,no-coordinates,,
7e79bd38-6884-4e0c-a05e-0303faa8514e,Pilot Travel Center #457,Beaverdam,OH,I-75,,,no-coordinates,no-coordinates,,
989e6437-46b1-45ce-a5b2-7f7d4d0cb18a,Pilot Travel Center #4584,Latta,SC,I-95,,,no-coordinates,no-coordinates,,
4c7eff4b-4b93-4969-8d19-5fb1d388779b,Pilot Travel Center #4597,Gordonsville,TN,I-40,,,no-coordinates,no-coordinates,,
8cb6aa2b-13c3-4f79-8b1b-ee434bb8cee8,Pilot Travel Center #4651,Skippers,VA,I-95,,,no-coordinates,no-coordinates,,
d4d6ed3b-3e72-4011-b0cc-29783bc21dd0,Pilot Travel Center #47,Georgetown,KY,I-75,,,no-coordinates,no-coordinates,,
6d8f6cd0-78e1-489f-9f94-7878cba55e77,Pilot Travel Center #500 (Jasper),Jasper,FL,I-75,,,no-coordinates,no-coordinates,,
7e949312-8bda-4eb3-b270-bed57d56fdc0,Pilot Travel Center #53,Hurricane Mills,TN,I-40,,,no-coordinates,no-coordinates,,
50cf9353-443d-406e-b1d2-9889112e116c,Pilot Travel Center #575,St. Marys,GA,I-95,,,no-coordinates,no-coordinates,,
b89a9bb7-6833-4f23-8466-1d6660615cd3,Pilot Travel Center #58 (ONE9),Pleasant Hill,NC,I-95,,,no-coordinates,no-coordinates,,
c251431a-ff37-4d55-9b22-1fd126b525aa,Pilot Travel Center #602,Birmingham,AL,I-65,,,no-coordinates,no-coordinates,,
a77f9fde-3b52-4f86-961d-91e168d388d5,Pilot Travel Center #62,Florence,SC,I-95,,,no-coordinates,no-coordinates,,
062c24f7-7145-41f3-97f7-431b2d8965b3,Pilot Travel Center #6990,Kenly,NC,I-95,,,no-coordinates,no-coordinates,,
da315672-4e7f-4389-a555-4e4b7aa1d94a,Pilot Travel Center #71,Port Wentworth,GA,I-95,,,no-coordinates,no-coordinates,,
48942c6d-d58b-46ad-8a29-906278fceb35,Pilot Travel Center #75,Satsuma,AL,I-65,,,no-coordinates,no-coordinates,,
da698161-6d20-4069-9e12-64db6fb9cf21,Pilot Travel Center #9,Franklin,OH,I-75,,,no-coordinates,no-coordinates,,
e5c73805-b895-443e-ad46-5b33992106d6,Pilot Travel Center #90,Fort Pierce,FL,I-95,,,no-coordinates,no-coordinates,,
1f226de3-a16d-434e-9db3-2cb86dbf9e31,Pilot Travel Center #91,Saint Johns,FL,I-95,,,no-coordinates,no-coordinates,,
894798c3-0460-4016-b5a1-ca4505143ee5,Pilot Travel Center #92 (Ocala),Ocala,FL,I-75,,,no-coordinates,no-coordinates,,
7500cfb3-d609-4280-9869-356cb5588398,Pilot Travel Center #94,Punta Gorda,FL,I-75,,,no-coordinates,no-coordinates,,
76f653aa-907b-4800-865a-1dd03003185a,"Pilot Travel Center #95 (Wildwood, 493 SR 44)",Wildwood,FL,I-75,,,no-coordinates,no-coordinates,,
214dc102-0732-4ffa-85a4-bf40a8856a14,Pit Stop Diner,Wheatley,AR,I-40,,,no-coordinates,no-coordinates,,
0bb17862-7612-4347-8917-657be20158b0,PJ's Country Store (Jump Stop / Valero),Lehi,AR,I-40,,,no-coordinates,no-coordinates,,
6a17477e-60fd-4cb3-86e2-9bdb93546852,Plaza Tire Service - Metropolis,Metropolis,IL,I-24,,,no-coordinates,no-coordinates,,
4e7bad60-63ed-45fd-a1f3-57408c623aaf,Pomp's Tire Service - Seymour,Seymour,IN,I-65,,,no-coordinates,no-coordinates,,
ea438e19-dcd1-402a-a424-e243df58e1c6,Pride Truck Wash,Knoxville,TN,I-75,,,no-coordinates,no-coordinates,,
83264a37-d31f-4775-8a1f-05901e60397d,Prince George's Community College CDL Training (Laurel Center),Laurel,MD,I-95,,,no-coordinates,no-coordinates,,
ff14e2af-f0a7-4e65-a341-c15aab36fe6e,Pro Stop (Pilot Flying J Dealer #962),Sellersburg,IN,I-65,,,no-coordinates,no-coordinates,,
48f3af5a-620d-4a44-9dd5-96210e2b3e39,"Qualawash / tank trailer wash, Saraland",Saraland,AL,I-65,,,no-coordinates,no-coordinates,,
902453cb-99ec-47e4-9a2a-45b1502c85f3,Quality Inn & Suites Alma I-40,Alma,AR,I-40,,,no-coordinates,no-coordinates,,
2e9b34a1-7c38-4a1d-92da-d2286d07976d,Quality Inn & Suites Florence - Cincinnati South,Florence,KY,I-75,,,no-coordinates,no-coordinates,,
b7f59d75-ac92-4bff-8593-6904d706a3eb,Quality Inn Black Mountain-Asheville East,Black Mountain,NC,I-40,,,no-coordinates,no-coordinates,,
53c9e3df-31f9-4405-9b33-0b089333c88e,Quality Inn Columbia I-65,Columbia,TN,I-65,,,no-coordinates,no-coordinates,,
edec532e-6c37-48e3-938d-064666b181fd,Quality Inn Cullman I-65 Exit 310,Cullman,AL,I-65,,,no-coordinates,no-coordinates,,
cfb3be42-e2e5-4e55-ba83-bcb9ab2402cf,Quality Inn Merrillville,Merrillville,IN,I-65,,,no-coordinates,no-coordinates,,
1e57efa0-5b56-4594-a360-0801367f7795,Quality Inn Seymour I-65,Seymour,IN,I-65,,,no-coordinates,no-coordinates,,
9286ea5b-259f-47ce-a075-eec19375191e,Quality Inn West Memphis I-40,West Memphis,AR,I-40,,,no-coordinates,no-coordinates,,
8a0b0dd8-8c92-495c-8eba-c6cdfc3eee63,Quality Truck & Auto Repair,Decatur,AL,I-65,,,no-coordinates,no-coordinates,,
775e2acd-8477-41d7-b7a8-eed2023f229f,Quick Truck Wash,Russellville,AR,I-40,,,no-coordinates,no-coordinates,,
99b0069f-3667-4fae-80d2-e582dbf64ea4,QuikTrip #7154 Travel Center,Memphis,TN,I-40,,,no-coordinates,no-coordinates,,
54d2b882-24b4-4c09-b2b8-98529c4e1af7,QuikTrip Travel Center #757,Adairsville,GA,I-75,,,no-coordinates,no-coordinates,,
f0d5921a-b53e-482e-941c-3fab7398e0aa,Ramada by Wyndham Sellersburg / Louisville North,Sellersburg,IN,I-65,,,no-coordinates,no-coordinates,,
f1a4bce4-28a4-4400-a2cb-427d53dd0019,RecNation Storage - Nashville (Truck Parking),Nashville,TN,I-40,,,no-coordinates,no-coordinates,,
ee131041-98e4-4917-a09b-dcdca1d5ed0c,RecNation Storage - Ruskin (Truck Parking),Ruskin,FL,I-75,,,no-coordinates,no-coordinates,,
261a3522-4245-43c2-98c9-31a3856a7650,Red Roof Inn Findlay,Findlay,OH,I-75,,,no-coordinates,no-coordinates,,
4c5cc4c2-5394-4b3e-900e-ab729ab8bc54,Red Roof Inn Yemassee,Yemassee,SC,I-95,,,no-coordinates,no-coordinates,,
5046a85e-6a9a-49e8-aedd-ab29f95b00d1,REDDOT Truck Service Inc.,Wilmington,DE,I-95,,,no-coordinates,no-coordinates,,
3d8ca37c-b13f-4f2b-847e-7365440ac123,Reddy's Super Stop,Brinkley,AR,I-40,,,no-coordinates,no-coordinates,,
0d9f969f-916e-40b3-a489-b04d8e20ad2d,Road Ranger Travel Center,Brinkley,AR,I-40,,,no-coordinates,no-coordinates,,
f20905b6-dec3-4b03-aef7-e9f025d1b2c8,Road Ranger Travel Center,Greenwood,IN,I-65,,,no-coordinates,no-coordinates,,
724d82b8-ca51-4b99-989f-9caa92eccc5c,Road Safety CDL Training School,Petersburg,VA,I-95,,,no-coordinates,no-coordinates,,
cd150996-dea1-4ec3-82aa-268f08bf0ba2,Road X Truck Repair (Greenwood),Greenwood,IN,I-65,,,no-coordinates,no-coordinates,,
fdaa1660-b2bb-4d97-bd0f-7be6287ec055,Roadmaster Drivers School of Jacksonville,Jacksonville,FL,I-95,,,no-coordinates,no-coordinates,,
bf497604-5909-4f3f-9b2a-d0172b307c44,Robeson Community College CDL Truck Driving Academy,Lumberton,NC,I-95,,,no-coordinates,no-coordinates,,
27c0d036-6d49-449f-963a-a57b7b3e1784,Rocky Mount Inn,Rocky Mount,NC,I-95,,,no-coordinates,no-coordinates,,
fdbe5898-24a8-4743-a127-a5a1769e3ef9,Royal Inn Lumberton,Lumberton,NC,I-95,,,no-coordinates,no-coordinates,,
a66959e8-5539-4e5c-9f94-118ebedc6397,Rumble Road BP,Forsyth,GA,I-75,,,no-coordinates,no-coordinates,,
7ec875ca-4ce5-4cc3-89d6-fb9123d30797,Rush Truck Centers - Nashville Central,Nashville,TN,I-40,,,no-coordinates,no-coordinates,,
aefe40b7-0823-48ca-81c4-5ebb4bd824a6,Russellville Tank Wash,Russellville,AR,I-40,,,no-coordinates,no-coordinates,,
964e5e38-d45d-4c4b-812a-c4ecf904bb4e,S & K Bronco BP (Gaylord),Gaylord,MI,I-75,,,no-coordinates,no-coordinates,,
84a2be77-5f4c-469a-8bf3-9a768ad0ad69,S&S Tire / Best-One Tire Commercial Center,Lexington,KY,I-75,,,no-coordinates,no-coordinates,,
a01a4518-ce97-4894-8d57-674209395e9e,SAGE Truck Driving School - Jacksonville,Jacksonville,FL,I-95,,,no-coordinates,no-coordinates,,
38aadae7-1aa0-4cf4-a426-5d7659174852,SAGE Truck Driving School at Nash Community College,Rocky Mount,NC,I-95,,,no-coordinates,no-coordinates,,
1e5e8cf7-5200-430a-9b46-ba3712f54745,Saginaw Mobile Truck Repair,Saginaw,MI,I-75,,,no-coordinates,no-coordinates,,
13facf37-f06a-48ef-acb8-b73b634a4505,Sam's Roadside Service (mobile),Indianapolis,IN,I-65,,,no-coordinates,no-coordinates,,
a78733d7-c361-4bb9-b33b-fce85430accb,Santee Rest Area (Northbound),Santee,SC,I-95,,,no-coordinates,no-coordinates,,
b0bc8564-8366-420d-ae6b-5e7beba07881,Santee Welcome Center (Southbound),Santee,SC,I-95,,,no-coordinates,no-coordinates,,
6df953c3-9071-4d79-9238-a770b8948f8a,Sapp's Wrecker Service,Savannah,GA,I-95,,,no-coordinates,no-coordinates,,
233d03c8-da5e-4cb2-b239-c48f238ec2a1,Sardis Auto/Truck Plaza,Sardis,SC,I-95,,,no-coordinates,no-coordinates,,
a3bd4ae7-8628-43ac-ba05-c03028eb215c,"Sault Ste. Marie Rest Area (I-75 NB, MM 389)",Sault Ste. Marie,MI,I-75,,,no-coordinates,no-coordinates,,
456620fc-23bd-4cf1-a984-21ec9138b774,Savannah Technical College - Commercial Truck Driving (CDL),Savannah,GA,I-95,,,no-coordinates,no-coordinates,,
789edf6c-1440-44ca-8034-2d2a483a651d,Scott County Rest Area Northbound (MM 127),Georgetown,KY,I-75,,,no-coordinates,no-coordinates,,
d7e9da52-4a01-4b3d-9c14-86f59343ca7c,Scott County Rest Area Southbound (MM 127),Georgetown,KY,I-75,,,no-coordinates,no-coordinates,,
bf3f8a8f-2e0e-4a3e-9c2c-d18660c742f1,Scottish Inns Hurricane Mills,Hurricane Mills,TN,I-40,,,no-coordinates,no-coordinates,,
a68d59ed-297d-4b52-96c3-f59bfc608bb0,Service Tire,Nashville,TN,I-40,,,no-coordinates,no-coordinates,,
be40a471-cbe3-4486-9c3d-daa610788abd,Service Tire Truck Center (STTC) Fredericksburg,Fredericksburg,VA,I-95,,,no-coordinates,no-coordinates,,
a8c03a61-df69-466d-bbf3-9bde66a34005,Service Tire Truck Center (STTC) New Castle,New Castle,DE,I-95,,,no-coordinates,no-coordinates,,
b56d0a14-0fd0-4b65-aa19-9af1edb59f4b,Seymour Weigh Station (Northbound),Seymour,IN,I-65,,,no-coordinates,no-coordinates,,
e637db12-eba1-494a-a73a-aa86545cf6bc,Seymour Weigh Station (Southbound),Seymour,IN,I-65,,,no-coordinates,no-coordinates,,
d500643d-ae31-49aa-9523-81978691c7a7,Shady Lawn Truck Stop,Elkton,TN,I-65,,,no-coordinates,no-coordinates,,
da83466d-8e10-4c23-921e-64ac29ad5ecd,Shady Lawn Truck Stop Tire & Repair,Elkton,TN,I-65,,,no-coordinates,no-coordinates,,
2a63ae26-efa4-4591-bd3d-63f45bf8639c,Shawnee Fuel Stop,Lima,OH,I-75,,,no-coordinates,no-coordinates,,
b3c32523-9238-4888-a80f-48c89bb738ea,Shed Lot Truck Parking,Corbin,KY,I-75,,,no-coordinates,no-coordinates,,
f425a11a-845c-4f88-81d6-d805ee8ee0e7,Sheetz (Petersburg Wagner Rd),Petersburg,VA,I-95,,,no-coordinates,no-coordinates,,
a7dbd110-935e-4a13-ba6f-0596c4c20676,Sheetz #672 (Woodford/Thornburg),Woodford,VA,I-95,,,no-coordinates,no-coordinates,,
0e545ab7-6774-47b5-8f58-30d40f795728,Sheetz #804,Hope Mills,NC,I-95,,,no-coordinates,no-coordinates,,
8e766083-c9ba-4102-a0f6-3615f14b3b54,Shell,Bluffton,OH,I-75,,,no-coordinates,no-coordinates,,
88746b7d-8394-4cc4-bcd4-433183514d18,Shell Lake Travel Center,Earle,AR,I-40,,,no-coordinates,no-coordinates,,
0f062a6c-091f-4f1f-a5b9-3a3876fd755a,Shell Oil of Clarksville,Clarksville,AR,I-40,,,no-coordinates,no-coordinates,,
c98c8bbd-c96d-42dd-8250-6114418fac02,Shell Super Stop,Hazen,AR,I-40,,,no-coordinates,no-coordinates,,
5e324390-1d0f-44c0-a290-adba7b6310fe,Shippers' Choice Truck Driving School - Petersburg,Petersburg,VA,I-95,,,no-coordinates,no-coordinates,,
ea77b1ed-08aa-424a-a08f-dd7928387ad7,Shrader Tire & Oil — North Toledo Truck Tire Center,Toledo,OH,I-75,,,no-coordinates,no-coordinates,,
8efeac67-b7ef-4e1b-8f82-977316b3137a,Simmons Travel Plaza,Emporia,VA,I-95,,,no-coordinates,no-coordinates,,
1933b8ea-539e-40c2-a8c1-3b177375cc7a,Sleep Inn Walterboro I-95,Walterboro,SC,I-95,,,no-coordinates,no-coordinates,,
ed11b1c5-d80c-4ffb-9d0a-f1fa26089b44,Smith & Solomon Commercial Driver Training - New Castle,New Castle,DE,I-95,,,no-coordinates,no-coordinates,,
1251f757-4ab4-4acf-93d1-a95df046b3b1,Smith County Welcome Center (TDOT),Buffalo Valley,TN,I-40,,,no-coordinates,no-coordinates,,
fa0a4d6a-3627-4d84-b35d-f39e8a2ba94b,Snider Fleet Solutions,Lexington,KY,I-75,,,no-coordinates,no-coordinates,,
8954f3e6-074f-40a5-b8b5-d960808ab94d,Snider Fleet Solutions - Chattanooga,Chattanooga,TN,,,,no-coordinates,no-coordinates,,
9659739b-ba64-409b-9d90-e350b6c250ca,Snider Fleet Solutions - Florence,Florence,SC,I-95,,,no-coordinates,no-coordinates,,
aaca5bca-e624-4522-8f04-bf85e4e7d7d4,Snider Fleet Solutions - Forest Park,Forest Park,GA,I-75,,,no-coordinates,no-coordinates,,
2ee7a28a-71ac-46f8-9998-2f9ae6fcf852,Snider Fleet Solutions - Hickory,Hickory,NC,I-40,,,no-coordinates,no-coordinates,,
48651de0-1c89-4102-a039-e0703af156ec,Snider Fleet Solutions - Knoxville,Knoxville,TN,,,,no-coordinates,no-coordinates,,
7fd02b6b-eeae-4b06-8b67-50c3e9928fec,Snider Fleet Solutions - Savannah,Savannah,GA,I-95,,,no-coordinates,no-coordinates,,
992872b0-b0e0-4f51-867c-1460666822b7,South Carolina Welcome Center (I-95 NB),Hardeeville,SC,I-95,,,no-coordinates,no-coordinates,,
d4513e91-e3b9-43ab-8e65-0d7d1580773f,Southern Tire & Fleet Service,Jacksonville,FL,I-95,,,no-coordinates,no-coordinates,,
6f9703ca-f211-4241-b6a0-0eed10065024,Southern Tire Mart - Pooler,Pooler,GA,I-95,,,no-coordinates,no-coordinates,,
f1d1bc65-60ea-43df-87b4-266985431b30,Southern Tire Mart #165,Atlanta,GA,,,,no-coordinates,no-coordinates,,
85a4e108-aa86-4a0f-8bd2-aa595ed5c6a2,Southern Tire Mart #230 - Knoxville,Knoxville,TN,,,,no-coordinates,no-coordinates,,
14b53fd6-ea8b-4e2a-8618-128e28612212,Southern Tire Mart #330,West Memphis,AR,I-40,,,no-coordinates,no-coordinates,,
740eb2a8-11f4-417c-b100-55913cdad7bb,Southern Tire Mart #335,North Little Rock,AR,I-40,,,no-coordinates,no-coordinates,,
1b28a7ae-3fa0-4c3a-975d-b96459b104d1,Southern Tire Mart at Pilot - Jackson,Jackson,TN,I-40,,,no-coordinates,no-coordinates,,
4788aa99-bbfe-4f81-b826-788e02ee475c,Southern Tire Mart at Pilot - Ocala,Ocala,FL,I-75,,,no-coordinates,no-coordinates,,
ac82ce7a-885f-485b-b1f6-b7072af48ca8,Southern Tire Mart at Pilot - Port Wentworth,Port Wentworth,GA,I-95,,,no-coordinates,no-coordinates,,
8fb4e1c8-bbd6-45dc-b76e-5b67a0e12840,Southern Tire Mart at Pilot - Woodhaven,Woodhaven,MI,I-75,,,no-coordinates,no-coordinates,,
73be6034-88f2-44ac-9534-f669515c83a4,Southern Tire Mart at Pilot (Brinkley),Brinkley,AR,I-40,,,no-coordinates,no-coordinates,,
2b7ac68a-1cd0-45d2-94bd-6ca204ce34ee,Southern Tire Mart at Pilot (Gary),Gary,IN,I-65,,,no-coordinates,no-coordinates,,
1b9fd8ed-aee3-458f-9296-7a6a5f5ca340,Southern Tire Mart at Pilot (Hardeeville),Hardeeville,SC,I-95,,,no-coordinates,no-coordinates,,
f4520840-396d-40f7-9df7-6bf8708e0997,Southern Tire Mart at Pilot #297,Georgetown,KY,I-75,,,no-coordinates,no-coordinates,,
6e837904-c3b3-432f-b78f-bce80ada5ea0,Southern Tire Mart at Pilot #314,Dandridge,TN,I-40,,,no-coordinates,no-coordinates,,
e3e4eafb-c380-443e-b595-de2d3e0d3a9b,Southern Tire Mart at Pilot #330,Hurricane Mills,TN,I-40,,,no-coordinates,no-coordinates,,
d6bd039a-db3c-449a-a77d-a8c9d46fb7af,Southern Tire Mart at Pilot Flying J,West Memphis,AR,I-40,,,no-coordinates,no-coordinates,,
08b40c31-f1c3-47c0-b278-00c622cedcba,Specialized Truck Repair - Kingston Springs,Kingston Springs,TN,I-40,,,no-coordinates,no-coordinates,,
b7e17908-c076-4ea5-9344-dd3d61032e91,Speed Trac Truck Stop (Calera Citgo/Speed Trac),Calera,AL,I-65,,,no-coordinates,no-coordinates,,
3a8482af-f9c3-4155-a03f-d99781b094a7,Speedco - Lake City,Lake City,FL,I-75,,,no-coordinates,no-coordinates,,
490090ee-0f38-4901-926b-2b8bc93ff390,"Speedco - Love's Travel Stop #747, Sidney",Sidney,OH,I-75,,,no-coordinates,no-coordinates,,
8edd2af2-0264-4f08-aa18-6eb37b42e1c1,"Speedco - Love's Travel Stop #905, Beaverdam",Beaverdam,OH,I-75,,,no-coordinates,no-coordinates,,
997524e9-7d7a-48d1-b5e5-21ece287e0ec,Speedco #920 (Gary),Gary,IN,I-65,,,no-coordinates,no-coordinates,,
b5213d8a-633f-4d73-9172-7ec041bc1cc0,Speedco at Love's Travel Stop #759,Hazen,AR,I-40,,,no-coordinates,no-coordinates,,
0a51733c-8243-4972-be0c-fd9b39dea490,Speedco at Love's Travel Stop #791,Holladay,TN,I-40,,,no-coordinates,no-coordinates,,
95180b7c-b0de-487b-88db-9d2279c18231,Speedco at Love's Travel Stop #796,Newport,TN,I-40,,,no-coordinates,no-coordinates,,
a218b1d7-0741-45dd-966b-364b328b7795,Speedco at Love's Travel Stop #822 (Love's Truck Care),Clarksville,AR,I-40,,,no-coordinates,no-coordinates,,
ca53a744-8ac6-4962-a299-1fb54d6b9f82,Speedway,Findlay,OH,I-75,,,no-coordinates,no-coordinates,,
48597a5d-b599-4e11-9826-eae4352b3e51,Speedway (Christmasville Rd),Jackson,TN,I-40,,,no-coordinates,no-coordinates,,
9eb5cdaa-1e13-48a0-b82f-d573166dfe03,Speedway #3424,Troy,OH,I-75,,,no-coordinates,no-coordinates,,
5a49d5db-8dcd-4ad8-b10a-b4c6dcacf3a4,Speedway #3547,Beaverdam,OH,I-75,,,no-coordinates,no-coordinates,,
22e3b5de-964b-4b46-84a0-cbc8d5e0d746,Speedway #7115,Chattanooga,TN,I-75,,,no-coordinates,no-coordinates,,
20055899-b195-49e7-ab99-e86cadf665e4,Speedway #7156 (Lovell Road),Knoxville,TN,,,,no-coordinates,no-coordinates,,
5f997893-25c2-42f3-9c82-4ce2697e602f,Speedway #7159,Dandridge,TN,I-40,,,no-coordinates,no-coordinates,,
b04bb2a3-499f-4184-afb2-ea9fdcd26826,Speedway #8064,Lafayette,IN,I-65,,,no-coordinates,no-coordinates,,
e1e61d3d-5b8d-4a5e-b0fa-d7f4e2382ade,Speedway #8723,Bridgeport,MI,I-75,,,no-coordinates,no-coordinates,,
ef9a0053-4768-456f-a747-0e383547a97a,Speedway #9383,Monroe,OH,I-75,,,no-coordinates,no-coordinates,,
adde99fe-b99d-4c75-b0a1-979badd7595b,Speedway #9651 (ONE9 Fuel Network),Lexington,KY,I-75,,,no-coordinates,no-coordinates,,
7ca426a1-8f1c-41fd-a721-3c070ccec7c9,"Speedway Travel Center — Finley Blvd, Birmingham",Birmingham,AL,I-65,,,no-coordinates,no-coordinates,,
02cc4878-abf2-44a6-9495-7fbd598d4bc3,Spirit Travel Center,Evergreen,AL,I-65,,,no-coordinates,no-coordinates,,
9d0f39c3-4609-4b0b-8051-7ca9b53f97b0,"St. Ignace Rest Area (I-75 SB, MM 348)",St. Ignace,MI,I-75,,,no-coordinates,no-coordinates,,
b02dc944-f9fc-4392-b5f6-47710831930a,St. Ignace Truck Stop (BP),St. Ignace,MI,I-75,,,no-coordinates,no-coordinates,,
b90d812b-1e76-445c-bb73-779032a1a4c3,St. Johns County Rest Area (I-95 MM 302),Saint Augustine,FL,I-95,,,no-coordinates,no-coordinates,,
1e7a6551-2a7e-4d32-a04f-400c8ed8db63,St. Johns County Rest Area (I-95 MM 331),Jacksonville,FL,I-95,,,no-coordinates,no-coordinates,,
80e720ca-5925-46a8-a9a1-005528f34f4c,St. Lucie County Rest Area (I-95 MM 133),Fort Pierce,FL,I-95,,,no-coordinates,no-coordinates,,
3201e509-b4b9-4cc6-b37c-7c8e2becd7c6,Steve's Towing & Associates,Merrillville,IN,I-65,,,no-coordinates,no-coordinates,,
ddf043af-973d-478c-b539-d5e22cd93b5b,Stony Ridge Travel Center / Stony Ridge Truck Plaza,Monroe,OH,I-75,,,no-coordinates,no-coordinates,,
1339b41e-8930-4c32-a99c-832bffae406e,Stuckey's / Dairy Queen / Exxon of Old Fort,Old Fort,NC,I-40,,,no-coordinates,no-coordinates,,
15061bb1-5399-4e9e-bf46-36a8cf0fc784,Studio 6 Hickory,Hickory,NC,I-40,,,no-coordinates,no-coordinates,,
181dd4e9-f9b8-41ca-9b5d-3d38edf629ab,Studio 6 Suites West Memphis,West Memphis,AR,I-40,,,no-coordinates,no-coordinates,,
66abae1e-f898-4e10-8def-fd7e3504b89e,Sun Do Truck Stop,Lumberton,NC,I-95,,,no-coordinates,no-coordinates,,
b2bf2309-7ab1-402c-9edf-8d3fcd07cf48,Sunoco Travel Plaza (Cedar Creek Rd),Fayetteville,NC,I-95,,,no-coordinates,no-coordinates,,
f2dae8e2-4d62-4f12-8765-1d93c1a03f6c,Sunoco Truck Stop - Palm Bay,Palm Bay,FL,I-95,,,no-coordinates,no-coordinates,,
2b1af141-43f3-492d-924d-7273b920acc4,Sunrise Inn Williamstown (formerly Days Inn),Williamstown,KY,I-75,,,no-coordinates,no-coordinates,,
6b64ef96-f1db-4d75-a7e0-a8c9e1a7749f,Sunset Inn Clarksville,Clarksville,AR,I-40,,,no-coordinates,no-coordinates,,
fa5e1712-b8ee-42f1-b771-e2144afa0fac,Super 8 by Wyndham Black Mountain,Black Mountain,NC,I-40,,,no-coordinates,no-coordinates,,
856e353b-3c68-4b11-9ec1-c0f5a898c888,Super 8 by Wyndham Brinkley,Brinkley,AR,I-40,,,no-coordinates,no-coordinates,,
1b26d26d-059c-4bb0-adf1-0775ac9da1e8,Super 8 by Wyndham Corbin/London KY,Corbin,KY,I-75,,,no-coordinates,no-coordinates,,
efd90b77-aa20-461b-95ef-73c6ad153da2,Super 8 by Wyndham Ellenton Bradenton Area,Ellenton,FL,I-75,,,no-coordinates,no-coordinates,,
06ea73db-318b-4f90-812a-353ddb570b13,Super 8 by Wyndham Grayling (Fick & Sons),Grayling,MI,I-75,,,no-coordinates,no-coordinates,,
cbd3eb31-8759-4d5b-9000-9bcd7f5dcd2f,Super 8 by Wyndham Hazen,Hazen,AR,I-40,,,no-coordinates,no-coordinates,,
73f556fb-c779-4a56-896a-4ed1b6d0c666,Super 8 by Wyndham Indianapolis/Southport Rd,Indianapolis,IN,I-65,,,no-coordinates,no-coordinates,,
a7039d72-37d9-4b9d-aa5b-084491f3a2f6,Super 8 by Wyndham Jackson,Jackson,TN,I-40,,,no-coordinates,no-coordinates,,
ad02b07e-d2e3-4c78-978f-c18dee094d5b,Super 8 by Wyndham Knoxville North/Powell,Powell,TN,I-75,,,no-coordinates,no-coordinates,,
2ec38723-669c-469b-9c6f-fd57a5df2d79,Super 8 by Wyndham Lexington/Hamburg Area (Winchester Rd),Lexington,KY,I-75,,,no-coordinates,no-coordinates,,
ea898a34-0781-4a97-8711-9930f4c0db53,Super 8 by Wyndham Marion NC,Marion,NC,I-40,,,no-coordinates,no-coordinates,,
b90f8a31-7e91-45ae-beb4-814184f70330,Super 8 by Wyndham Metropolis,Metropolis,IL,I-24,,,no-coordinates,no-coordinates,,
813c39be-1860-413a-8aaf-86ca8b26e8a3,Super 8 by Wyndham Ocala I-75,Ocala,FL,I-75,,,no-coordinates,no-coordinates,,
18cb36d8-a481-4013-af5d-f4ce70911fa1,Super 8 by Wyndham Richmond,Richmond,KY,I-75,,,no-coordinates,no-coordinates,,
cac9d520-9a63-441f-866f-d2de402affe6,Super 8 by Wyndham Russellville,Russellville,AR,I-40,,,no-coordinates,no-coordinates,,
9c2aa267-97a4-41b0-b7f0-9f4bf832fde8,Super 8 by Wyndham Sidney,Sidney,OH,I-75,,,no-coordinates,no-coordinates,,
51cd4b66-e72d-4dfa-9502-cf04145feb19,Super 8 by Wyndham Williamsburg,Williamsburg,KY,I-75,,,no-coordinates,no-coordinates,,
9acc0450-cc55-4324-92b7-85d68f4e4b0b,Superior Wash,Sharonville,OH,I-75,,,no-coordinates,no-coordinates,,
55c80169-0830-4e29-806c-016c71a1087f,T & H Towing & Recovery,Corbin,KY,I-75,,,no-coordinates,no-coordinates,,
