"46c70f80-8582-44d1-a7b6-ea9423392fea","615 Watt Rd, Knoxville, TN, 37922","Match","Exact","615 WATT RD, KNOXVILLE, TN, 37922","-84.23795,35.87305","112233","R"
"4e8c0e97-4aab-4853-8e43-904eacb3b0a9","2111 US Highway 41 NE, Calhoun, GA, 30701","Match","Exact","2111 US HIGHWAY 41 NE, CALHOUN, GA, 30701","-84.94000,34.56300","112234","L"
"04e8fad7-c564-4879-95ba-91816d3b1074","14197 S US Highway 441, Lake City, FL, 32024","Match","Non_Exact","14197 S US HIGHWAY 441, LAKE CITY, FL, 32024","-82.60000,30.19000","112235","R"
"01d5116b-6fc7-4a6f-909d-11d594522aab","Smokey Park Hwy, Candler, NC","No_Match"
"0c8f2702-18ba-465d-ad9f-7222b3db2744","I-95 Median Service Plaza, Mile Marker 82, Aberdeen, MD, 21001","Tie"
"000c91b2-9827-443c-8669-5f07c833f485","3884 Prospect Ave, Naples, FL, 34104","Match","Exact","3884 PROSPECT AVE, VALDOSTA, GA, 31601","-83.28000,30.83000","112236","L"
"096dd2fe-80a1-441b-a700-dbea8e1455c2","2100 Jonesboro Rd SE, Atlanta, GA, 30315","Match","Exact","2100 JONESBORO RD SE, ATLANTA, GA, 30315","-83.00000,40.00000","112237","L"
"05c35c41-6e8f-481f-a2f7-5f50e91170df","7791 NW 47th Avenue, Ocala, FL, 34482","Match","Exact","7791 NW 47TH AVE, OCALA, FL, 34482","0,0","112238","R"
"042f917c-41af-484c-899b-051ebf3194f9","1001 S Commerce Dr, Seymour, IN, 47274","Match","Exact","1001 S COMMERCE DR, SEYMOUR, IN, 47274","","",""
"33e41d22-1dac-425b-a17d-c9b6affcda21","122 Truck Stop Way, Jackson, GA, 30233","Match","Exact","199 TRUCK STOP WAY, JACKSON, GA, 30233","-84.05830,33.20590","112239","L"
"46c70f80-8582-44d1-a7b6-ea9423392fea","615 Watt Rd, Knoxville, TN, 37922","Match","Exact","615 WATT RD, KNOXVILLE, TN, 37922","-84.23795,35.87305","112233","R"
"99999999-9999-9999-9999-999999999999","1 Nowhere St, Nowhere, ZZ, 00000","Match","Exact","1 NOWHERE ST, NOWHERE, ZZ, 00000","-84.0,34.0","112240","L"
