"01d5116b-6fc7-4a6f-909d-11d594522aab","Smokey Park Hwy (exact street number not published in listing preview), Candler, NC, ","No_Match"
"062c24f7-7145-41f3-97f7-431b2d8965b3","1000 Truckstop Rd, Kenly, NC, 27542","No_Match"
"aa56235a-c422-4907-84f7-289e8ff3d204","122 Truckstop Way, Jackson, GA, 30233","Match","Non_Exact","122 TRUCK STOP WAY, JACKSON, GA, 30233","-84.058483999613,33.207643994205","647372102","L"
"06ea73db-318b-4f90-812a-353ddb570b13","5828 Nelson A Miles Pkwy, Grayling, MI, 49738","Match","Exact","5828 NELSON A MILES PKWY, GRAYLING, MI, 49738","-84.712413293227,44.600330203587","174472376","L"
"060c2ac4-6fdf-40d2-83e8-f888143d35dc","1300 W Beaver St, Jacksonville, FL, 32209","Match","Exact","1300 W BEAVER ST, JACKSONVILLE, FL, 32209","-81.676130129396,30.336378385755","83896127","L"
"44f54856-9261-45bc-94e9-26d12134b6f3","968 Cassville White Rd NE, Cartersville, GA, 30121","Match","Exact","968 CASSVILLE WHITE RD NE, CARTERSVILLE, GA, 30121","-84.804381792284,34.272704175775","648934724","L"
"025700b8-af4a-4322-96c1-64fff65ec6b4","23845 Rogers Clark Blvd, Ruther Glen, VA, 22546","Match","Exact","23845 ROGERS CLARK BLVD, RUTHER GLEN, VA, 22546","-77.46641256462,37.938277456094","21970945","L"
"1f7194fb-6df2-483c-b775-ff8cef29738c","1911 Highway 34 W, Dillon, SC, 29536","Match","Exact","1911 HWY 34 W, DILLON, SC, 29536","-79.415871791251,34.419969213674","639560765","L"
"4e8c0e97-4aab-4853-8e43-904eacb3b0a9","2111 US Highway 41 NE, Calhoun, GA, 30701","No_Match"
"4e95994e-db22-4b01-9b6e-0af55d277eec","800 Watt Rd, Knoxville, TN, 37932","Match","Non_Exact","800 N WATT RD, KNOXVILLE, TN, 37934","-84.237284144352,35.880008922388","632771097","R"
"02249e40-0250-4d39-8929-73504935f55f","435 Dura Ave, Toledo, OH, 43612","Match","Exact","435 DURA AVE, TOLEDO, OH, 43612","-83.536940161969,41.700648458576","33952747","L"
"0e545ab7-6774-47b5-8f58-30d40f795728","310 Chicken Foot Rd, Hope Mills, NC, 28348","No_Match"
"1b9fd8ed-aee3-458f-9296-7a6a5f5ca340","15976 Whyte Hardee Blvd, Hardeeville, SC, 29927","No_Match"
"0244b320-2bb1-4d47-a16f-53da1663fa6b","921 Murfreesboro Rd, Lebanon, TN, 37090","Match","Exact","921 MURFREESBORO RD, LEBANON, TN, 37090","-86.300333799266,36.179244563384","89688847","R"
"c2bd3356-8933-46a5-9b08-0a520a585d2a","288 Resaca Beach Blvd NW, Resaca, GA, 30735","No_Match"
"4c23e030-e4d3-473c-a3b8-cfafc1599bc4","115 Truck Stop Way, Jackson, GA, 30233","Match","Exact","115 TRUCK STOP WAY, JACKSON, GA, 30233","-84.057559282644,33.210672348583","647372102","R"
"c944296e-5c8f-4346-9755-b470a9aafe77","1125 Bucksnort Rd, Jackson, GA, 30233","Match","Exact","1125 BUCKSNORT RD, JACKSON, GA, 30233","-84.06689649051,33.211404145576","23294671","L"
"96b417a9-ff26-480a-bdea-4ce572470bd7","7001 Lake Park Bellville Rd, Lake Park, GA, 31636","Match","Exact","7001 LAKE PARK BELLVILLE RD, LAKE PARK, GA, 31636","-83.189690385251,30.643113229245","641290727","R"
"8a9e2301-b793-454f-85e6-c01e98b715c7","2201 16th Ave E, Cordele, GA, 31015","Match","Exact","2201 16TH AVE E, CORDELE, GA, 31015","-83.745869779738,31.958965809747","636351691","R"
"bdbeb0cd-6935-4c31-b188-9465f1c1146a","1125 Bucksnort Rd, Jackson, GA, 30233","Match","Exact","1125 BUCKSNORT RD, JACKSON, GA, 30233","-84.06689649051,33.211404145576","23294671","L"
"00151f69-dcb6-4510-ac9e-19f6c5ba77a2","6180 Benore Rd, Toledo, OH, 43612","Match","Exact","6180 BENORE RD, TOLEDO, OH, 43612","-83.527248937417,41.729175739281","647823585","R"
"06f08845-dcc4-42ec-ba62-5d3c2c28faa6","5610 N Marr Rd, Columbus, IN, ","Match","Non_Exact","5610 MARR RD, COLUMBUS, IN, 47203","-85.884303752992,39.257327723464","644920922","L"
"22da63bd-9ee8-45b1-b8cd-ada2c8cb7899","1911 Highway 34 W, Dillon, SC, 29536","Match","Exact","1911 HWY 34 W, DILLON, SC, 29536","-79.415871791251,34.419969213674","639560765","L"
"0f848a8a-9f2f-4e89-bed3-97d656bcd25d","981 Cassville-White Rd, Cartersville, GA, 30121","Tie"
"042f917c-41af-484c-899b-051ebf3194f9","1001 S Commerce Dr, Seymour, IN, 47274","Match","Exact","1001 S COMMERCE DR, SEYMOUR, IN, 47274","-85.842801639775,38.946896659769","640508587","R"
"0590d8cb-a505-4dfe-bdd6-5ce120d04412","3210 Valentine Rd, North Little Rock, AR, 72117","Match","Non_Exact","3210 E VALENTINE RD, NORTH LITTLE ROCK, AR, 72117","-92.096193389223,34.82360690718","647719071","L"
"0666ef38-a91d-4a71-b242-f94f4a45cca2","175 Northwoods Blvd, Vandalia, OH, 45377","Match","Exact","175 NORTHWOODS BLVD, VANDALIA, OH, 45377","-84.194788701332,39.901205676236","143623255","L"
"f2f3cfb3-4d20-4954-8639-39c25dff014c","I-75 South near mile marker 190, Forsyth, GA, ","No_Match"
"096dd2fe-80a1-441b-a700-dbea8e1455c2","2100 Jonesboro Rd SE, Atlanta, GA, 30315","Match","Exact","2100 JONESBORO RD SE, ATLANTA, GA, 30315","-84.369805641331,33.696889752145","17358584","L"
"c67c7c6b-57f0-444f-9d3f-c6000ae1f51d","2995 Highway 36 W, Jackson, GA, 30233","Match","Non_Exact","2995 STATE RTE 36, JACKSON, GA, 30233","-84.050836422732,33.215841353743","636802144","R"
"338601ce-8529-4ee1-a478-3284d6901206","968 Cassville-White Rd, Cartersville, GA, 30120","Tie"
"944a23e3-93b6-4f19-a43a-8879c89ae09a","4431 Union Rd, Tifton, GA, 31794","Match","Exact","4431 UNION RD, TIFTON, GA, 31794","-83.512424277274,31.377427279258","87777736","R"
"599cf7a7-eb06-4527-bcdb-69daa62e11c7","142 Carbondale Rd SW, Dalton, GA, 30721","Match","Exact","142 CARBONDALE RD SW, DALTON, GA, 30721","-84.981382275318,34.654468988468","654920681","L"
"3fc244ee-a2a6-43b8-acd4-5befc8bc2d20","I-75 North near mile marker 190, Forsyth, GA, ","No_Match"
"93653e22-f954-4d6b-acd8-9f547ce4b947","6901 Bellville Rd, Lake Park, GA, 31636","No_Match"
"04ba3188-26b8-4f28-b7aa-b90da2745d91","21055 West Rd, Woodhaven, MI, 48183","Match","Exact","21055 WEST RD, WOODHAVEN, MI, 48183","-83.238172339735,42.139119390052","95707853","L"
"a45b0906-ec99-4785-bfd6-afae328bc2aa","150 Old Allatoona Rd SE, Emerson, GA, 30121","Match","Exact","150 OLD ALLATOONA RD SE, EMERSON, GA, 30121","-84.744712255475,34.120262738701","646931677","R"
"781f82b8-a9a0-4264-bebf-044a9aba151f","968 Cassville White Rd, Cartersville, GA, 30120","Tie"
"0a0c7a0d-2fb0-4201-a93f-b934e2617b5b","923 Johnston Pkwy, Kenly, NC, 27542","Match","Exact","923 JOHNSTON PKWY, KENLY, NC, 27542","-78.146581818113,35.581359917897","26526193","L"
"1c2331c1-e7c3-4f1c-8080-8c77e26ca570","5501 O'Donnell Street, Baltimore, MD, 21224","Match","Exact","5501 ODONNELL ST, BALTIMORE, MD, 21224","-76.549107697835,39.281166436071","206466366","R"
"0c0c4cac-8771-4987-becf-d13a6fb414e6","313 Porter Rd, Sadieville, KY, 40370","Match","Exact","313 PORTER RD, SADIEVILLE, KY, 40370","-84.572018709181,38.379233472354","635797135","R"
"38139280-d79e-4c84-8807-5831c72095a7","1503 W 4th St, Adel, GA, 31620","No_Match"
